compartment	kegg	bigg_id	flux
c	R00115	GTHOr	0.0
c	R00251	OPAH	0.0
c	R00267	ICDHyr	0.0
c	R00274	GTHPi	0.0
c	R00494	GTHRDH_syn	-208.9636947285467
c	R00497	GTHS	0.0
c	R00644	PRDX	1.0123083908290395e-12
c	R00670	ORNDC	0.0
c	R00894	GLUCYS	0.0
c	R00899	AMPTASECG	-4.629868555207193e-14
c	R01108	DHAOX_c	0.0
c	R01109	CYSGLTH	0.0
c	R01110	LHCYSTIN	104.25537150002745
c	R01528	GNDc	562.7819992229734
c	R01918	NADN	0.0
c	R01920	SPMS	0.0
c	R02736	G6PDH2r	0.0
c	R02743	r0568	0.0
c	R02869	SPRMS	0.0
c	R03167	HMR_0960	0.0
c	R08363	RNDR2	0.0
e	R00274	GTHPe	0.0
e	R00494	GGTAe2	208.96369472854667
e	R00670	HMR_4422	0.0
e	R00899	AMPTASECGe	0.0
e	R01918	NADNe	0.0
m	R00115	GTHOm	0.0
m	R00267	ICDHym	-153.2549571753962
m	R00274	GTHPm	0.0
m	R00670	ARGDCm	0.0
m	R03167	HMR_0963	0.0
