status	bigg_id	organism	pathway	pathway_rn	pathway_label	source_reaction_count	source_metabolite_count	source_gene_count	model_reactions	model_metabolites	kegg_reactions	kegg_metabolites	kgml_reaction_entries_omitted	kgml_reactions_omitted	matched_reactions	unmatched_reactions	reaction_retention_percent	matched_metabolites	unmatched_metabolites	metabolite_retention_percent	escher_nodes	escher_reactions	escher_segments	invalid_segments_removed	secondary_nodes_seen	secondary_nodes_converted	map_json	map_html	summary_json	model_xml	elapsed_seconds	error
built	iEC55989_1330	Escherichia coli 55989	map00010	rn00010	Glycolysis / gluconeogenesis	2756	1953	1330	2756	1953	56	31	0		41	15	73.21	22	9	70.97	277	41	292	0	123	0	outputs\bigg_prokaryote_bioemma\maps\map00010\iEC55989_1330\iEC55989_1330_map00010_map.json	outputs\bigg_prokaryote_bioemma\maps\map00010\iEC55989_1330\iEC55989_1330_map00010_map.html	outputs\bigg_prokaryote_bioemma\maps\map00010\iEC55989_1330\summary.json	outputs\bigg_prokaryote_bioemma\models\iEC55989_1330.xml	1.968	
built	iEC55989_1330	Escherichia coli 55989	map00020	rn00020	Citrate cycle (TCA cycle)	2756	1953	1330	2756	1953	29	20	0		23	6	79.31	13	7	65.0	158	23	171	0	69	0	outputs\bigg_prokaryote_bioemma\maps\map00020\iEC55989_1330\iEC55989_1330_map00020_map.json	outputs\bigg_prokaryote_bioemma\maps\map00020\iEC55989_1330\iEC55989_1330_map00020_map.html	outputs\bigg_prokaryote_bioemma\maps\map00020\iEC55989_1330\summary.json	outputs\bigg_prokaryote_bioemma\models\iEC55989_1330.xml	1.496	
built	iEC55989_1330	Escherichia coli 55989	map00030	rn00030	Pentose phosphate pathway	2756	1953	1330	2756	1953	58	37	1	R06837	34	24	58.62	26	11	70.27	206	34	217	0	73	0	outputs\bigg_prokaryote_bioemma\maps\map00030\iEC55989_1330\iEC55989_1330_map00030_map.json	outputs\bigg_prokaryote_bioemma\maps\map00030\iEC55989_1330\iEC55989_1330_map00030_map.html	outputs\bigg_prokaryote_bioemma\maps\map00030\iEC55989_1330\summary.json	outputs\bigg_prokaryote_bioemma\models\iEC55989_1330.xml	1.967	
built	iEC55989_1330	Escherichia coli 55989	map00680	rn00680	Methane metabolism / C1 metabolism	2756	1953	1330	2756	1953	104	86	3	R08323, R08328, R10397	32	72	30.77	36	50	41.86	239	32	229	0	96	0	outputs\bigg_prokaryote_bioemma\maps\map00680\iEC55989_1330\iEC55989_1330_map00680_map.json	outputs\bigg_prokaryote_bioemma\maps\map00680\iEC55989_1330\iEC55989_1330_map00680_map.html	outputs\bigg_prokaryote_bioemma\maps\map00680\iEC55989_1330\summary.json	outputs\bigg_prokaryote_bioemma\models\iEC55989_1330.xml	3.208	
built	iECABU_c1320	Escherichia coli ABU 83972	map00010	rn00010	Glycolysis / gluconeogenesis	2731	1942	1320	2731	1942	56	31	0		41	15	73.21	22	9	70.97	279	41	294	0	125	0	outputs\bigg_prokaryote_bioemma\maps\map00010\iECABU_c1320\iECABU_c1320_map00010_map.json	outputs\bigg_prokaryote_bioemma\maps\map00010\iECABU_c1320\iECABU_c1320_map00010_map.html	outputs\bigg_prokaryote_bioemma\maps\map00010\iECABU_c1320\summary.json	outputs\bigg_prokaryote_bioemma\models\iECABU_c1320.xml	2.108	
built	iECABU_c1320	Escherichia coli ABU 83972	map00020	rn00020	Citrate cycle (TCA cycle)	2731	1942	1320	2731	1942	29	20	0		23	6	79.31	13	7	65.0	158	23	171	0	69	0	outputs\bigg_prokaryote_bioemma\maps\map00020\iECABU_c1320\iECABU_c1320_map00020_map.json	outputs\bigg_prokaryote_bioemma\maps\map00020\iECABU_c1320\iECABU_c1320_map00020_map.html	outputs\bigg_prokaryote_bioemma\maps\map00020\iECABU_c1320\summary.json	outputs\bigg_prokaryote_bioemma\models\iECABU_c1320.xml	1.392	
built	iECABU_c1320	Escherichia coli ABU 83972	map00030	rn00030	Pentose phosphate pathway	2731	1942	1320	2731	1942	58	37	1	R06837	34	24	58.62	26	11	70.27	206	34	217	0	73	0	outputs\bigg_prokaryote_bioemma\maps\map00030\iECABU_c1320\iECABU_c1320_map00030_map.json	outputs\bigg_prokaryote_bioemma\maps\map00030\iECABU_c1320\iECABU_c1320_map00030_map.html	outputs\bigg_prokaryote_bioemma\maps\map00030\iECABU_c1320\summary.json	outputs\bigg_prokaryote_bioemma\models\iECABU_c1320.xml	1.857	
built	iECABU_c1320	Escherichia coli ABU 83972	map00680	rn00680	Methane metabolism / C1 metabolism	2731	1942	1320	2731	1942	104	86	3	R08323, R08328, R10397	32	72	30.77	36	50	41.86	239	32	229	0	96	0	outputs\bigg_prokaryote_bioemma\maps\map00680\iECABU_c1320\iECABU_c1320_map00680_map.json	outputs\bigg_prokaryote_bioemma\maps\map00680\iECABU_c1320\iECABU_c1320_map00680_map.html	outputs\bigg_prokaryote_bioemma\maps\map00680\iECABU_c1320\summary.json	outputs\bigg_prokaryote_bioemma\models\iECABU_c1320.xml	3.186	
built	iECB_1328	Escherichia coli B str. REL606	map00010	rn00010	Glycolysis / gluconeogenesis	2748	1951	1329	2748	1951	56	31	0		41	15	73.21	21	10	67.74	277	41	292	0	123	0	outputs\bigg_prokaryote_bioemma\maps\map00010\iECB_1328\iECB_1328_map00010_map.json	outputs\bigg_prokaryote_bioemma\maps\map00010\iECB_1328\iECB_1328_map00010_map.html	outputs\bigg_prokaryote_bioemma\maps\map00010\iECB_1328\summary.json	outputs\bigg_prokaryote_bioemma\models\iECB_1328.xml	1.903	
built	iECB_1328	Escherichia coli B str. REL606	map00020	rn00020	Citrate cycle (TCA cycle)	2748	1951	1329	2748	1951	29	20	0		23	6	79.31	13	7	65.0	158	23	171	0	69	0	outputs\bigg_prokaryote_bioemma\maps\map00020\iECB_1328\iECB_1328_map00020_map.json	outputs\bigg_prokaryote_bioemma\maps\map00020\iECB_1328\iECB_1328_map00020_map.html	outputs\bigg_prokaryote_bioemma\maps\map00020\iECB_1328\summary.json	outputs\bigg_prokaryote_bioemma\models\iECB_1328.xml	1.716	
built	iECB_1328	Escherichia coli B str. REL606	map00030	rn00030	Pentose phosphate pathway	2748	1951	1329	2748	1951	58	37	1	R06837	34	24	58.62	26	11	70.27	205	34	216	0	72	0	outputs\bigg_prokaryote_bioemma\maps\map00030\iECB_1328\iECB_1328_map00030_map.json	outputs\bigg_prokaryote_bioemma\maps\map00030\iECB_1328\iECB_1328_map00030_map.html	outputs\bigg_prokaryote_bioemma\maps\map00030\iECB_1328\summary.json	outputs\bigg_prokaryote_bioemma\models\iECB_1328.xml	1.969	
built	iECB_1328	Escherichia coli B str. REL606	map00680	rn00680	Methane metabolism / C1 metabolism	2748	1951	1329	2748	1951	104	86	3	R08323, R08328, R10397	32	72	30.77	36	50	41.86	239	32	229	0	96	0	outputs\bigg_prokaryote_bioemma\maps\map00680\iECB_1328\iECB_1328_map00680_map.json	outputs\bigg_prokaryote_bioemma\maps\map00680\iECB_1328\iECB_1328_map00680_map.html	outputs\bigg_prokaryote_bioemma\maps\map00680\iECB_1328\summary.json	outputs\bigg_prokaryote_bioemma\models\iECB_1328.xml	3.245	
built	iECBD_1354	Escherichia coli 'BL21-Gold(DE3)pLysS AG'	map00010	rn00010	Glycolysis / gluconeogenesis	2748	1952	1354	2748	1952	56	31	0		41	15	73.21	21	10	67.74	277	41	292	0	123	0	outputs\bigg_prokaryote_bioemma\maps\map00010\iECBD_1354\iECBD_1354_map00010_map.json	outputs\bigg_prokaryote_bioemma\maps\map00010\iECBD_1354\iECBD_1354_map00010_map.html	outputs\bigg_prokaryote_bioemma\maps\map00010\iECBD_1354\summary.json	outputs\bigg_prokaryote_bioemma\models\iECBD_1354.xml	2.051	
built	iECBD_1354	Escherichia coli 'BL21-Gold(DE3)pLysS AG'	map00020	rn00020	Citrate cycle (TCA cycle)	2748	1952	1354	2748	1952	29	20	0		23	6	79.31	13	7	65.0	158	23	171	0	69	0	outputs\bigg_prokaryote_bioemma\maps\map00020\iECBD_1354\iECBD_1354_map00020_map.json	outputs\bigg_prokaryote_bioemma\maps\map00020\iECBD_1354\iECBD_1354_map00020_map.html	outputs\bigg_prokaryote_bioemma\maps\map00020\iECBD_1354\summary.json	outputs\bigg_prokaryote_bioemma\models\iECBD_1354.xml	1.494	
built	iECBD_1354	Escherichia coli 'BL21-Gold(DE3)pLysS AG'	map00030	rn00030	Pentose phosphate pathway	2748	1952	1354	2748	1952	58	37	1	R06837	33	25	56.9	26	11	70.27	201	33	211	0	71	0	outputs\bigg_prokaryote_bioemma\maps\map00030\iECBD_1354\iECBD_1354_map00030_map.json	outputs\bigg_prokaryote_bioemma\maps\map00030\iECBD_1354\iECBD_1354_map00030_map.html	outputs\bigg_prokaryote_bioemma\maps\map00030\iECBD_1354\summary.json	outputs\bigg_prokaryote_bioemma\models\iECBD_1354.xml	2.032	
built	iECBD_1354	Escherichia coli 'BL21-Gold(DE3)pLysS AG'	map00680	rn00680	Methane metabolism / C1 metabolism	2748	1952	1354	2748	1952	104	86	3	R08323, R08328, R10397	32	72	30.77	36	50	41.86	239	32	229	0	96	0	outputs\bigg_prokaryote_bioemma\maps\map00680\iECBD_1354\iECBD_1354_map00680_map.json	outputs\bigg_prokaryote_bioemma\maps\map00680\iECBD_1354\iECBD_1354_map00680_map.html	outputs\bigg_prokaryote_bioemma\maps\map00680\iECBD_1354\summary.json	outputs\bigg_prokaryote_bioemma\models\iECBD_1354.xml	3.101	
built	iECD_1391	Escherichia coli BL21(DE3)	map00010	rn00010	Glycolysis / gluconeogenesis	2741	1943	1333	2741	1943	56	31	0		41	15	73.21	21	10	67.74	277	41	292	0	123	0	outputs\bigg_prokaryote_bioemma\maps\map00010\iECD_1391\iECD_1391_map00010_map.json	outputs\bigg_prokaryote_bioemma\maps\map00010\iECD_1391\iECD_1391_map00010_map.html	outputs\bigg_prokaryote_bioemma\maps\map00010\iECD_1391\summary.json	outputs\bigg_prokaryote_bioemma\models\iECD_1391.xml	2.105	
built	iECD_1391	Escherichia coli BL21(DE3)	map00020	rn00020	Citrate cycle (TCA cycle)	2741	1943	1333	2741	1943	29	20	0		23	6	79.31	13	7	65.0	158	23	171	0	69	0	outputs\bigg_prokaryote_bioemma\maps\map00020\iECD_1391\iECD_1391_map00020_map.json	outputs\bigg_prokaryote_bioemma\maps\map00020\iECD_1391\iECD_1391_map00020_map.html	outputs\bigg_prokaryote_bioemma\maps\map00020\iECD_1391\summary.json	outputs\bigg_prokaryote_bioemma\models\iECD_1391.xml	1.369	
built	iECD_1391	Escherichia coli BL21(DE3)	map00030	rn00030	Pentose phosphate pathway	2741	1943	1333	2741	1943	58	37	1	R06837	33	25	56.9	26	11	70.27	201	33	211	0	71	0	outputs\bigg_prokaryote_bioemma\maps\map00030\iECD_1391\iECD_1391_map00030_map.json	outputs\bigg_prokaryote_bioemma\maps\map00030\iECD_1391\iECD_1391_map00030_map.html	outputs\bigg_prokaryote_bioemma\maps\map00030\iECD_1391\summary.json	outputs\bigg_prokaryote_bioemma\models\iECD_1391.xml	1.88	
built	iECD_1391	Escherichia coli BL21(DE3)	map00680	rn00680	Methane metabolism / C1 metabolism	2741	1943	1333	2741	1943	104	86	3	R08323, R08328, R10397	32	72	30.77	36	50	41.86	239	32	229	0	96	0	outputs\bigg_prokaryote_bioemma\maps\map00680\iECD_1391\iECD_1391_map00680_map.json	outputs\bigg_prokaryote_bioemma\maps\map00680\iECD_1391\iECD_1391_map00680_map.html	outputs\bigg_prokaryote_bioemma\maps\map00680\iECD_1391\summary.json	outputs\bigg_prokaryote_bioemma\models\iECD_1391.xml	3.211	
built	iECDH10B_1368	Escherichia coli str. K-12 substr. DH10B	map00010	rn00010	Glycolysis / gluconeogenesis	2742	1947	1327	2742	1947	56	31	0		41	15	73.21	21	10	67.74	277	41	292	0	123	0	outputs\bigg_prokaryote_bioemma\maps\map00010\iECDH10B_1368\iECDH10B_1368_map00010_map.json	outputs\bigg_prokaryote_bioemma\maps\map00010\iECDH10B_1368\iECDH10B_1368_map00010_map.html	outputs\bigg_prokaryote_bioemma\maps\map00010\iECDH10B_1368\summary.json	outputs\bigg_prokaryote_bioemma\models\iECDH10B_1368.xml	2.07	
built	iECDH10B_1368	Escherichia coli str. K-12 substr. DH10B	map00020	rn00020	Citrate cycle (TCA cycle)	2742	1947	1327	2742	1947	29	20	0		23	6	79.31	13	7	65.0	158	23	171	0	69	0	outputs\bigg_prokaryote_bioemma\maps\map00020\iECDH10B_1368\iECDH10B_1368_map00020_map.json	outputs\bigg_prokaryote_bioemma\maps\map00020\iECDH10B_1368\iECDH10B_1368_map00020_map.html	outputs\bigg_prokaryote_bioemma\maps\map00020\iECDH10B_1368\summary.json	outputs\bigg_prokaryote_bioemma\models\iECDH10B_1368.xml	1.523	
built	iECDH10B_1368	Escherichia coli str. K-12 substr. DH10B	map00030	rn00030	Pentose phosphate pathway	2742	1947	1327	2742	1947	58	37	1	R06837	34	24	58.62	26	11	70.27	206	34	217	0	73	0	outputs\bigg_prokaryote_bioemma\maps\map00030\iECDH10B_1368\iECDH10B_1368_map00030_map.json	outputs\bigg_prokaryote_bioemma\maps\map00030\iECDH10B_1368\iECDH10B_1368_map00030_map.html	outputs\bigg_prokaryote_bioemma\maps\map00030\iECDH10B_1368\summary.json	outputs\bigg_prokaryote_bioemma\models\iECDH10B_1368.xml	1.872	
built	iECDH10B_1368	Escherichia coli str. K-12 substr. DH10B	map00680	rn00680	Methane metabolism / C1 metabolism	2742	1947	1327	2742	1947	104	86	3	R08323, R08328, R10397	32	72	30.77	36	50	41.86	239	32	229	0	96	0	outputs\bigg_prokaryote_bioemma\maps\map00680\iECDH10B_1368\iECDH10B_1368_map00680_map.json	outputs\bigg_prokaryote_bioemma\maps\map00680\iECDH10B_1368\iECDH10B_1368_map00680_map.html	outputs\bigg_prokaryote_bioemma\maps\map00680\iECDH10B_1368\summary.json	outputs\bigg_prokaryote_bioemma\models\iECDH10B_1368.xml	3.365	
built	iEcDH1_1363	Escherichia coli DH1	map00010	rn00010	Glycolysis / gluconeogenesis	2750	1949	1363	2750	1949	56	31	0		41	15	73.21	21	10	67.74	277	41	292	0	123	0	outputs\bigg_prokaryote_bioemma\maps\map00010\iEcDH1_1363\iEcDH1_1363_map00010_map.json	outputs\bigg_prokaryote_bioemma\maps\map00010\iEcDH1_1363\iEcDH1_1363_map00010_map.html	outputs\bigg_prokaryote_bioemma\maps\map00010\iEcDH1_1363\summary.json	outputs\bigg_prokaryote_bioemma\models\iEcDH1_1363.xml	1.9	
built	iEcDH1_1363	Escherichia coli DH1	map00020	rn00020	Citrate cycle (TCA cycle)	2750	1949	1363	2750	1949	29	20	0		23	6	79.31	13	7	65.0	158	23	171	0	69	0	outputs\bigg_prokaryote_bioemma\maps\map00020\iEcDH1_1363\iEcDH1_1363_map00020_map.json	outputs\bigg_prokaryote_bioemma\maps\map00020\iEcDH1_1363\iEcDH1_1363_map00020_map.html	outputs\bigg_prokaryote_bioemma\maps\map00020\iEcDH1_1363\summary.json	outputs\bigg_prokaryote_bioemma\models\iEcDH1_1363.xml	1.483	
built	iEcDH1_1363	Escherichia coli DH1	map00030	rn00030	Pentose phosphate pathway	2750	1949	1363	2750	1949	58	37	1	R06837	34	24	58.62	26	11	70.27	206	34	217	0	73	0	outputs\bigg_prokaryote_bioemma\maps\map00030\iEcDH1_1363\iEcDH1_1363_map00030_map.json	outputs\bigg_prokaryote_bioemma\maps\map00030\iEcDH1_1363\iEcDH1_1363_map00030_map.html	outputs\bigg_prokaryote_bioemma\maps\map00030\iEcDH1_1363\summary.json	outputs\bigg_prokaryote_bioemma\models\iEcDH1_1363.xml	2.065	
built	iEcDH1_1363	Escherichia coli DH1	map00680	rn00680	Methane metabolism / C1 metabolism	2750	1949	1363	2750	1949	104	86	3	R08323, R08328, R10397	32	72	30.77	36	50	41.86	239	32	229	0	96	0	outputs\bigg_prokaryote_bioemma\maps\map00680\iEcDH1_1363\iEcDH1_1363_map00680_map.json	outputs\bigg_prokaryote_bioemma\maps\map00680\iEcDH1_1363\iEcDH1_1363_map00680_map.html	outputs\bigg_prokaryote_bioemma\maps\map00680\iEcDH1_1363\summary.json	outputs\bigg_prokaryote_bioemma\models\iEcDH1_1363.xml	3.379	
built	iECDH1ME8569_1439	Escherichia coli DH1	map00010	rn00010	Glycolysis / gluconeogenesis	2755	1950	1439	2755	1950	56	31	0		41	15	73.21	21	10	67.74	276	41	291	0	122	0	outputs\bigg_prokaryote_bioemma\maps\map00010\iECDH1ME8569_1439\iECDH1ME8569_1439_map00010_map.json	outputs\bigg_prokaryote_bioemma\maps\map00010\iECDH1ME8569_1439\iECDH1ME8569_1439_map00010_map.html	outputs\bigg_prokaryote_bioemma\maps\map00010\iECDH1ME8569_1439\summary.json	outputs\bigg_prokaryote_bioemma\models\iECDH1ME8569_1439.xml	2.046	
built	iECDH1ME8569_1439	Escherichia coli DH1	map00020	rn00020	Citrate cycle (TCA cycle)	2755	1950	1439	2755	1950	29	20	0		23	6	79.31	13	7	65.0	157	23	170	0	68	0	outputs\bigg_prokaryote_bioemma\maps\map00020\iECDH1ME8569_1439\iECDH1ME8569_1439_map00020_map.json	outputs\bigg_prokaryote_bioemma\maps\map00020\iECDH1ME8569_1439\iECDH1ME8569_1439_map00020_map.html	outputs\bigg_prokaryote_bioemma\maps\map00020\iECDH1ME8569_1439\summary.json	outputs\bigg_prokaryote_bioemma\models\iECDH1ME8569_1439.xml	1.485	
built	iECDH1ME8569_1439	Escherichia coli DH1	map00030	rn00030	Pentose phosphate pathway	2755	1950	1439	2755	1950	58	37	1	R06837	34	24	58.62	26	11	70.27	206	34	217	0	73	0	outputs\bigg_prokaryote_bioemma\maps\map00030\iECDH1ME8569_1439\iECDH1ME8569_1439_map00030_map.json	outputs\bigg_prokaryote_bioemma\maps\map00030\iECDH1ME8569_1439\iECDH1ME8569_1439_map00030_map.html	outputs\bigg_prokaryote_bioemma\maps\map00030\iECDH1ME8569_1439\summary.json	outputs\bigg_prokaryote_bioemma\models\iECDH1ME8569_1439.xml	2.0	
built	iECDH1ME8569_1439	Escherichia coli DH1	map00680	rn00680	Methane metabolism / C1 metabolism	2755	1950	1439	2755	1950	104	86	3	R08323, R08328, R10397	32	72	30.77	36	50	41.86	239	32	229	0	96	0	outputs\bigg_prokaryote_bioemma\maps\map00680\iECDH1ME8569_1439\iECDH1ME8569_1439_map00680_map.json	outputs\bigg_prokaryote_bioemma\maps\map00680\iECDH1ME8569_1439\iECDH1ME8569_1439_map00680_map.html	outputs\bigg_prokaryote_bioemma\maps\map00680\iECDH1ME8569_1439\summary.json	outputs\bigg_prokaryote_bioemma\models\iECDH1ME8569_1439.xml	3.296	
built	iEcE24377_1341	Escherichia coli O139:H28 str. E24377A	map00010	rn00010	Glycolysis / gluconeogenesis	2763	1972	1341	2763	1972	56	31	0		41	15	73.21	22	9	70.97	277	41	292	0	123	0	outputs\bigg_prokaryote_bioemma\maps\map00010\iEcE24377_1341\iEcE24377_1341_map00010_map.json	outputs\bigg_prokaryote_bioemma\maps\map00010\iEcE24377_1341\iEcE24377_1341_map00010_map.html	outputs\bigg_prokaryote_bioemma\maps\map00010\iEcE24377_1341\summary.json	outputs\bigg_prokaryote_bioemma\models\iEcE24377_1341.xml	2.108	
built	iEcE24377_1341	Escherichia coli O139:H28 str. E24377A	map00020	rn00020	Citrate cycle (TCA cycle)	2763	1972	1341	2763	1972	29	20	0		23	6	79.31	13	7	65.0	158	23	171	0	69	0	outputs\bigg_prokaryote_bioemma\maps\map00020\iEcE24377_1341\iEcE24377_1341_map00020_map.json	outputs\bigg_prokaryote_bioemma\maps\map00020\iEcE24377_1341\iEcE24377_1341_map00020_map.html	outputs\bigg_prokaryote_bioemma\maps\map00020\iEcE24377_1341\summary.json	outputs\bigg_prokaryote_bioemma\models\iEcE24377_1341.xml	1.523	
built	iEcE24377_1341	Escherichia coli O139:H28 str. E24377A	map00030	rn00030	Pentose phosphate pathway	2763	1972	1341	2763	1972	58	37	1	R06837	34	24	58.62	26	11	70.27	206	34	217	0	73	0	outputs\bigg_prokaryote_bioemma\maps\map00030\iEcE24377_1341\iEcE24377_1341_map00030_map.json	outputs\bigg_prokaryote_bioemma\maps\map00030\iEcE24377_1341\iEcE24377_1341_map00030_map.html	outputs\bigg_prokaryote_bioemma\maps\map00030\iEcE24377_1341\summary.json	outputs\bigg_prokaryote_bioemma\models\iEcE24377_1341.xml	1.874	
built	iEcE24377_1341	Escherichia coli O139:H28 str. E24377A	map00680	rn00680	Methane metabolism / C1 metabolism	2763	1972	1341	2763	1972	104	86	3	R08323, R08328, R10397	32	72	30.77	36	50	41.86	239	32	229	0	96	0	outputs\bigg_prokaryote_bioemma\maps\map00680\iEcE24377_1341\iEcE24377_1341_map00680_map.json	outputs\bigg_prokaryote_bioemma\maps\map00680\iEcE24377_1341\iEcE24377_1341_map00680_map.html	outputs\bigg_prokaryote_bioemma\maps\map00680\iEcE24377_1341\summary.json	outputs\bigg_prokaryote_bioemma\models\iEcE24377_1341.xml	3.484	
built	iECED1_1282	Escherichia coli ED1a	map00010	rn00010	Glycolysis / gluconeogenesis	2706	1929	1279	2706	1929	56	31	0		41	15	73.21	21	10	67.74	279	41	294	0	125	0	outputs\bigg_prokaryote_bioemma\maps\map00010\iECED1_1282\iECED1_1282_map00010_map.json	outputs\bigg_prokaryote_bioemma\maps\map00010\iECED1_1282\iECED1_1282_map00010_map.html	outputs\bigg_prokaryote_bioemma\maps\map00010\iECED1_1282\summary.json	outputs\bigg_prokaryote_bioemma\models\iECED1_1282.xml	2.018	
built	iECED1_1282	Escherichia coli ED1a	map00020	rn00020	Citrate cycle (TCA cycle)	2706	1929	1279	2706	1929	29	20	0		23	6	79.31	13	7	65.0	158	23	171	0	69	0	outputs\bigg_prokaryote_bioemma\maps\map00020\iECED1_1282\iECED1_1282_map00020_map.json	outputs\bigg_prokaryote_bioemma\maps\map00020\iECED1_1282\iECED1_1282_map00020_map.html	outputs\bigg_prokaryote_bioemma\maps\map00020\iECED1_1282\summary.json	outputs\bigg_prokaryote_bioemma\models\iECED1_1282.xml	1.468	
built	iECED1_1282	Escherichia coli ED1a	map00030	rn00030	Pentose phosphate pathway	2706	1929	1279	2706	1929	58	37	1	R06837	34	24	58.62	26	11	70.27	205	34	216	0	72	0	outputs\bigg_prokaryote_bioemma\maps\map00030\iECED1_1282\iECED1_1282_map00030_map.json	outputs\bigg_prokaryote_bioemma\maps\map00030\iECED1_1282\iECED1_1282_map00030_map.html	outputs\bigg_prokaryote_bioemma\maps\map00030\iECED1_1282\summary.json	outputs\bigg_prokaryote_bioemma\models\iECED1_1282.xml	1.963	
built	iECED1_1282	Escherichia coli ED1a	map00680	rn00680	Methane metabolism / C1 metabolism	2706	1929	1279	2706	1929	104	86	3	R08323, R08328, R10397	32	72	30.77	36	50	41.86	239	32	229	0	96	0	outputs\bigg_prokaryote_bioemma\maps\map00680\iECED1_1282\iECED1_1282_map00680_map.json	outputs\bigg_prokaryote_bioemma\maps\map00680\iECED1_1282\iECED1_1282_map00680_map.html	outputs\bigg_prokaryote_bioemma\maps\map00680\iECED1_1282\summary.json	outputs\bigg_prokaryote_bioemma\models\iECED1_1282.xml	3.178	
built	iECH74115_1262	Escherichia coli O157:H7 str. EC4115	map00010	rn00010	Glycolysis / gluconeogenesis	2694	1918	1262	2694	1918	56	31	0		41	15	73.21	21	10	67.74	277	41	292	0	123	0	outputs\bigg_prokaryote_bioemma\maps\map00010\iECH74115_1262\iECH74115_1262_map00010_map.json	outputs\bigg_prokaryote_bioemma\maps\map00010\iECH74115_1262\iECH74115_1262_map00010_map.html	outputs\bigg_prokaryote_bioemma\maps\map00010\iECH74115_1262\summary.json	outputs\bigg_prokaryote_bioemma\models\iECH74115_1262.xml	2.003	
built	iECH74115_1262	Escherichia coli O157:H7 str. EC4115	map00020	rn00020	Citrate cycle (TCA cycle)	2694	1918	1262	2694	1918	29	20	0		23	6	79.31	13	7	65.0	158	23	171	0	69	0	outputs\bigg_prokaryote_bioemma\maps\map00020\iECH74115_1262\iECH74115_1262_map00020_map.json	outputs\bigg_prokaryote_bioemma\maps\map00020\iECH74115_1262\iECH74115_1262_map00020_map.html	outputs\bigg_prokaryote_bioemma\maps\map00020\iECH74115_1262\summary.json	outputs\bigg_prokaryote_bioemma\models\iECH74115_1262.xml	1.45	
built	iECH74115_1262	Escherichia coli O157:H7 str. EC4115	map00030	rn00030	Pentose phosphate pathway	2694	1918	1262	2694	1918	58	37	1	R06837	33	25	56.9	26	11	70.27	199	33	209	0	69	0	outputs\bigg_prokaryote_bioemma\maps\map00030\iECH74115_1262\iECH74115_1262_map00030_map.json	outputs\bigg_prokaryote_bioemma\maps\map00030\iECH74115_1262\iECH74115_1262_map00030_map.html	outputs\bigg_prokaryote_bioemma\maps\map00030\iECH74115_1262\summary.json	outputs\bigg_prokaryote_bioemma\models\iECH74115_1262.xml	1.951	
built	iECH74115_1262	Escherichia coli O157:H7 str. EC4115	map00680	rn00680	Methane metabolism / C1 metabolism	2694	1918	1262	2694	1918	104	86	3	R08323, R08328, R10397	31	73	29.81	36	50	41.86	234	31	223	0	94	0	outputs\bigg_prokaryote_bioemma\maps\map00680\iECH74115_1262\iECH74115_1262_map00680_map.json	outputs\bigg_prokaryote_bioemma\maps\map00680\iECH74115_1262\iECH74115_1262_map00680_map.html	outputs\bigg_prokaryote_bioemma\maps\map00680\iECH74115_1262\summary.json	outputs\bigg_prokaryote_bioemma\models\iECH74115_1262.xml	3.179	
built	iEcHS_1320	Escherichia coli HS	map00010	rn00010	Glycolysis / gluconeogenesis	2753	1963	1321	2753	1963	56	31	0		41	15	73.21	22	9	70.97	277	41	292	0	123	0	outputs\bigg_prokaryote_bioemma\maps\map00010\iEcHS_1320\iEcHS_1320_map00010_map.json	outputs\bigg_prokaryote_bioemma\maps\map00010\iEcHS_1320\iEcHS_1320_map00010_map.html	outputs\bigg_prokaryote_bioemma\maps\map00010\iEcHS_1320\summary.json	outputs\bigg_prokaryote_bioemma\models\iEcHS_1320.xml	1.923	
built	iEcHS_1320	Escherichia coli HS	map00020	rn00020	Citrate cycle (TCA cycle)	2753	1963	1321	2753	1963	29	20	0		23	6	79.31	13	7	65.0	158	23	171	0	69	0	outputs\bigg_prokaryote_bioemma\maps\map00020\iEcHS_1320\iEcHS_1320_map00020_map.json	outputs\bigg_prokaryote_bioemma\maps\map00020\iEcHS_1320\iEcHS_1320_map00020_map.html	outputs\bigg_prokaryote_bioemma\maps\map00020\iEcHS_1320\summary.json	outputs\bigg_prokaryote_bioemma\models\iEcHS_1320.xml	1.465	
built	iEcHS_1320	Escherichia coli HS	map00030	rn00030	Pentose phosphate pathway	2753	1963	1321	2753	1963	58	37	1	R06837	34	24	58.62	26	11	70.27	206	34	217	0	73	0	outputs\bigg_prokaryote_bioemma\maps\map00030\iEcHS_1320\iEcHS_1320_map00030_map.json	outputs\bigg_prokaryote_bioemma\maps\map00030\iEcHS_1320\iEcHS_1320_map00030_map.html	outputs\bigg_prokaryote_bioemma\maps\map00030\iEcHS_1320\summary.json	outputs\bigg_prokaryote_bioemma\models\iEcHS_1320.xml	1.972	
