pathway	pathway_rn	pathway_label	model_id	organism	reaction_count	reaction_set	status	map_json
map00020	rn00020	Citrate cycle (TCA cycle)	iEC042_1314	Escherichia coli 042	23	R00014|R00268|R00341|R00342|R00351|R00352|R00361|R00405|R00431|R00621|R00709|R00726|R01082|R01196|R01325|R01899|R01900|R02164|R02569|R02570|R03270|R03316|R07618	ok	outputs\bigg_prokaryote_bioemma\maps\map00020\iEC042_1314\iEC042_1314_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iEC1344_C	Escherichia coli C	22	R00014|R00268|R00341|R00342|R00351|R00352|R00361|R00405|R00431|R00621|R00709|R00726|R01082|R01325|R01899|R01900|R02164|R02569|R02570|R03270|R03316|R07618	ok	outputs\bigg_prokaryote_bioemma\maps\map00020\iEC1344_C\iEC1344_C_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iEC1349_Crooks	Escherichia coli ATCC 8739	22	R00014|R00268|R00341|R00342|R00351|R00352|R00361|R00405|R00431|R00621|R00709|R00726|R01082|R01325|R01899|R01900|R02164|R02569|R02570|R03270|R03316|R07618	ok	outputs\bigg_prokaryote_bioemma\maps\map00020\iEC1349_Crooks\iEC1349_Crooks_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iEC1356_Bl21DE3	Escherichia coli BL21(DE3)	22	R00014|R00268|R00341|R00342|R00351|R00352|R00361|R00405|R00431|R00621|R00709|R00726|R01082|R01325|R01899|R01900|R02164|R02569|R02570|R03270|R03316|R07618	ok	outputs\bigg_prokaryote_bioemma\maps\map00020\iEC1356_Bl21DE3\iEC1356_Bl21DE3_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iEC1364_W	Escherichia coli W	22	R00014|R00268|R00341|R00342|R00351|R00352|R00361|R00405|R00431|R00621|R00709|R00726|R01082|R01325|R01899|R01900|R02164|R02569|R02570|R03270|R03316|R07618	ok	outputs\bigg_prokaryote_bioemma\maps\map00020\iEC1364_W\iEC1364_W_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iEC1368_DH5a	Escherichia coli DH5[alpha]	22	R00014|R00268|R00341|R00342|R00351|R00352|R00361|R00405|R00431|R00621|R00709|R00726|R01082|R01325|R01899|R01900|R02164|R02569|R02570|R03270|R03316|R07618	ok	outputs\bigg_prokaryote_bioemma\maps\map00020\iEC1368_DH5a\iEC1368_DH5a_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iEC1372_W3110	Escherichia coli str. K-12 substr. W3110	22	R00014|R00268|R00341|R00342|R00351|R00352|R00361|R00405|R00431|R00621|R00709|R00726|R01082|R01325|R01899|R01900|R02164|R02569|R02570|R03270|R03316|R07618	ok	outputs\bigg_prokaryote_bioemma\maps\map00020\iEC1372_W3110\iEC1372_W3110_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iEC55989_1330	Escherichia coli 55989	23	R00014|R00268|R00341|R00342|R00351|R00352|R00361|R00405|R00431|R00621|R00709|R00726|R01082|R01196|R01325|R01899|R01900|R02164|R02569|R02570|R03270|R03316|R07618	ok	outputs\bigg_prokaryote_bioemma\maps\map00020\iEC55989_1330\iEC55989_1330_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iECABU_c1320	Escherichia coli ABU 83972	23	R00014|R00268|R00341|R00342|R00351|R00352|R00361|R00405|R00431|R00621|R00709|R00726|R01082|R01196|R01325|R01899|R01900|R02164|R02569|R02570|R03270|R03316|R07618	ok	outputs\bigg_prokaryote_bioemma\maps\map00020\iECABU_c1320\iECABU_c1320_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iECBD_1354	Escherichia coli 'BL21-Gold(DE3)pLysS AG'	23	R00014|R00268|R00341|R00342|R00351|R00352|R00361|R00405|R00431|R00621|R00709|R00726|R01082|R01196|R01325|R01899|R01900|R02164|R02569|R02570|R03270|R03316|R07618	ok	outputs\bigg_prokaryote_bioemma\maps\map00020\iECBD_1354\iECBD_1354_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iECB_1328	Escherichia coli B str. REL606	23	R00014|R00268|R00341|R00342|R00351|R00352|R00361|R00405|R00431|R00621|R00709|R00726|R01082|R01196|R01325|R01899|R01900|R02164|R02569|R02570|R03270|R03316|R07618	ok	outputs\bigg_prokaryote_bioemma\maps\map00020\iECB_1328\iECB_1328_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iECDH10B_1368	Escherichia coli str. K-12 substr. DH10B	23	R00014|R00268|R00341|R00342|R00351|R00352|R00361|R00405|R00431|R00621|R00709|R00726|R01082|R01196|R01325|R01899|R01900|R02164|R02569|R02570|R03270|R03316|R07618	ok	outputs\bigg_prokaryote_bioemma\maps\map00020\iECDH10B_1368\iECDH10B_1368_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iECDH1ME8569_1439	Escherichia coli DH1	23	R00014|R00268|R00341|R00342|R00351|R00352|R00361|R00405|R00431|R00621|R00709|R00726|R01082|R01196|R01325|R01899|R01900|R02164|R02569|R02570|R03270|R03316|R07618	ok	outputs\bigg_prokaryote_bioemma\maps\map00020\iECDH1ME8569_1439\iECDH1ME8569_1439_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iECD_1391	Escherichia coli BL21(DE3)	23	R00014|R00268|R00341|R00342|R00351|R00352|R00361|R00405|R00431|R00621|R00709|R00726|R01082|R01196|R01325|R01899|R01900|R02164|R02569|R02570|R03270|R03316|R07618	ok	outputs\bigg_prokaryote_bioemma\maps\map00020\iECD_1391\iECD_1391_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iECED1_1282	Escherichia coli ED1a	23	R00014|R00268|R00341|R00342|R00351|R00352|R00361|R00405|R00431|R00621|R00709|R00726|R01082|R01196|R01325|R01899|R01900|R02164|R02569|R02570|R03270|R03316|R07618	ok	outputs\bigg_prokaryote_bioemma\maps\map00020\iECED1_1282\iECED1_1282_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iECH74115_1262	Escherichia coli O157:H7 str. EC4115	23	R00014|R00268|R00341|R00342|R00351|R00352|R00361|R00405|R00431|R00621|R00709|R00726|R01082|R01196|R01325|R01899|R01900|R02164|R02569|R02570|R03270|R03316|R07618	ok	outputs\bigg_prokaryote_bioemma\maps\map00020\iECH74115_1262\iECH74115_1262_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iECIAI1_1343	Escherichia coli IAI1	23	R00014|R00268|R00341|R00342|R00351|R00352|R00361|R00405|R00431|R00621|R00709|R00726|R01082|R01196|R01325|R01899|R01900|R02164|R02569|R02570|R03270|R03316|R07618	ok	outputs\bigg_prokaryote_bioemma\maps\map00020\iECIAI1_1343\iECIAI1_1343_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iECIAI39_1322	Escherichia coli IAI39	23	R00014|R00268|R00341|R00342|R00351|R00352|R00361|R00405|R00431|R00621|R00709|R00726|R01082|R01196|R01325|R01899|R01900|R02164|R02569|R02570|R03270|R03316|R07618	ok	outputs\bigg_prokaryote_bioemma\maps\map00020\iECIAI39_1322\iECIAI39_1322_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iECNA114_1301	Escherichia coli NA114	23	R00014|R00268|R00341|R00342|R00351|R00352|R00361|R00405|R00431|R00621|R00709|R00726|R01082|R01196|R01325|R01899|R01900|R02164|R02569|R02570|R03270|R03316|R07618	ok	outputs\bigg_prokaryote_bioemma\maps\map00020\iECNA114_1301\iECNA114_1301_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iECO103_1326	Escherichia coli O103:H2 str. 12009	23	R00014|R00268|R00341|R00342|R00351|R00352|R00361|R00405|R00431|R00621|R00709|R00726|R01082|R01196|R01325|R01899|R01900|R02164|R02569|R02570|R03270|R03316|R07618	ok	outputs\bigg_prokaryote_bioemma\maps\map00020\iECO103_1326\iECO103_1326_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iECO111_1330	Escherichia coli O111:H- str. 11128	23	R00014|R00268|R00341|R00342|R00351|R00352|R00361|R00405|R00431|R00621|R00709|R00726|R01082|R01196|R01325|R01899|R01900|R02164|R02569|R02570|R03270|R03316|R07618	ok	outputs\bigg_prokaryote_bioemma\maps\map00020\iECO111_1330\iECO111_1330_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iECO26_1355	Escherichia coli O26:H11 str. 11368	23	R00014|R00268|R00341|R00342|R00351|R00352|R00361|R00405|R00431|R00621|R00709|R00726|R01082|R01196|R01325|R01899|R01900|R02164|R02569|R02570|R03270|R03316|R07618	ok	outputs\bigg_prokaryote_bioemma\maps\map00020\iECO26_1355\iECO26_1355_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iECOK1_1307	Escherichia coli IHE3034	23	R00014|R00268|R00341|R00342|R00351|R00352|R00361|R00405|R00431|R00621|R00709|R00726|R01082|R01196|R01325|R01899|R01900|R02164|R02569|R02570|R03270|R03316|R07618	ok	outputs\bigg_prokaryote_bioemma\maps\map00020\iECOK1_1307\iECOK1_1307_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iECP_1309	Escherichia coli 536	23	R00014|R00268|R00341|R00342|R00351|R00352|R00361|R00405|R00431|R00621|R00709|R00726|R01082|R01196|R01325|R01899|R01900|R02164|R02569|R02570|R03270|R03316|R07618	ok	outputs\bigg_prokaryote_bioemma\maps\map00020\iECP_1309\iECP_1309_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iECS88_1305	Escherichia coli S88	23	R00014|R00268|R00341|R00342|R00351|R00352|R00361|R00405|R00431|R00621|R00709|R00726|R01082|R01196|R01325|R01899|R01900|R02164|R02569|R02570|R03270|R03316|R07618	ok	outputs\bigg_prokaryote_bioemma\maps\map00020\iECS88_1305\iECS88_1305_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iECSE_1348	Escherichia coli SE11	23	R00014|R00268|R00341|R00342|R00351|R00352|R00361|R00405|R00431|R00621|R00709|R00726|R01082|R01196|R01325|R01899|R01900|R02164|R02569|R02570|R03270|R03316|R07618	ok	outputs\bigg_prokaryote_bioemma\maps\map00020\iECSE_1348\iECSE_1348_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iECSF_1327	Escherichia coli SE15	23	R00014|R00268|R00341|R00342|R00351|R00352|R00361|R00405|R00431|R00621|R00709|R00726|R01082|R01196|R01325|R01899|R01900|R02164|R02569|R02570|R03270|R03316|R07618	ok	outputs\bigg_prokaryote_bioemma\maps\map00020\iECSF_1327\iECSF_1327_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iECSP_1301	Escherichia coli O157:H7 str. TW14359	23	R00014|R00268|R00341|R00342|R00351|R00352|R00361|R00405|R00431|R00621|R00709|R00726|R01082|R01196|R01325|R01899|R01900|R02164|R02569|R02570|R03270|R03316|R07618	ok	outputs\bigg_prokaryote_bioemma\maps\map00020\iECSP_1301\iECSP_1301_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iECUMN_1333	Escherichia coli UMN026	23	R00014|R00268|R00341|R00342|R00351|R00352|R00361|R00405|R00431|R00621|R00709|R00726|R01082|R01196|R01325|R01899|R01900|R02164|R02569|R02570|R03270|R03316|R07618	ok	outputs\bigg_prokaryote_bioemma\maps\map00020\iECUMN_1333\iECUMN_1333_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iECW_1372	Escherichia coli W	23	R00014|R00268|R00341|R00342|R00351|R00352|R00361|R00405|R00431|R00621|R00709|R00726|R01082|R01196|R01325|R01899|R01900|R02164|R02569|R02570|R03270|R03316|R07618	ok	outputs\bigg_prokaryote_bioemma\maps\map00020\iECW_1372\iECW_1372_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iECs_1301	Escherichia coli O157:H7 str. Sakai	23	R00014|R00268|R00341|R00342|R00351|R00352|R00361|R00405|R00431|R00621|R00709|R00726|R01082|R01196|R01325|R01899|R01900|R02164|R02569|R02570|R03270|R03316|R07618	ok	outputs\bigg_prokaryote_bioemma\maps\map00020\iECs_1301\iECs_1301_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iEK1008	Mycobacterium tuberculosis H37Rv	22	R00014|R00268|R00342|R00344|R00351|R00352|R00405|R00431|R00621|R00709|R00726|R01082|R01197|R01325|R01899|R01900|R02164|R02569|R02570|R03270|R03316|R07618	ok	outputs\bigg_prokaryote_bioemma\maps\map00020\iEK1008\iEK1008_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iEKO11_1354	Escherichia coli KO11FL	23	R00014|R00268|R00341|R00342|R00351|R00352|R00361|R00405|R00431|R00621|R00709|R00726|R01082|R01196|R01325|R01899|R01900|R02164|R02569|R02570|R03270|R03316|R07618	ok	outputs\bigg_prokaryote_bioemma\maps\map00020\iEKO11_1354\iEKO11_1354_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iETEC_1333	Escherichia coli ETEC H10407	23	R00014|R00268|R00341|R00342|R00351|R00352|R00361|R00405|R00431|R00621|R00709|R00726|R01082|R01196|R01325|R01899|R01900|R02164|R02569|R02570|R03270|R03316|R07618	ok	outputs\bigg_prokaryote_bioemma\maps\map00020\iETEC_1333\iETEC_1333_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iEcDH1_1363	Escherichia coli DH1	23	R00014|R00268|R00341|R00342|R00351|R00352|R00361|R00405|R00431|R00621|R00709|R00726|R01082|R01196|R01325|R01899|R01900|R02164|R02569|R02570|R03270|R03316|R07618	ok	outputs\bigg_prokaryote_bioemma\maps\map00020\iEcDH1_1363\iEcDH1_1363_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iEcE24377_1341	Escherichia coli O139:H28 str. E24377A	23	R00014|R00268|R00341|R00342|R00351|R00352|R00361|R00405|R00431|R00621|R00709|R00726|R01082|R01196|R01325|R01899|R01900|R02164|R02569|R02570|R03270|R03316|R07618	ok	outputs\bigg_prokaryote_bioemma\maps\map00020\iEcE24377_1341\iEcE24377_1341_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iEcHS_1320	Escherichia coli HS	23	R00014|R00268|R00341|R00342|R00351|R00352|R00361|R00405|R00431|R00621|R00709|R00726|R01082|R01196|R01325|R01899|R01900|R02164|R02569|R02570|R03270|R03316|R07618	ok	outputs\bigg_prokaryote_bioemma\maps\map00020\iEcHS_1320\iEcHS_1320_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iEcSMS35_1347	Escherichia coli SMS-3-5	23	R00014|R00268|R00341|R00342|R00351|R00352|R00361|R00405|R00431|R00621|R00709|R00726|R01082|R01196|R01325|R01899|R01900|R02164|R02569|R02570|R03270|R03316|R07618	ok	outputs\bigg_prokaryote_bioemma\maps\map00020\iEcSMS35_1347\iEcSMS35_1347_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iEcolC_1368	Escherichia coli ATCC 8739	23	R00014|R00268|R00341|R00342|R00351|R00352|R00361|R00405|R00431|R00621|R00709|R00726|R01082|R01196|R01325|R01899|R01900|R02164|R02569|R02570|R03270|R03316|R07618	ok	outputs\bigg_prokaryote_bioemma\maps\map00020\iEcolC_1368\iEcolC_1368_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iG2583_1286	Escherichia coli O55:H7 str. CB9615	23	R00014|R00268|R00341|R00342|R00351|R00352|R00361|R00405|R00431|R00621|R00709|R00726|R01082|R01196|R01325|R01899|R01900|R02164|R02569|R02570|R03270|R03316|R07618	ok	outputs\bigg_prokaryote_bioemma\maps\map00020\iG2583_1286\iG2583_1286_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iHN637	Clostridium ljungdahlii DSM 13528	13	R00014|R00341|R00342|R00344|R00351|R00352|R00431|R00709|R00726|R01082|R01325|R01900|R07618	ok	outputs\bigg_prokaryote_bioemma\maps\map00020\iHN637\iHN637_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iIT341	Helicobacter pylori 26695	9	R00014|R00268|R00351|R00709|R01082|R01197|R01325|R01899|R01900	ok	outputs\bigg_prokaryote_bioemma\maps\map00020\iIT341\iIT341_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iJB785	Synechococcus elongatus PCC 7942	12	R00014|R00268|R00351|R00709|R01082|R01196|R01325|R01899|R01900|R02569|R03270|R07618	ok	outputs\bigg_prokaryote_bioemma\maps\map00020\iJB785\iJB785_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iJN1463	Pseudomonas putida KT2440	22	R00014|R00268|R00341|R00342|R00344|R00351|R00361|R00405|R00431|R00621|R00709|R00726|R01082|R01325|R01899|R01900|R02164|R02569|R02570|R03270|R03316|R07618	ok	outputs\bigg_prokaryote_bioemma\maps\map00020\iJN1463\iJN1463_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iJN678	Synechocystis sp. PCC 6803	16	R00014|R00268|R00342|R00351|R00405|R00709|R01082|R01196|R01197|R01325|R01899|R01900|R02164|R02569|R03270|R07618	ok	outputs\bigg_prokaryote_bioemma\maps\map00020\iJN678\iJN678_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iJN746	Pseudomonas putida KT2440	19	R00014|R00268|R00342|R00344|R00351|R00361|R00405|R00621|R00709|R01082|R01325|R01899|R01900|R02164|R02569|R02570|R03270|R03316|R07618	ok	outputs\bigg_prokaryote_bioemma\maps\map00020\iJN746\iJN746_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iJO1366	Escherichia coli str. K-12 substr. MG1655	22	R00014|R00268|R00341|R00342|R00351|R00352|R00361|R00405|R00431|R00621|R00709|R00726|R01082|R01325|R01899|R01900|R02164|R02569|R02570|R03270|R03316|R07618	ok	outputs\bigg_prokaryote_bioemma\maps\map00020\iJO1366\iJO1366_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iJR904	Escherichia coli str. K-12 substr. MG1655	22	R00014|R00268|R00341|R00342|R00351|R00352|R00361|R00405|R00431|R00621|R00709|R00726|R01082|R01325|R01899|R01900|R02164|R02569|R02570|R03270|R03316|R07618	ok	outputs\bigg_prokaryote_bioemma\maps\map00020\iJR904\iJR904_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iLF82_1304	Escherichia coli LF82	23	R00014|R00268|R00341|R00342|R00351|R00352|R00361|R00405|R00431|R00621|R00709|R00726|R01082|R01196|R01325|R01899|R01900|R02164|R02569|R02570|R03270|R03316|R07618	ok	outputs\bigg_prokaryote_bioemma\maps\map00020\iLF82_1304\iLF82_1304_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iLJ478	Thermotoga maritima MSB8	13	R00014|R00268|R00342|R00344|R00351|R00405|R00709|R01082|R01325|R01899|R01900|R02164|R07618	ok	outputs\bigg_prokaryote_bioemma\maps\map00020\iLJ478\iLJ478_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iML1515	Escherichia coli str. K-12 substr. MG1655	22	R00014|R00268|R00341|R00342|R00351|R00352|R00361|R00405|R00431|R00621|R00709|R00726|R01082|R01325|R01899|R01900|R02164|R02569|R02570|R03270|R03316|R07618	ok	outputs\bigg_prokaryote_bioemma\maps\map00020\iML1515\iML1515_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iNF517	Lactococcus lactis subsp. cremoris MG1363	13	R00014|R00268|R00342|R00344|R00351|R00709|R01325|R01899|R01900|R02164|R02569|R03270|R07618	ok	outputs\bigg_prokaryote_bioemma\maps\map00020\iNF517\iNF517_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iNJ661	Mycobacterium tuberculosis H37Rv	20	R00014|R00268|R00341|R00342|R00344|R00351|R00352|R00405|R00431|R00709|R00726|R01082|R01325|R01899|R01900|R02164|R02569|R02570|R03270|R07618	ok	outputs\bigg_prokaryote_bioemma\maps\map00020\iNJ661\iNJ661_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iNRG857_1313	Escherichia coli O83:H1 str. NRG 857C	23	R00014|R00268|R00341|R00342|R00351|R00352|R00361|R00405|R00431|R00621|R00709|R00726|R01082|R01196|R01325|R01899|R01900|R02164|R02569|R02570|R03270|R03316|R07618	ok	outputs\bigg_prokaryote_bioemma\maps\map00020\iNRG857_1313\iNRG857_1313_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iPC815	Yersinia pestis CO92	20	R00014|R00268|R00341|R00342|R00351|R00405|R00431|R00621|R00709|R00726|R01082|R01325|R01899|R01900|R02164|R02569|R02570|R03270|R03316|R07618	ok	outputs\bigg_prokaryote_bioemma\maps\map00020\iPC815\iPC815_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iSB619	Staphylococcus aureus subsp. aureus N315	23	R00014|R00268|R00341|R00342|R00344|R00351|R00361|R00405|R00431|R00621|R00709|R00726|R01082|R01197|R01325|R01899|R01900|R02164|R02569|R02570|R03270|R03316|R07618	ok	outputs\bigg_prokaryote_bioemma\maps\map00020\iSB619\iSB619_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iSBO_1134	Shigella boydii Sb227	23	R00014|R00268|R00341|R00342|R00351|R00352|R00361|R00405|R00431|R00621|R00709|R00726|R01082|R01196|R01325|R01899|R01900|R02164|R02569|R02570|R03270|R03316|R07618	ok	outputs\bigg_prokaryote_bioemma\maps\map00020\iSBO_1134\iSBO_1134_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iSDY_1059	Shigella dysenteriae Sd197	22	R00014|R00268|R00341|R00342|R00351|R00361|R00405|R00431|R00621|R00709|R00726|R01082|R01196|R01325|R01899|R01900|R02164|R02569|R02570|R03270|R03316|R07618	ok	outputs\bigg_prokaryote_bioemma\maps\map00020\iSDY_1059\iSDY_1059_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iSFV_1184	Shigella flexneri 5 str. 8401	23	R00014|R00268|R00341|R00342|R00351|R00352|R00361|R00405|R00431|R00621|R00709|R00726|R01082|R01196|R01325|R01899|R01900|R02164|R02569|R02570|R03270|R03316|R07618	ok	outputs\bigg_prokaryote_bioemma\maps\map00020\iSFV_1184\iSFV_1184_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iSF_1195	Shigella flexneri 2a str. 301	23	R00014|R00268|R00341|R00342|R00351|R00352|R00361|R00405|R00431|R00621|R00709|R00726|R01082|R01196|R01325|R01899|R01900|R02164|R02569|R02570|R03270|R03316|R07618	ok	outputs\bigg_prokaryote_bioemma\maps\map00020\iSF_1195\iSF_1195_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iSFxv_1172	Shigella flexneri 2002017	23	R00014|R00268|R00341|R00342|R00351|R00352|R00361|R00405|R00431|R00621|R00709|R00726|R01082|R01196|R01325|R01899|R01900|R02164|R02569|R02570|R03270|R03316|R07618	ok	outputs\bigg_prokaryote_bioemma\maps\map00020\iSFxv_1172\iSFxv_1172_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iSSON_1240	Shigella sonnei Ss046	23	R00014|R00268|R00341|R00342|R00351|R00352|R00361|R00405|R00431|R00621|R00709|R00726|R01082|R01196|R01325|R01899|R01900|R02164|R02569|R02570|R03270|R03316|R07618	ok	outputs\bigg_prokaryote_bioemma\maps\map00020\iSSON_1240\iSSON_1240_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iS_1188	Shigella flexneri 2a str. 2457T	23	R00014|R00268|R00341|R00342|R00351|R00352|R00361|R00405|R00431|R00621|R00709|R00726|R01082|R01196|R01325|R01899|R01900|R02164|R02569|R02570|R03270|R03316|R07618	ok	outputs\bigg_prokaryote_bioemma\maps\map00020\iS_1188\iS_1188_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iSbBS512_1146	Shigella boydii CDC 3083-94	23	R00014|R00268|R00341|R00342|R00351|R00352|R00361|R00405|R00431|R00621|R00709|R00726|R01082|R01196|R01325|R01899|R01900|R02164|R02569|R02570|R03270|R03316|R07618	ok	outputs\bigg_prokaryote_bioemma\maps\map00020\iSbBS512_1146\iSbBS512_1146_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iSynCJ816	Synechocystis sp. PCC 6803	16	R00014|R00268|R00342|R00351|R00405|R00709|R01082|R01196|R01197|R01325|R01899|R01900|R02164|R02569|R03270|R07618	ok	outputs\bigg_prokaryote_bioemma\maps\map00020\iSynCJ816\iSynCJ816_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iUMN146_1321	Escherichia coli UM146	23	R00014|R00268|R00341|R00342|R00351|R00352|R00361|R00405|R00431|R00621|R00709|R00726|R01082|R01196|R01325|R01899|R01900|R02164|R02569|R02570|R03270|R03316|R07618	ok	outputs\bigg_prokaryote_bioemma\maps\map00020\iUMN146_1321\iUMN146_1321_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iUMNK88_1353	Escherichia coli UMNK88	23	R00014|R00268|R00341|R00342|R00351|R00352|R00361|R00405|R00431|R00621|R00709|R00726|R01082|R01196|R01325|R01899|R01900|R02164|R02569|R02570|R03270|R03316|R07618	ok	outputs\bigg_prokaryote_bioemma\maps\map00020\iUMNK88_1353\iUMNK88_1353_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iUTI89_1310	Escherichia coli UTI89	23	R00014|R00268|R00341|R00342|R00351|R00352|R00361|R00405|R00431|R00621|R00709|R00726|R01082|R01196|R01325|R01899|R01900|R02164|R02569|R02570|R03270|R03316|R07618	ok	outputs\bigg_prokaryote_bioemma\maps\map00020\iUTI89_1310\iUTI89_1310_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iWFL_1372	Escherichia coli W	23	R00014|R00268|R00341|R00342|R00351|R00352|R00361|R00405|R00431|R00621|R00709|R00726|R01082|R01196|R01325|R01899|R01900|R02164|R02569|R02570|R03270|R03316|R07618	ok	outputs\bigg_prokaryote_bioemma\maps\map00020\iWFL_1372\iWFL_1372_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iY75_1357	Escherichia coli str. K-12 substr. W3110	23	R00014|R00268|R00341|R00342|R00351|R00352|R00361|R00405|R00431|R00621|R00709|R00726|R01082|R01196|R01325|R01899|R01900|R02164|R02569|R02570|R03270|R03316|R07618	ok	outputs\bigg_prokaryote_bioemma\maps\map00020\iY75_1357\iY75_1357_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iYL1228	Klebsiella pneumoniae subsp. pneumoniae MGH 78578	22	R00014|R00268|R00341|R00342|R00351|R00352|R00361|R00405|R00431|R00621|R00709|R00726|R01082|R01325|R01899|R01900|R02164|R02569|R02570|R03270|R03316|R07618	ok	outputs\bigg_prokaryote_bioemma\maps\map00020\iYL1228\iYL1228_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iYO844	Bacillus subtilis subsp. subtilis str. 168	21	R00014|R00268|R00341|R00342|R00344|R00351|R00405|R00431|R00621|R00709|R00726|R01082|R01325|R01899|R01900|R02164|R02569|R02570|R03270|R03316|R07618	ok	outputs\bigg_prokaryote_bioemma\maps\map00020\iYO844\iYO844_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iYS1720	Salmonella pan-reactome	22	R00014|R00268|R00341|R00342|R00351|R00352|R00405|R00431|R00621|R00709|R00726|R01082|R01196|R01325|R01899|R01900|R02164|R02569|R02570|R03270|R03316|R07618	ok	outputs\bigg_prokaryote_bioemma\maps\map00020\iYS1720\iYS1720_map00020_map.json
