pathway	pathway_rn	pathway_label	model_id	organism	status	model_reactions	model_metabolites	kegg_reactions	kgml_reactions_omitted	matched_reactions	unmatched_reactions	reaction_retention_percent	matched_metabolites	unmatched_metabolites	metabolite_retention_percent	map_json	summary_json
map00010	rn00010	Glycolysis / gluconeogenesis	iAF1260	Escherichia coli str. K-12 substr. MG1655	built	2382	1668	56		40	16	71.43	19	12	61.29	results\prokaryote_maps\maps\map00010\iAF1260\iAF1260_map00010_map.json	results\prokaryote_maps\maps\map00010\iAF1260\summary.json
map00020	rn00020	Citrate cycle (TCA cycle)	iAF1260	Escherichia coli str. K-12 substr. MG1655	built	2382	1668	29		22	7	75.86	13	7	65.0	results\prokaryote_maps\maps\map00020\iAF1260\iAF1260_map00020_map.json	results\prokaryote_maps\maps\map00020\iAF1260\summary.json
map00030	rn00030	Pentose phosphate pathway	iAF1260	Escherichia coli str. K-12 substr. MG1655	built	2382	1668	58	R06837	34	24	58.62	26	11	70.27	results\prokaryote_maps\maps\map00030\iAF1260\iAF1260_map00030_map.json	results\prokaryote_maps\maps\map00030\iAF1260\summary.json
map00680	rn00680	Methane metabolism / C1 metabolism	iAF1260	Escherichia coli str. K-12 substr. MG1655	built	2382	1668	104	R08323, R08328, R10397	31	73	29.81	35	51	40.7	results\prokaryote_maps\maps\map00680\iAF1260\iAF1260_map00680_map.json	results\prokaryote_maps\maps\map00680\iAF1260\summary.json
map00010	rn00010	Glycolysis / gluconeogenesis	iAF1260b	Escherichia coli str. K-12 substr. MG1655	built	2388	1668	56		40	16	71.43	19	12	61.29	results\prokaryote_maps\maps\map00010\iAF1260b\iAF1260b_map00010_map.json	results\prokaryote_maps\maps\map00010\iAF1260b\summary.json
map00020	rn00020	Citrate cycle (TCA cycle)	iAF1260b	Escherichia coli str. K-12 substr. MG1655	built	2388	1668	29		22	7	75.86	13	7	65.0	results\prokaryote_maps\maps\map00020\iAF1260b\iAF1260b_map00020_map.json	results\prokaryote_maps\maps\map00020\iAF1260b\summary.json
map00030	rn00030	Pentose phosphate pathway	iAF1260b	Escherichia coli str. K-12 substr. MG1655	built	2388	1668	58	R06837	34	24	58.62	26	11	70.27	results\prokaryote_maps\maps\map00030\iAF1260b\iAF1260b_map00030_map.json	results\prokaryote_maps\maps\map00030\iAF1260b\summary.json
map00680	rn00680	Methane metabolism / C1 metabolism	iAF1260b	Escherichia coli str. K-12 substr. MG1655	built	2388	1668	104	R08323, R08328, R10397	31	73	29.81	35	51	40.7	results\prokaryote_maps\maps\map00680\iAF1260b\iAF1260b_map00680_map.json	results\prokaryote_maps\maps\map00680\iAF1260b\summary.json
map00010	rn00010	Glycolysis / gluconeogenesis	iAF692	Methanosarcina barkeri str. Fusaro	built	690	628	56		33	23	58.93	19	12	61.29	results\prokaryote_maps\maps\map00010\iAF692\iAF692_map00010_map.json	results\prokaryote_maps\maps\map00010\iAF692\summary.json
map00020	rn00020	Citrate cycle (TCA cycle)	iAF692	Methanosarcina barkeri str. Fusaro	built	690	628	29		10	19	34.48	12	8	60.0	results\prokaryote_maps\maps\map00020\iAF692\iAF692_map00020_map.json	results\prokaryote_maps\maps\map00020\iAF692\summary.json
map00030	rn00030	Pentose phosphate pathway	iAF692	Methanosarcina barkeri str. Fusaro	built	690	628	58	R06837	17	41	29.31	21	16	56.76	results\prokaryote_maps\maps\map00030\iAF692\iAF692_map00030_map.json	results\prokaryote_maps\maps\map00030\iAF692\summary.json
map00680	rn00680	Methane metabolism / C1 metabolism	iAF692	Methanosarcina barkeri str. Fusaro	built	690	628	104	R08323, R08328, R10397	43	61	41.35	57	29	66.28	results\prokaryote_maps\maps\map00680\iAF692\iAF692_map00680_map.json	results\prokaryote_maps\maps\map00680\iAF692\summary.json
map00010	rn00010	Glycolysis / gluconeogenesis	iAF987	Geobacter metallireducens GS-15	built	1285	1109	56		33	23	58.93	18	13	58.06	results\prokaryote_maps\maps\map00010\iAF987\iAF987_map00010_map.json	results\prokaryote_maps\maps\map00010\iAF987\summary.json
map00020	rn00020	Citrate cycle (TCA cycle)	iAF987	Geobacter metallireducens GS-15	built	1285	1109	29		22	7	75.86	13	7	65.0	results\prokaryote_maps\maps\map00020\iAF987\iAF987_map00020_map.json	results\prokaryote_maps\maps\map00020\iAF987\summary.json
map00030	rn00030	Pentose phosphate pathway	iAF987	Geobacter metallireducens GS-15	built	1285	1109	58	R06837	23	35	39.66	18	19	48.65	results\prokaryote_maps\maps\map00030\iAF987\iAF987_map00030_map.json	results\prokaryote_maps\maps\map00030\iAF987\summary.json
map00680	rn00680	Methane metabolism / C1 metabolism	iAF987	Geobacter metallireducens GS-15	built	1285	1109	104	R08323, R08328, R10397	28	76	26.92	29	57	33.72	results\prokaryote_maps\maps\map00680\iAF987\iAF987_map00680_map.json	results\prokaryote_maps\maps\map00680\iAF987\summary.json
map00010	rn00010	Glycolysis / gluconeogenesis	iAPECO1_1312	Escherichia coli APEC O1	built	2735	1942	56		41	15	73.21	22	9	70.97	results\prokaryote_maps\maps\map00010\iAPECO1_1312\iAPECO1_1312_map00010_map.json	results\prokaryote_maps\maps\map00010\iAPECO1_1312\summary.json
map00020	rn00020	Citrate cycle (TCA cycle)	iAPECO1_1312	Escherichia coli APEC O1	built	2735	1942	29		23	6	79.31	13	7	65.0	results\prokaryote_maps\maps\map00020\iAPECO1_1312\iAPECO1_1312_map00020_map.json	results\prokaryote_maps\maps\map00020\iAPECO1_1312\summary.json
map00030	rn00030	Pentose phosphate pathway	iAPECO1_1312	Escherichia coli APEC O1	built	2735	1942	58	R06837	34	24	58.62	26	11	70.27	results\prokaryote_maps\maps\map00030\iAPECO1_1312\iAPECO1_1312_map00030_map.json	results\prokaryote_maps\maps\map00030\iAPECO1_1312\summary.json
map00680	rn00680	Methane metabolism / C1 metabolism	iAPECO1_1312	Escherichia coli APEC O1	built	2735	1942	104	R08323, R08328, R10397	32	72	30.77	36	50	41.86	results\prokaryote_maps\maps\map00680\iAPECO1_1312\iAPECO1_1312_map00680_map.json	results\prokaryote_maps\maps\map00680\iAPECO1_1312\summary.json
map00010	rn00010	Glycolysis / gluconeogenesis	iB21_1397	Escherichia coli BL21(DE3)	built	2741	1943	56		41	15	73.21	21	10	67.74	results\prokaryote_maps\maps\map00010\iB21_1397\iB21_1397_map00010_map.json	results\prokaryote_maps\maps\map00010\iB21_1397\summary.json
map00020	rn00020	Citrate cycle (TCA cycle)	iB21_1397	Escherichia coli BL21(DE3)	built	2741	1943	29		23	6	79.31	13	7	65.0	results\prokaryote_maps\maps\map00020\iB21_1397\iB21_1397_map00020_map.json	results\prokaryote_maps\maps\map00020\iB21_1397\summary.json
map00030	rn00030	Pentose phosphate pathway	iB21_1397	Escherichia coli BL21(DE3)	built	2741	1943	58	R06837	33	25	56.9	26	11	70.27	results\prokaryote_maps\maps\map00030\iB21_1397\iB21_1397_map00030_map.json	results\prokaryote_maps\maps\map00030\iB21_1397\summary.json
map00680	rn00680	Methane metabolism / C1 metabolism	iB21_1397	Escherichia coli BL21(DE3)	built	2741	1943	104	R08323, R08328, R10397	32	72	30.77	36	50	41.86	results\prokaryote_maps\maps\map00680\iB21_1397\iB21_1397_map00680_map.json	results\prokaryote_maps\maps\map00680\iB21_1397\summary.json
map00010	rn00010	Glycolysis / gluconeogenesis	iBWG_1329	Escherichia coli BW2952	built	2741	1949	56		41	15	73.21	21	10	67.74	results\prokaryote_maps\maps\map00010\iBWG_1329\iBWG_1329_map00010_map.json	results\prokaryote_maps\maps\map00010\iBWG_1329\summary.json
map00020	rn00020	Citrate cycle (TCA cycle)	iBWG_1329	Escherichia coli BW2952	built	2741	1949	29		23	6	79.31	13	7	65.0	results\prokaryote_maps\maps\map00020\iBWG_1329\iBWG_1329_map00020_map.json	results\prokaryote_maps\maps\map00020\iBWG_1329\summary.json
map00030	rn00030	Pentose phosphate pathway	iBWG_1329	Escherichia coli BW2952	built	2741	1949	58	R06837	34	24	58.62	26	11	70.27	results\prokaryote_maps\maps\map00030\iBWG_1329\iBWG_1329_map00030_map.json	results\prokaryote_maps\maps\map00030\iBWG_1329\summary.json
map00680	rn00680	Methane metabolism / C1 metabolism	iBWG_1329	Escherichia coli BW2952	built	2741	1949	104	R08323, R08328, R10397	32	72	30.77	36	50	41.86	results\prokaryote_maps\maps\map00680\iBWG_1329\iBWG_1329_map00680_map.json	results\prokaryote_maps\maps\map00680\iBWG_1329\summary.json
map00010	rn00010	Glycolysis / gluconeogenesis	ic_1306	Escherichia coli CFT073	built	2726	1936	56		41	15	73.21	22	9	70.97	results\prokaryote_maps\maps\map00010\ic_1306\ic_1306_map00010_map.json	results\prokaryote_maps\maps\map00010\ic_1306\summary.json
map00020	rn00020	Citrate cycle (TCA cycle)	ic_1306	Escherichia coli CFT073	built	2726	1936	29		23	6	79.31	13	7	65.0	results\prokaryote_maps\maps\map00020\ic_1306\ic_1306_map00020_map.json	results\prokaryote_maps\maps\map00020\ic_1306\summary.json
map00030	rn00030	Pentose phosphate pathway	ic_1306	Escherichia coli CFT073	built	2726	1936	58	R06837	34	24	58.62	26	11	70.27	results\prokaryote_maps\maps\map00030\ic_1306\ic_1306_map00030_map.json	results\prokaryote_maps\maps\map00030\ic_1306\summary.json
map00680	rn00680	Methane metabolism / C1 metabolism	ic_1306	Escherichia coli CFT073	built	2726	1936	104	R08323, R08328, R10397	32	72	30.77	36	50	41.86	results\prokaryote_maps\maps\map00680\ic_1306\ic_1306_map00680_map.json	results\prokaryote_maps\maps\map00680\ic_1306\summary.json
map00010	rn00010	Glycolysis / gluconeogenesis	iCN718	Acinetobacter baumannii AYE	built	1015	888	56		28	28	50.0	21	10	67.74	results\prokaryote_maps\maps\map00010\iCN718\iCN718_map00010_map.json	results\prokaryote_maps\maps\map00010\iCN718\summary.json
map00020	rn00020	Citrate cycle (TCA cycle)	iCN718	Acinetobacter baumannii AYE	built	1015	888	29		21	8	72.41	13	7	65.0	results\prokaryote_maps\maps\map00020\iCN718\iCN718_map00020_map.json	results\prokaryote_maps\maps\map00020\iCN718\summary.json
map00030	rn00030	Pentose phosphate pathway	iCN718	Acinetobacter baumannii AYE	built	1015	888	58	R06837	20	38	34.48	24	13	64.86	results\prokaryote_maps\maps\map00030\iCN718\iCN718_map00030_map.json	results\prokaryote_maps\maps\map00030\iCN718\summary.json
map00680	rn00680	Methane metabolism / C1 metabolism	iCN718	Acinetobacter baumannii AYE	built	1015	888	104	R08323, R08328, R10397	31	73	29.81	30	56	34.88	results\prokaryote_maps\maps\map00680\iCN718\iCN718_map00680_map.json	results\prokaryote_maps\maps\map00680\iCN718\summary.json
map00010	rn00010	Glycolysis / gluconeogenesis	iCN900	Clostridioides difficile 630	built	1229	885	56		42	14	75.0	24	7	77.42	results\prokaryote_maps\maps\map00010\iCN900\iCN900_map00010_map.json	results\prokaryote_maps\maps\map00010\iCN900\summary.json
map00020	rn00020	Citrate cycle (TCA cycle)	iCN900	Clostridioides difficile 630	built	1229	885	29		23	6	79.31	13	7	65.0	results\prokaryote_maps\maps\map00020\iCN900\iCN900_map00020_map.json	results\prokaryote_maps\maps\map00020\iCN900\summary.json
map00030	rn00030	Pentose phosphate pathway	iCN900	Clostridioides difficile 630	built	1229	885	58	R06837	32	26	55.17	26	11	70.27	results\prokaryote_maps\maps\map00030\iCN900\iCN900_map00030_map.json	results\prokaryote_maps\maps\map00030\iCN900\summary.json
map00680	rn00680	Methane metabolism / C1 metabolism	iCN900	Clostridioides difficile 630	built	1229	885	104	R08323, R08328, R10397	33	71	31.73	32	54	37.21	results\prokaryote_maps\maps\map00680\iCN900\iCN900_map00680_map.json	results\prokaryote_maps\maps\map00680\iCN900\summary.json
map00010	rn00010	Glycolysis / gluconeogenesis	iE2348C_1286	Escherichia coli O127:H6 str. E2348/69	built	2703	1919	56		41	15	73.21	21	10	67.74	results\prokaryote_maps\maps\map00010\iE2348C_1286\iE2348C_1286_map00010_map.json	results\prokaryote_maps\maps\map00010\iE2348C_1286\summary.json
map00020	rn00020	Citrate cycle (TCA cycle)	iE2348C_1286	Escherichia coli O127:H6 str. E2348/69	built	2703	1919	29		23	6	79.31	13	7	65.0	results\prokaryote_maps\maps\map00020\iE2348C_1286\iE2348C_1286_map00020_map.json	results\prokaryote_maps\maps\map00020\iE2348C_1286\summary.json
map00030	rn00030	Pentose phosphate pathway	iE2348C_1286	Escherichia coli O127:H6 str. E2348/69	built	2703	1919	58	R06837	33	25	56.9	26	11	70.27	results\prokaryote_maps\maps\map00030\iE2348C_1286\iE2348C_1286_map00030_map.json	results\prokaryote_maps\maps\map00030\iE2348C_1286\summary.json
map00680	rn00680	Methane metabolism / C1 metabolism	iE2348C_1286	Escherichia coli O127:H6 str. E2348/69	built	2703	1919	104	R08323, R08328, R10397	32	72	30.77	36	50	41.86	results\prokaryote_maps\maps\map00680\iE2348C_1286\iE2348C_1286_map00680_map.json	results\prokaryote_maps\maps\map00680\iE2348C_1286\summary.json
map00010	rn00010	Glycolysis / gluconeogenesis	iEC042_1314	Escherichia coli 042	built	2714	1926	56		41	15	73.21	21	10	67.74	results\prokaryote_maps\maps\map00010\iEC042_1314\iEC042_1314_map00010_map.json	results\prokaryote_maps\maps\map00010\iEC042_1314\summary.json
map00020	rn00020	Citrate cycle (TCA cycle)	iEC042_1314	Escherichia coli 042	built	2714	1926	29		23	6	79.31	13	7	65.0	results\prokaryote_maps\maps\map00020\iEC042_1314\iEC042_1314_map00020_map.json	results\prokaryote_maps\maps\map00020\iEC042_1314\summary.json
map00030	rn00030	Pentose phosphate pathway	iEC042_1314	Escherichia coli 042	built	2714	1926	58	R06837	34	24	58.62	26	11	70.27	results\prokaryote_maps\maps\map00030\iEC042_1314\iEC042_1314_map00030_map.json	results\prokaryote_maps\maps\map00030\iEC042_1314\summary.json
map00680	rn00680	Methane metabolism / C1 metabolism	iEC042_1314	Escherichia coli 042	built	2714	1926	104	R08323, R08328, R10397	32	72	30.77	36	50	41.86	results\prokaryote_maps\maps\map00680\iEC042_1314\iEC042_1314_map00680_map.json	results\prokaryote_maps\maps\map00680\iEC042_1314\summary.json
map00010	rn00010	Glycolysis / gluconeogenesis	iEC1344_C	Escherichia coli C	built	2726	1934	56		41	15	73.21	21	10	67.74	results\prokaryote_maps\maps\map00010\iEC1344_C\iEC1344_C_map00010_map.json	results\prokaryote_maps\maps\map00010\iEC1344_C\summary.json
map00020	rn00020	Citrate cycle (TCA cycle)	iEC1344_C	Escherichia coli C	built	2726	1934	29		22	7	75.86	13	7	65.0	results\prokaryote_maps\maps\map00020\iEC1344_C\iEC1344_C_map00020_map.json	results\prokaryote_maps\maps\map00020\iEC1344_C\summary.json
map00030	rn00030	Pentose phosphate pathway	iEC1344_C	Escherichia coli C	built	2726	1934	58	R06837	34	24	58.62	26	11	70.27	results\prokaryote_maps\maps\map00030\iEC1344_C\iEC1344_C_map00030_map.json	results\prokaryote_maps\maps\map00030\iEC1344_C\summary.json
map00680	rn00680	Methane metabolism / C1 metabolism	iEC1344_C	Escherichia coli C	built	2726	1934	104	R08323, R08328, R10397	31	73	29.81	37	49	43.02	results\prokaryote_maps\maps\map00680\iEC1344_C\iEC1344_C_map00680_map.json	results\prokaryote_maps\maps\map00680\iEC1344_C\summary.json
map00010	rn00010	Glycolysis / gluconeogenesis	iEC1349_Crooks	Escherichia coli ATCC 8739	built	2756	1946	56		40	16	71.43	21	10	67.74	results\prokaryote_maps\maps\map00010\iEC1349_Crooks\iEC1349_Crooks_map00010_map.json	results\prokaryote_maps\maps\map00010\iEC1349_Crooks\summary.json
map00020	rn00020	Citrate cycle (TCA cycle)	iEC1349_Crooks	Escherichia coli ATCC 8739	built	2756	1946	29		22	7	75.86	13	7	65.0	results\prokaryote_maps\maps\map00020\iEC1349_Crooks\iEC1349_Crooks_map00020_map.json	results\prokaryote_maps\maps\map00020\iEC1349_Crooks\summary.json
map00030	rn00030	Pentose phosphate pathway	iEC1349_Crooks	Escherichia coli ATCC 8739	built	2756	1946	58	R06837	34	24	58.62	26	11	70.27	results\prokaryote_maps\maps\map00030\iEC1349_Crooks\iEC1349_Crooks_map00030_map.json	results\prokaryote_maps\maps\map00030\iEC1349_Crooks\summary.json
map00680	rn00680	Methane metabolism / C1 metabolism	iEC1349_Crooks	Escherichia coli ATCC 8739	built	2756	1946	104	R08323, R08328, R10397	32	72	30.77	37	49	43.02	results\prokaryote_maps\maps\map00680\iEC1349_Crooks\iEC1349_Crooks_map00680_map.json	results\prokaryote_maps\maps\map00680\iEC1349_Crooks\summary.json
map00010	rn00010	Glycolysis / gluconeogenesis	iEC1356_Bl21DE3	Escherichia coli BL21(DE3)	built	2740	1918	56		41	15	73.21	21	10	67.74	results\prokaryote_maps\maps\map00010\iEC1356_Bl21DE3\iEC1356_Bl21DE3_map00010_map.json	results\prokaryote_maps\maps\map00010\iEC1356_Bl21DE3\summary.json
map00020	rn00020	Citrate cycle (TCA cycle)	iEC1356_Bl21DE3	Escherichia coli BL21(DE3)	built	2740	1918	29		22	7	75.86	13	7	65.0	results\prokaryote_maps\maps\map00020\iEC1356_Bl21DE3\iEC1356_Bl21DE3_map00020_map.json	results\prokaryote_maps\maps\map00020\iEC1356_Bl21DE3\summary.json
map00030	rn00030	Pentose phosphate pathway	iEC1356_Bl21DE3	Escherichia coli BL21(DE3)	built	2740	1918	58	R06837	33	25	56.9	26	11	70.27	results\prokaryote_maps\maps\map00030\iEC1356_Bl21DE3\iEC1356_Bl21DE3_map00030_map.json	results\prokaryote_maps\maps\map00030\iEC1356_Bl21DE3\summary.json
map00680	rn00680	Methane metabolism / C1 metabolism	iEC1356_Bl21DE3	Escherichia coli BL21(DE3)	built	2740	1918	104	R08323, R08328, R10397	31	73	29.81	36	50	41.86	results\prokaryote_maps\maps\map00680\iEC1356_Bl21DE3\iEC1356_Bl21DE3_map00680_map.json	results\prokaryote_maps\maps\map00680\iEC1356_Bl21DE3\summary.json
map00010	rn00010	Glycolysis / gluconeogenesis	iEC1364_W	Escherichia coli W	built	2764	1927	56		41	15	73.21	22	9	70.97	results\prokaryote_maps\maps\map00010\iEC1364_W\iEC1364_W_map00010_map.json	results\prokaryote_maps\maps\map00010\iEC1364_W\summary.json
map00020	rn00020	Citrate cycle (TCA cycle)	iEC1364_W	Escherichia coli W	built	2764	1927	29		22	7	75.86	13	7	65.0	results\prokaryote_maps\maps\map00020\iEC1364_W\iEC1364_W_map00020_map.json	results\prokaryote_maps\maps\map00020\iEC1364_W\summary.json
map00030	rn00030	Pentose phosphate pathway	iEC1364_W	Escherichia coli W	built	2764	1927	58	R06837	34	24	58.62	27	10	72.97	results\prokaryote_maps\maps\map00030\iEC1364_W\iEC1364_W_map00030_map.json	results\prokaryote_maps\maps\map00030\iEC1364_W\summary.json
map00680	rn00680	Methane metabolism / C1 metabolism	iEC1364_W	Escherichia coli W	built	2764	1927	104	R08323, R08328, R10397	31	73	29.81	36	50	41.86	results\prokaryote_maps\maps\map00680\iEC1364_W\iEC1364_W_map00680_map.json	results\prokaryote_maps\maps\map00680\iEC1364_W\summary.json
map00010	rn00010	Glycolysis / gluconeogenesis	iEC1368_DH5a	Escherichia coli DH5[alpha]	built	2779	1951	56		41	15	73.21	21	10	67.74	results\prokaryote_maps\maps\map00010\iEC1368_DH5a\iEC1368_DH5a_map00010_map.json	results\prokaryote_maps\maps\map00010\iEC1368_DH5a\summary.json
map00020	rn00020	Citrate cycle (TCA cycle)	iEC1368_DH5a	Escherichia coli DH5[alpha]	built	2779	1951	29		22	7	75.86	13	7	65.0	results\prokaryote_maps\maps\map00020\iEC1368_DH5a\iEC1368_DH5a_map00020_map.json	results\prokaryote_maps\maps\map00020\iEC1368_DH5a\summary.json
map00030	rn00030	Pentose phosphate pathway	iEC1368_DH5a	Escherichia coli DH5[alpha]	built	2779	1951	58	R06837	34	24	58.62	26	11	70.27	results\prokaryote_maps\maps\map00030\iEC1368_DH5a\iEC1368_DH5a_map00030_map.json	results\prokaryote_maps\maps\map00030\iEC1368_DH5a\summary.json
map00680	rn00680	Methane metabolism / C1 metabolism	iEC1368_DH5a	Escherichia coli DH5[alpha]	built	2779	1951	104	R08323, R08328, R10397	31	73	29.81	37	49	43.02	results\prokaryote_maps\maps\map00680\iEC1368_DH5a\iEC1368_DH5a_map00680_map.json	results\prokaryote_maps\maps\map00680\iEC1368_DH5a\summary.json
map00010	rn00010	Glycolysis / gluconeogenesis	iEC1372_W3110	Escherichia coli str. K-12 substr. W3110	built	2758	1918	56		40	16	71.43	21	10	67.74	results\prokaryote_maps\maps\map00010\iEC1372_W3110\iEC1372_W3110_map00010_map.json	results\prokaryote_maps\maps\map00010\iEC1372_W3110\summary.json
map00020	rn00020	Citrate cycle (TCA cycle)	iEC1372_W3110	Escherichia coli str. K-12 substr. W3110	built	2758	1918	29		22	7	75.86	13	7	65.0	results\prokaryote_maps\maps\map00020\iEC1372_W3110\iEC1372_W3110_map00020_map.json	results\prokaryote_maps\maps\map00020\iEC1372_W3110\summary.json
map00030	rn00030	Pentose phosphate pathway	iEC1372_W3110	Escherichia coli str. K-12 substr. W3110	built	2758	1918	58	R06837	34	24	58.62	26	11	70.27	results\prokaryote_maps\maps\map00030\iEC1372_W3110\iEC1372_W3110_map00030_map.json	results\prokaryote_maps\maps\map00030\iEC1372_W3110\summary.json
map00680	rn00680	Methane metabolism / C1 metabolism	iEC1372_W3110	Escherichia coli str. K-12 substr. W3110	built	2758	1918	104	R08323, R08328, R10397	31	73	29.81	36	50	41.86	results\prokaryote_maps\maps\map00680\iEC1372_W3110\iEC1372_W3110_map00680_map.json	results\prokaryote_maps\maps\map00680\iEC1372_W3110\summary.json
map00010	rn00010	Glycolysis / gluconeogenesis	iEC55989_1330	Escherichia coli 55989	built	2756	1953	56		41	15	73.21	22	9	70.97	results\prokaryote_maps\maps\map00010\iEC55989_1330\iEC55989_1330_map00010_map.json	results\prokaryote_maps\maps\map00010\iEC55989_1330\summary.json
map00020	rn00020	Citrate cycle (TCA cycle)	iEC55989_1330	Escherichia coli 55989	built	2756	1953	29		23	6	79.31	13	7	65.0	results\prokaryote_maps\maps\map00020\iEC55989_1330\iEC55989_1330_map00020_map.json	results\prokaryote_maps\maps\map00020\iEC55989_1330\summary.json
map00030	rn00030	Pentose phosphate pathway	iEC55989_1330	Escherichia coli 55989	built	2756	1953	58	R06837	34	24	58.62	26	11	70.27	results\prokaryote_maps\maps\map00030\iEC55989_1330\iEC55989_1330_map00030_map.json	results\prokaryote_maps\maps\map00030\iEC55989_1330\summary.json
map00680	rn00680	Methane metabolism / C1 metabolism	iEC55989_1330	Escherichia coli 55989	built	2756	1953	104	R08323, R08328, R10397	32	72	30.77	36	50	41.86	results\prokaryote_maps\maps\map00680\iEC55989_1330\iEC55989_1330_map00680_map.json	results\prokaryote_maps\maps\map00680\iEC55989_1330\summary.json
map00010	rn00010	Glycolysis / gluconeogenesis	iECABU_c1320	Escherichia coli ABU 83972	built	2731	1942	56		41	15	73.21	22	9	70.97	results\prokaryote_maps\maps\map00010\iECABU_c1320\iECABU_c1320_map00010_map.json	results\prokaryote_maps\maps\map00010\iECABU_c1320\summary.json
map00020	rn00020	Citrate cycle (TCA cycle)	iECABU_c1320	Escherichia coli ABU 83972	built	2731	1942	29		23	6	79.31	13	7	65.0	results\prokaryote_maps\maps\map00020\iECABU_c1320\iECABU_c1320_map00020_map.json	results\prokaryote_maps\maps\map00020\iECABU_c1320\summary.json
map00030	rn00030	Pentose phosphate pathway	iECABU_c1320	Escherichia coli ABU 83972	built	2731	1942	58	R06837	34	24	58.62	26	11	70.27	results\prokaryote_maps\maps\map00030\iECABU_c1320\iECABU_c1320_map00030_map.json	results\prokaryote_maps\maps\map00030\iECABU_c1320\summary.json
map00680	rn00680	Methane metabolism / C1 metabolism	iECABU_c1320	Escherichia coli ABU 83972	built	2731	1942	104	R08323, R08328, R10397	32	72	30.77	36	50	41.86	results\prokaryote_maps\maps\map00680\iECABU_c1320\iECABU_c1320_map00680_map.json	results\prokaryote_maps\maps\map00680\iECABU_c1320\summary.json
map00010	rn00010	Glycolysis / gluconeogenesis	iECB_1328	Escherichia coli B str. REL606	built	2748	1951	56		41	15	73.21	21	10	67.74	results\prokaryote_maps\maps\map00010\iECB_1328\iECB_1328_map00010_map.json	results\prokaryote_maps\maps\map00010\iECB_1328\summary.json
map00020	rn00020	Citrate cycle (TCA cycle)	iECB_1328	Escherichia coli B str. REL606	built	2748	1951	29		23	6	79.31	13	7	65.0	results\prokaryote_maps\maps\map00020\iECB_1328\iECB_1328_map00020_map.json	results\prokaryote_maps\maps\map00020\iECB_1328\summary.json
map00030	rn00030	Pentose phosphate pathway	iECB_1328	Escherichia coli B str. REL606	built	2748	1951	58	R06837	34	24	58.62	26	11	70.27	results\prokaryote_maps\maps\map00030\iECB_1328\iECB_1328_map00030_map.json	results\prokaryote_maps\maps\map00030\iECB_1328\summary.json
map00680	rn00680	Methane metabolism / C1 metabolism	iECB_1328	Escherichia coli B str. REL606	built	2748	1951	104	R08323, R08328, R10397	32	72	30.77	36	50	41.86	results\prokaryote_maps\maps\map00680\iECB_1328\iECB_1328_map00680_map.json	results\prokaryote_maps\maps\map00680\iECB_1328\summary.json
map00010	rn00010	Glycolysis / gluconeogenesis	iECBD_1354	Escherichia coli 'BL21-Gold(DE3)pLysS AG'	built	2748	1952	56		41	15	73.21	21	10	67.74	results\prokaryote_maps\maps\map00010\iECBD_1354\iECBD_1354_map00010_map.json	results\prokaryote_maps\maps\map00010\iECBD_1354\summary.json
map00020	rn00020	Citrate cycle (TCA cycle)	iECBD_1354	Escherichia coli 'BL21-Gold(DE3)pLysS AG'	built	2748	1952	29		23	6	79.31	13	7	65.0	results\prokaryote_maps\maps\map00020\iECBD_1354\iECBD_1354_map00020_map.json	results\prokaryote_maps\maps\map00020\iECBD_1354\summary.json
map00030	rn00030	Pentose phosphate pathway	iECBD_1354	Escherichia coli 'BL21-Gold(DE3)pLysS AG'	built	2748	1952	58	R06837	33	25	56.9	26	11	70.27	results\prokaryote_maps\maps\map00030\iECBD_1354\iECBD_1354_map00030_map.json	results\prokaryote_maps\maps\map00030\iECBD_1354\summary.json
map00680	rn00680	Methane metabolism / C1 metabolism	iECBD_1354	Escherichia coli 'BL21-Gold(DE3)pLysS AG'	built	2748	1952	104	R08323, R08328, R10397	32	72	30.77	36	50	41.86	results\prokaryote_maps\maps\map00680\iECBD_1354\iECBD_1354_map00680_map.json	results\prokaryote_maps\maps\map00680\iECBD_1354\summary.json
map00010	rn00010	Glycolysis / gluconeogenesis	iECD_1391	Escherichia coli BL21(DE3)	built	2741	1943	56		41	15	73.21	21	10	67.74	results\prokaryote_maps\maps\map00010\iECD_1391\iECD_1391_map00010_map.json	results\prokaryote_maps\maps\map00010\iECD_1391\summary.json
map00020	rn00020	Citrate cycle (TCA cycle)	iECD_1391	Escherichia coli BL21(DE3)	built	2741	1943	29		23	6	79.31	13	7	65.0	results\prokaryote_maps\maps\map00020\iECD_1391\iECD_1391_map00020_map.json	results\prokaryote_maps\maps\map00020\iECD_1391\summary.json
map00030	rn00030	Pentose phosphate pathway	iECD_1391	Escherichia coli BL21(DE3)	built	2741	1943	58	R06837	33	25	56.9	26	11	70.27	results\prokaryote_maps\maps\map00030\iECD_1391\iECD_1391_map00030_map.json	results\prokaryote_maps\maps\map00030\iECD_1391\summary.json
map00680	rn00680	Methane metabolism / C1 metabolism	iECD_1391	Escherichia coli BL21(DE3)	built	2741	1943	104	R08323, R08328, R10397	32	72	30.77	36	50	41.86	results\prokaryote_maps\maps\map00680\iECD_1391\iECD_1391_map00680_map.json	results\prokaryote_maps\maps\map00680\iECD_1391\summary.json
