pathway	pathway_rn	pathway_label	model_id	organism	status	model_reactions	model_metabolites	kegg_reactions	kgml_reactions_omitted	matched_reactions	unmatched_reactions	reaction_retention_percent	matched_metabolites	unmatched_metabolites	metabolite_retention_percent	map_json	summary_json
map00020	rn00020	Citrate cycle (TCA cycle)	iSFxv_1172	Shigella flexneri 2002017	built	2638	1918	29		23	6	79.31	13	7	65.0	results\prokaryote_maps\maps\map00020\iSFxv_1172\iSFxv_1172_map00020_map.json	results\prokaryote_maps\maps\map00020\iSFxv_1172\summary.json
map00030	rn00030	Pentose phosphate pathway	iSFxv_1172	Shigella flexneri 2002017	built	2638	1918	58	R06837	33	25	56.9	26	11	70.27	results\prokaryote_maps\maps\map00030\iSFxv_1172\iSFxv_1172_map00030_map.json	results\prokaryote_maps\maps\map00030\iSFxv_1172\summary.json
map00680	rn00680	Methane metabolism / C1 metabolism	iSFxv_1172	Shigella flexneri 2002017	built	2638	1918	104	R08323, R08328, R10397	30	74	28.85	35	51	40.7	results\prokaryote_maps\maps\map00680\iSFxv_1172\iSFxv_1172_map00680_map.json	results\prokaryote_maps\maps\map00680\iSFxv_1172\summary.json
map00010	rn00010	Glycolysis / gluconeogenesis	iSSON_1240	Shigella sonnei Ss046	built	2693	1936	56		41	15	73.21	21	10	67.74	results\prokaryote_maps\maps\map00010\iSSON_1240\iSSON_1240_map00010_map.json	results\prokaryote_maps\maps\map00010\iSSON_1240\summary.json
map00020	rn00020	Citrate cycle (TCA cycle)	iSSON_1240	Shigella sonnei Ss046	built	2693	1936	29		23	6	79.31	13	7	65.0	results\prokaryote_maps\maps\map00020\iSSON_1240\iSSON_1240_map00020_map.json	results\prokaryote_maps\maps\map00020\iSSON_1240\summary.json
map00030	rn00030	Pentose phosphate pathway	iSSON_1240	Shigella sonnei Ss046	built	2693	1936	58	R06837	34	24	58.62	26	11	70.27	results\prokaryote_maps\maps\map00030\iSSON_1240\iSSON_1240_map00030_map.json	results\prokaryote_maps\maps\map00030\iSSON_1240\summary.json
map00680	rn00680	Methane metabolism / C1 metabolism	iSSON_1240	Shigella sonnei Ss046	built	2693	1936	104	R08323, R08328, R10397	31	73	29.81	36	50	41.86	results\prokaryote_maps\maps\map00680\iSSON_1240\iSSON_1240_map00680_map.json	results\prokaryote_maps\maps\map00680\iSSON_1240\summary.json
map00010	rn00010	Glycolysis / gluconeogenesis	iSynCJ816	Synechocystis sp. PCC 6803	built	1044	928	56		30	26	53.57	20	11	64.52	results\prokaryote_maps\maps\map00010\iSynCJ816\iSynCJ816_map00010_map.json	results\prokaryote_maps\maps\map00010\iSynCJ816\summary.json
map00020	rn00020	Citrate cycle (TCA cycle)	iSynCJ816	Synechocystis sp. PCC 6803	built	1044	928	29		16	13	55.17	13	7	65.0	results\prokaryote_maps\maps\map00020\iSynCJ816\iSynCJ816_map00020_map.json	results\prokaryote_maps\maps\map00020\iSynCJ816\summary.json
map00030	rn00030	Pentose phosphate pathway	iSynCJ816	Synechocystis sp. PCC 6803	built	1044	928	58	R06837	26	32	44.83	24	13	64.86	results\prokaryote_maps\maps\map00030\iSynCJ816\iSynCJ816_map00030_map.json	results\prokaryote_maps\maps\map00030\iSynCJ816\summary.json
map00680	rn00680	Methane metabolism / C1 metabolism	iSynCJ816	Synechocystis sp. PCC 6803	built	1044	928	104	R08323, R08328, R10397	30	74	28.85	30	56	34.88	results\prokaryote_maps\maps\map00680\iSynCJ816\iSynCJ816_map00680_map.json	results\prokaryote_maps\maps\map00680\iSynCJ816\summary.json
map00010	rn00010	Glycolysis / gluconeogenesis	iUMN146_1321	Escherichia coli UM146	built	2735	1942	56		41	15	73.21	22	9	70.97	results\prokaryote_maps\maps\map00010\iUMN146_1321\iUMN146_1321_map00010_map.json	results\prokaryote_maps\maps\map00010\iUMN146_1321\summary.json
map00020	rn00020	Citrate cycle (TCA cycle)	iUMN146_1321	Escherichia coli UM146	built	2735	1942	29		23	6	79.31	13	7	65.0	results\prokaryote_maps\maps\map00020\iUMN146_1321\iUMN146_1321_map00020_map.json	results\prokaryote_maps\maps\map00020\iUMN146_1321\summary.json
map00030	rn00030	Pentose phosphate pathway	iUMN146_1321	Escherichia coli UM146	built	2735	1942	58	R06837	34	24	58.62	26	11	70.27	results\prokaryote_maps\maps\map00030\iUMN146_1321\iUMN146_1321_map00030_map.json	results\prokaryote_maps\maps\map00030\iUMN146_1321\summary.json
map00680	rn00680	Methane metabolism / C1 metabolism	iUMN146_1321	Escherichia coli UM146	built	2735	1942	104	R08323, R08328, R10397	32	72	30.77	36	50	41.86	results\prokaryote_maps\maps\map00680\iUMN146_1321\iUMN146_1321_map00680_map.json	results\prokaryote_maps\maps\map00680\iUMN146_1321\summary.json
map00010	rn00010	Glycolysis / gluconeogenesis	iUMNK88_1353	Escherichia coli UMNK88	built	2777	1969	56		41	15	73.21	22	9	70.97	results\prokaryote_maps\maps\map00010\iUMNK88_1353\iUMNK88_1353_map00010_map.json	results\prokaryote_maps\maps\map00010\iUMNK88_1353\summary.json
map00020	rn00020	Citrate cycle (TCA cycle)	iUMNK88_1353	Escherichia coli UMNK88	built	2777	1969	29		23	6	79.31	13	7	65.0	results\prokaryote_maps\maps\map00020\iUMNK88_1353\iUMNK88_1353_map00020_map.json	results\prokaryote_maps\maps\map00020\iUMNK88_1353\summary.json
map00030	rn00030	Pentose phosphate pathway	iUMNK88_1353	Escherichia coli UMNK88	built	2777	1969	58	R06837	34	24	58.62	26	11	70.27	results\prokaryote_maps\maps\map00030\iUMNK88_1353\iUMNK88_1353_map00030_map.json	results\prokaryote_maps\maps\map00030\iUMNK88_1353\summary.json
map00680	rn00680	Methane metabolism / C1 metabolism	iUMNK88_1353	Escherichia coli UMNK88	built	2777	1969	104	R08323, R08328, R10397	32	72	30.77	36	50	41.86	results\prokaryote_maps\maps\map00680\iUMNK88_1353\iUMNK88_1353_map00680_map.json	results\prokaryote_maps\maps\map00680\iUMNK88_1353\summary.json
map00010	rn00010	Glycolysis / gluconeogenesis	iUTI89_1310	Escherichia coli UTI89	built	2725	1940	56		41	15	73.21	22	9	70.97	results\prokaryote_maps\maps\map00010\iUTI89_1310\iUTI89_1310_map00010_map.json	results\prokaryote_maps\maps\map00010\iUTI89_1310\summary.json
map00020	rn00020	Citrate cycle (TCA cycle)	iUTI89_1310	Escherichia coli UTI89	built	2725	1940	29		23	6	79.31	13	7	65.0	results\prokaryote_maps\maps\map00020\iUTI89_1310\iUTI89_1310_map00020_map.json	results\prokaryote_maps\maps\map00020\iUTI89_1310\summary.json
map00030	rn00030	Pentose phosphate pathway	iUTI89_1310	Escherichia coli UTI89	built	2725	1940	58	R06837	34	24	58.62	26	11	70.27	results\prokaryote_maps\maps\map00030\iUTI89_1310\iUTI89_1310_map00030_map.json	results\prokaryote_maps\maps\map00030\iUTI89_1310\summary.json
map00680	rn00680	Methane metabolism / C1 metabolism	iUTI89_1310	Escherichia coli UTI89	built	2725	1940	104	R08323, R08328, R10397	32	72	30.77	36	50	41.86	results\prokaryote_maps\maps\map00680\iUTI89_1310\iUTI89_1310_map00680_map.json	results\prokaryote_maps\maps\map00680\iUTI89_1310\summary.json
map00010	rn00010	Glycolysis / gluconeogenesis	iWFL_1372	Escherichia coli W	built	2782	1973	56		41	15	73.21	22	9	70.97	results\prokaryote_maps\maps\map00010\iWFL_1372\iWFL_1372_map00010_map.json	results\prokaryote_maps\maps\map00010\iWFL_1372\summary.json
map00020	rn00020	Citrate cycle (TCA cycle)	iWFL_1372	Escherichia coli W	built	2782	1973	29		23	6	79.31	13	7	65.0	results\prokaryote_maps\maps\map00020\iWFL_1372\iWFL_1372_map00020_map.json	results\prokaryote_maps\maps\map00020\iWFL_1372\summary.json
map00030	rn00030	Pentose phosphate pathway	iWFL_1372	Escherichia coli W	built	2782	1973	58	R06837	34	24	58.62	26	11	70.27	results\prokaryote_maps\maps\map00030\iWFL_1372\iWFL_1372_map00030_map.json	results\prokaryote_maps\maps\map00030\iWFL_1372\summary.json
map00680	rn00680	Methane metabolism / C1 metabolism	iWFL_1372	Escherichia coli W	built	2782	1973	104	R08323, R08328, R10397	32	72	30.77	36	50	41.86	results\prokaryote_maps\maps\map00680\iWFL_1372\iWFL_1372_map00680_map.json	results\prokaryote_maps\maps\map00680\iWFL_1372\summary.json
map00010	rn00010	Glycolysis / gluconeogenesis	iY75_1357	Escherichia coli str. K-12 substr. W3110	built	2759	1953	56		41	15	73.21	21	10	67.74	results\prokaryote_maps\maps\map00010\iY75_1357\iY75_1357_map00010_map.json	results\prokaryote_maps\maps\map00010\iY75_1357\summary.json
map00020	rn00020	Citrate cycle (TCA cycle)	iY75_1357	Escherichia coli str. K-12 substr. W3110	built	2759	1953	29		23	6	79.31	13	7	65.0	results\prokaryote_maps\maps\map00020\iY75_1357\iY75_1357_map00020_map.json	results\prokaryote_maps\maps\map00020\iY75_1357\summary.json
map00030	rn00030	Pentose phosphate pathway	iY75_1357	Escherichia coli str. K-12 substr. W3110	built	2759	1953	58	R06837	34	24	58.62	26	11	70.27	results\prokaryote_maps\maps\map00030\iY75_1357\iY75_1357_map00030_map.json	results\prokaryote_maps\maps\map00030\iY75_1357\summary.json
map00680	rn00680	Methane metabolism / C1 metabolism	iY75_1357	Escherichia coli str. K-12 substr. W3110	built	2759	1953	104	R08323, R08328, R10397	32	72	30.77	36	50	41.86	results\prokaryote_maps\maps\map00680\iY75_1357\iY75_1357_map00680_map.json	results\prokaryote_maps\maps\map00680\iY75_1357\summary.json
map00010	rn00010	Glycolysis / gluconeogenesis	iYL1228	Klebsiella pneumoniae subsp. pneumoniae MGH 78578	built	2262	1658	56		39	17	69.64	19	12	61.29	results\prokaryote_maps\maps\map00010\iYL1228\iYL1228_map00010_map.json	results\prokaryote_maps\maps\map00010\iYL1228\summary.json
map00020	rn00020	Citrate cycle (TCA cycle)	iYL1228	Klebsiella pneumoniae subsp. pneumoniae MGH 78578	built	2262	1658	29		22	7	75.86	13	7	65.0	results\prokaryote_maps\maps\map00020\iYL1228\iYL1228_map00020_map.json	results\prokaryote_maps\maps\map00020\iYL1228\summary.json
map00030	rn00030	Pentose phosphate pathway	iYL1228	Klebsiella pneumoniae subsp. pneumoniae MGH 78578	built	2262	1658	58	R06837	34	24	58.62	26	11	70.27	results\prokaryote_maps\maps\map00030\iYL1228\iYL1228_map00030_map.json	results\prokaryote_maps\maps\map00030\iYL1228\summary.json
map00680	rn00680	Methane metabolism / C1 metabolism	iYL1228	Klebsiella pneumoniae subsp. pneumoniae MGH 78578	built	2262	1658	104	R08323, R08328, R10397	34	70	32.69	36	50	41.86	results\prokaryote_maps\maps\map00680\iYL1228\iYL1228_map00680_map.json	results\prokaryote_maps\maps\map00680\iYL1228\summary.json
map00010	rn00010	Glycolysis / gluconeogenesis	iYO844	Bacillus subtilis subsp. subtilis str. 168	built	1250	990	56		36	20	64.29	23	8	74.19	results\prokaryote_maps\maps\map00010\iYO844\iYO844_map00010_map.json	results\prokaryote_maps\maps\map00010\iYO844\summary.json
map00020	rn00020	Citrate cycle (TCA cycle)	iYO844	Bacillus subtilis subsp. subtilis str. 168	built	1250	990	29		21	8	72.41	12	8	60.0	results\prokaryote_maps\maps\map00020\iYO844\iYO844_map00020_map.json	results\prokaryote_maps\maps\map00020\iYO844\summary.json
map00030	rn00030	Pentose phosphate pathway	iYO844	Bacillus subtilis subsp. subtilis str. 168	built	1250	990	58	R06837	30	28	51.72	27	10	72.97	results\prokaryote_maps\maps\map00030\iYO844\iYO844_map00030_map.json	results\prokaryote_maps\maps\map00030\iYO844\summary.json
map00680	rn00680	Methane metabolism / C1 metabolism	iYO844	Bacillus subtilis subsp. subtilis str. 168	built	1250	990	104	R08323, R08328, R10397	27	77	25.96	31	55	36.05	results\prokaryote_maps\maps\map00680\iYO844\iYO844_map00680_map.json	results\prokaryote_maps\maps\map00680\iYO844\summary.json
map00010	rn00010	Glycolysis / gluconeogenesis	iYS1720	Salmonella pan-reactome	built	3357	2436	56		41	15	73.21	19	12	61.29	results\prokaryote_maps\maps\map00010\iYS1720\iYS1720_map00010_map.json	results\prokaryote_maps\maps\map00010\iYS1720\summary.json
map00020	rn00020	Citrate cycle (TCA cycle)	iYS1720	Salmonella pan-reactome	built	3357	2436	29		22	7	75.86	13	7	65.0	results\prokaryote_maps\maps\map00020\iYS1720\iYS1720_map00020_map.json	results\prokaryote_maps\maps\map00020\iYS1720\summary.json
map00030	rn00030	Pentose phosphate pathway	iYS1720	Salmonella pan-reactome	built	3357	2436	58	R06837	32	26	55.17	26	11	70.27	results\prokaryote_maps\maps\map00030\iYS1720\iYS1720_map00030_map.json	results\prokaryote_maps\maps\map00030\iYS1720\summary.json
map00680	rn00680	Methane metabolism / C1 metabolism	iYS1720	Salmonella pan-reactome	built	3357	2436	104	R08323, R08328, R10397	32	72	30.77	35	51	40.7	results\prokaryote_maps\maps\map00680\iYS1720\iYS1720_map00680_map.json	results\prokaryote_maps\maps\map00680\iYS1720\summary.json
map00010	rn00010	Glycolysis / gluconeogenesis	iYS854	Staphylococcus aureus subsp. aureus USA300_TCH1516	built	1455	1335	56		36	20	64.29	24	7	77.42	results\prokaryote_maps\maps\map00010\iYS854\iYS854_map00010_map.json	results\prokaryote_maps\maps\map00010\iYS854\summary.json
map00020	rn00020	Citrate cycle (TCA cycle)	iYS854	Staphylococcus aureus subsp. aureus USA300_TCH1516	built	1455	1335	29		20	9	68.97	14	6	70.0	results\prokaryote_maps\maps\map00020\iYS854\iYS854_map00020_map.json	results\prokaryote_maps\maps\map00020\iYS854\summary.json
map00030	rn00030	Pentose phosphate pathway	iYS854	Staphylococcus aureus subsp. aureus USA300_TCH1516	built	1455	1335	58	R06837	27	31	46.55	27	10	72.97	results\prokaryote_maps\maps\map00030\iYS854\iYS854_map00030_map.json	results\prokaryote_maps\maps\map00030\iYS854\summary.json
map00680	rn00680	Methane metabolism / C1 metabolism	iYS854	Staphylococcus aureus subsp. aureus USA300_TCH1516	built	1455	1335	104	R08323, R08328, R10397	28	76	26.92	33	53	38.37	results\prokaryote_maps\maps\map00680\iYS854\iYS854_map00680_map.json	results\prokaryote_maps\maps\map00680\iYS854\summary.json
map00010	rn00010	Glycolysis / gluconeogenesis	iZ_1308	Escherichia coli O157:H7 str. EDL933	built	2721	1923	56		41	15	73.21	21	10	67.74	results\prokaryote_maps\maps\map00010\iZ_1308\iZ_1308_map00010_map.json	results\prokaryote_maps\maps\map00010\iZ_1308\summary.json
map00020	rn00020	Citrate cycle (TCA cycle)	iZ_1308	Escherichia coli O157:H7 str. EDL933	built	2721	1923	29		23	6	79.31	13	7	65.0	results\prokaryote_maps\maps\map00020\iZ_1308\iZ_1308_map00020_map.json	results\prokaryote_maps\maps\map00020\iZ_1308\summary.json
map00030	rn00030	Pentose phosphate pathway	iZ_1308	Escherichia coli O157:H7 str. EDL933	built	2721	1923	58	R06837	33	25	56.9	26	11	70.27	results\prokaryote_maps\maps\map00030\iZ_1308\iZ_1308_map00030_map.json	results\prokaryote_maps\maps\map00030\iZ_1308\summary.json
map00680	rn00680	Methane metabolism / C1 metabolism	iZ_1308	Escherichia coli O157:H7 str. EDL933	built	2721	1923	104	R08323, R08328, R10397	32	72	30.77	36	50	41.86	results\prokaryote_maps\maps\map00680\iZ_1308\iZ_1308_map00680_map.json	results\prokaryote_maps\maps\map00680\iZ_1308\summary.json
map00010	rn00010	Glycolysis / gluconeogenesis	STM_v1_0	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	built	2545	1802	56		41	15	73.21	19	12	61.29	results\prokaryote_maps\maps\map00010\STM_v1_0\STM_v1_0_map00010_map.json	results\prokaryote_maps\maps\map00010\STM_v1_0\summary.json
map00020	rn00020	Citrate cycle (TCA cycle)	STM_v1_0	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	built	2545	1802	29		22	7	75.86	13	7	65.0	results\prokaryote_maps\maps\map00020\STM_v1_0\STM_v1_0_map00020_map.json	results\prokaryote_maps\maps\map00020\STM_v1_0\summary.json
map00030	rn00030	Pentose phosphate pathway	STM_v1_0	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	built	2545	1802	58	R06837	32	26	55.17	26	11	70.27	results\prokaryote_maps\maps\map00030\STM_v1_0\STM_v1_0_map00030_map.json	results\prokaryote_maps\maps\map00030\STM_v1_0\summary.json
map00680	rn00680	Methane metabolism / C1 metabolism	STM_v1_0	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	built	2545	1802	104	R08323, R08328, R10397	32	72	30.77	35	51	40.7	results\prokaryote_maps\maps\map00680\STM_v1_0\STM_v1_0_map00680_map.json	results\prokaryote_maps\maps\map00680\STM_v1_0\summary.json
