compartment	kegg	bigg_id	flux
c	R00014	4MOPDC	0.0
c	R00200	PYK	17.721989707312286
c	R00203	ALDD22x	0.0
c	R00216	ICDHyr	0.2510539205902178
c	R00217	CYSTGL	0.0018999136444465229
c	R00227	HMGCOAS	0.0
c	R00236	ACS	0.1470705880223831
c	R00238	ACACT1r	0.0
c	R00341	PPCK	0.0
c	R00342	MDH	1.3558978508431667
c	R00344	PC	0.5651955226524721
c	R00363	OAAt	0.0
c	R00472	MALS	0.0
c	R00703	2HBO	0.0
c	R00710	ALDD19xr	0.0
c	R00711	ALDD2y	0.13057588320014218
c	R00742	ACCOAC	0.11445540379271778
c	R00746	ALCD19y	0.0
c	R00754	ALCD2x	
c	R01082	FUM	0.10811947965417336
c	R01213	IPPS	0.0
c	R01446	LCADi	0.0
c	R01736	GLYOX	0.0
c	R02164	FRDcm	0.0
c	R02260	LALDO3	0.0
c	R02530	LGTHL	0.0
m	R00014	ACHBSm	0.055471721103764374
m	R00203	ALDD20xm	0.0
m	R00205	ABUTDm	0.0
m	R00210	PDHm	0.7083890427218412
m	R00214	ME1m	0.0
m	R00216	ME2m	0.0
m	R00227	ACOAHim	0.0
m	R00236	ACSm	0.0
m	R00238	ACACT1m	0.0037998272888930436
m	R00271	CSm	0.5292790018772008
m	R00342	MDHm	-1.0117769482454484
m	R00710	ALDD2xm	0.0
m	R00711	ALDD2ym	0.0
m	R00742	ACCOACrm	0.0
m	R00746	ALCD22xim	0.0
m	R00754	ALCD2irm	0.0
m	R01082	FUMm	0.23600142294354534
m	R01213	IPPSm	0.0853233945778711
m	R01736	GLYOXm	0.0
m	R02164	FRDcm	0.0
m	R07618	GLYCLm	0.0
x	R00216	ICDHyp	0.0
x	R00227	PTE10x	0.0
x	R00236	ACSp	0.0
x	R00238	ACACT6p	0.0
x	R00271	CSp	0.0
x	R00342	MDHp	0.0
x	R00472	MALSp	0.0
