pathway	pathway_rn	pathway_label	model_a	organism_a	model_b	organism_b	reaction_count_a	reaction_count_b	intersection_count	union_count	only_a_count	only_b_count	jaccard	jaccard_percent	identical_reaction_set
map00030	rn00030	Pentose phosphate pathway	iECB_1328	Escherichia coli B str. REL606	iECSF_1327	Escherichia coli SE15	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECB_1328	Escherichia coli B str. REL606	iECSP_1301	Escherichia coli O157:H7 str. TW14359	34	33	33	34	1	0	0.9706	97.06	0
map00030	rn00030	Pentose phosphate pathway	iECB_1328	Escherichia coli B str. REL606	iECUMN_1333	Escherichia coli UMN026	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECB_1328	Escherichia coli B str. REL606	iECW_1372	Escherichia coli W	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECB_1328	Escherichia coli B str. REL606	iECs_1301	Escherichia coli O157:H7 str. Sakai	34	33	33	34	1	0	0.9706	97.06	0
map00030	rn00030	Pentose phosphate pathway	iECB_1328	Escherichia coli B str. REL606	iEKO11_1354	Escherichia coli KO11FL	34	32	32	34	2	0	0.9412	94.12	0
map00030	rn00030	Pentose phosphate pathway	iECB_1328	Escherichia coli B str. REL606	iETEC_1333	Escherichia coli ETEC H10407	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECB_1328	Escherichia coli B str. REL606	iEcDH1_1363	Escherichia coli DH1	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECB_1328	Escherichia coli B str. REL606	iEcE24377_1341	Escherichia coli O139:H28 str. E24377A	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECB_1328	Escherichia coli B str. REL606	iEcHS_1320	Escherichia coli HS	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECB_1328	Escherichia coli B str. REL606	iEcSMS35_1347	Escherichia coli SMS-3-5	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECB_1328	Escherichia coli B str. REL606	iEcolC_1368	Escherichia coli ATCC 8739	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECB_1328	Escherichia coli B str. REL606	iG2583_1286	Escherichia coli O55:H7 str. CB9615	34	33	33	34	1	0	0.9706	97.06	0
map00030	rn00030	Pentose phosphate pathway	iECB_1328	Escherichia coli B str. REL606	iJO1366	Escherichia coli str. K-12 substr. MG1655	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECB_1328	Escherichia coli B str. REL606	iJR904	Escherichia coli str. K-12 substr. MG1655	34	32	32	34	2	0	0.9412	94.12	0
map00030	rn00030	Pentose phosphate pathway	iECB_1328	Escherichia coli B str. REL606	iLF82_1304	Escherichia coli LF82	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECB_1328	Escherichia coli B str. REL606	iML1515	Escherichia coli str. K-12 substr. MG1655	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECB_1328	Escherichia coli B str. REL606	iNRG857_1313	Escherichia coli O83:H1 str. NRG 857C	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECB_1328	Escherichia coli B str. REL606	iUMN146_1321	Escherichia coli UM146	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECB_1328	Escherichia coli B str. REL606	iUMNK88_1353	Escherichia coli UMNK88	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECB_1328	Escherichia coli B str. REL606	iUTI89_1310	Escherichia coli UTI89	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECB_1328	Escherichia coli B str. REL606	iWFL_1372	Escherichia coli W	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECB_1328	Escherichia coli B str. REL606	iY75_1357	Escherichia coli str. K-12 substr. W3110	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECB_1328	Escherichia coli B str. REL606	iZ_1308	Escherichia coli O157:H7 str. EDL933	34	33	33	34	1	0	0.9706	97.06	0
map00030	rn00030	Pentose phosphate pathway	iECB_1328	Escherichia coli B str. REL606	ic_1306	Escherichia coli CFT073	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECDH10B_1368	Escherichia coli str. K-12 substr. DH10B	iECDH1ME8569_1439	Escherichia coli DH1	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECDH10B_1368	Escherichia coli str. K-12 substr. DH10B	iECD_1391	Escherichia coli BL21(DE3)	34	33	33	34	1	0	0.9706	97.06	0
map00030	rn00030	Pentose phosphate pathway	iECDH10B_1368	Escherichia coli str. K-12 substr. DH10B	iECED1_1282	Escherichia coli ED1a	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECDH10B_1368	Escherichia coli str. K-12 substr. DH10B	iECH74115_1262	Escherichia coli O157:H7 str. EC4115	34	33	33	34	1	0	0.9706	97.06	0
map00030	rn00030	Pentose phosphate pathway	iECDH10B_1368	Escherichia coli str. K-12 substr. DH10B	iECIAI1_1343	Escherichia coli IAI1	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECDH10B_1368	Escherichia coli str. K-12 substr. DH10B	iECIAI39_1322	Escherichia coli IAI39	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECDH10B_1368	Escherichia coli str. K-12 substr. DH10B	iECNA114_1301	Escherichia coli NA114	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECDH10B_1368	Escherichia coli str. K-12 substr. DH10B	iECO103_1326	Escherichia coli O103:H2 str. 12009	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECDH10B_1368	Escherichia coli str. K-12 substr. DH10B	iECO111_1330	Escherichia coli O111:H- str. 11128	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECDH10B_1368	Escherichia coli str. K-12 substr. DH10B	iECO26_1355	Escherichia coli O26:H11 str. 11368	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECDH10B_1368	Escherichia coli str. K-12 substr. DH10B	iECOK1_1307	Escherichia coli IHE3034	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECDH10B_1368	Escherichia coli str. K-12 substr. DH10B	iECP_1309	Escherichia coli 536	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECDH10B_1368	Escherichia coli str. K-12 substr. DH10B	iECS88_1305	Escherichia coli S88	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECDH10B_1368	Escherichia coli str. K-12 substr. DH10B	iECSE_1348	Escherichia coli SE11	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECDH10B_1368	Escherichia coli str. K-12 substr. DH10B	iECSF_1327	Escherichia coli SE15	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECDH10B_1368	Escherichia coli str. K-12 substr. DH10B	iECSP_1301	Escherichia coli O157:H7 str. TW14359	34	33	33	34	1	0	0.9706	97.06	0
map00030	rn00030	Pentose phosphate pathway	iECDH10B_1368	Escherichia coli str. K-12 substr. DH10B	iECUMN_1333	Escherichia coli UMN026	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECDH10B_1368	Escherichia coli str. K-12 substr. DH10B	iECW_1372	Escherichia coli W	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECDH10B_1368	Escherichia coli str. K-12 substr. DH10B	iECs_1301	Escherichia coli O157:H7 str. Sakai	34	33	33	34	1	0	0.9706	97.06	0
map00030	rn00030	Pentose phosphate pathway	iECDH10B_1368	Escherichia coli str. K-12 substr. DH10B	iEKO11_1354	Escherichia coli KO11FL	34	32	32	34	2	0	0.9412	94.12	0
map00030	rn00030	Pentose phosphate pathway	iECDH10B_1368	Escherichia coli str. K-12 substr. DH10B	iETEC_1333	Escherichia coli ETEC H10407	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECDH10B_1368	Escherichia coli str. K-12 substr. DH10B	iEcDH1_1363	Escherichia coli DH1	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECDH10B_1368	Escherichia coli str. K-12 substr. DH10B	iEcE24377_1341	Escherichia coli O139:H28 str. E24377A	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECDH10B_1368	Escherichia coli str. K-12 substr. DH10B	iEcHS_1320	Escherichia coli HS	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECDH10B_1368	Escherichia coli str. K-12 substr. DH10B	iEcSMS35_1347	Escherichia coli SMS-3-5	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECDH10B_1368	Escherichia coli str. K-12 substr. DH10B	iEcolC_1368	Escherichia coli ATCC 8739	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECDH10B_1368	Escherichia coli str. K-12 substr. DH10B	iG2583_1286	Escherichia coli O55:H7 str. CB9615	34	33	33	34	1	0	0.9706	97.06	0
map00030	rn00030	Pentose phosphate pathway	iECDH10B_1368	Escherichia coli str. K-12 substr. DH10B	iJO1366	Escherichia coli str. K-12 substr. MG1655	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECDH10B_1368	Escherichia coli str. K-12 substr. DH10B	iJR904	Escherichia coli str. K-12 substr. MG1655	34	32	32	34	2	0	0.9412	94.12	0
map00030	rn00030	Pentose phosphate pathway	iECDH10B_1368	Escherichia coli str. K-12 substr. DH10B	iLF82_1304	Escherichia coli LF82	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECDH10B_1368	Escherichia coli str. K-12 substr. DH10B	iML1515	Escherichia coli str. K-12 substr. MG1655	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECDH10B_1368	Escherichia coli str. K-12 substr. DH10B	iNRG857_1313	Escherichia coli O83:H1 str. NRG 857C	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECDH10B_1368	Escherichia coli str. K-12 substr. DH10B	iUMN146_1321	Escherichia coli UM146	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECDH10B_1368	Escherichia coli str. K-12 substr. DH10B	iUMNK88_1353	Escherichia coli UMNK88	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECDH10B_1368	Escherichia coli str. K-12 substr. DH10B	iUTI89_1310	Escherichia coli UTI89	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECDH10B_1368	Escherichia coli str. K-12 substr. DH10B	iWFL_1372	Escherichia coli W	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECDH10B_1368	Escherichia coli str. K-12 substr. DH10B	iY75_1357	Escherichia coli str. K-12 substr. W3110	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECDH10B_1368	Escherichia coli str. K-12 substr. DH10B	iZ_1308	Escherichia coli O157:H7 str. EDL933	34	33	33	34	1	0	0.9706	97.06	0
map00030	rn00030	Pentose phosphate pathway	iECDH10B_1368	Escherichia coli str. K-12 substr. DH10B	ic_1306	Escherichia coli CFT073	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECDH1ME8569_1439	Escherichia coli DH1	iECD_1391	Escherichia coli BL21(DE3)	34	33	33	34	1	0	0.9706	97.06	0
map00030	rn00030	Pentose phosphate pathway	iECDH1ME8569_1439	Escherichia coli DH1	iECED1_1282	Escherichia coli ED1a	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECDH1ME8569_1439	Escherichia coli DH1	iECH74115_1262	Escherichia coli O157:H7 str. EC4115	34	33	33	34	1	0	0.9706	97.06	0
map00030	rn00030	Pentose phosphate pathway	iECDH1ME8569_1439	Escherichia coli DH1	iECIAI1_1343	Escherichia coli IAI1	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECDH1ME8569_1439	Escherichia coli DH1	iECIAI39_1322	Escherichia coli IAI39	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECDH1ME8569_1439	Escherichia coli DH1	iECNA114_1301	Escherichia coli NA114	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECDH1ME8569_1439	Escherichia coli DH1	iECO103_1326	Escherichia coli O103:H2 str. 12009	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECDH1ME8569_1439	Escherichia coli DH1	iECO111_1330	Escherichia coli O111:H- str. 11128	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECDH1ME8569_1439	Escherichia coli DH1	iECO26_1355	Escherichia coli O26:H11 str. 11368	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECDH1ME8569_1439	Escherichia coli DH1	iECOK1_1307	Escherichia coli IHE3034	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECDH1ME8569_1439	Escherichia coli DH1	iECP_1309	Escherichia coli 536	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECDH1ME8569_1439	Escherichia coli DH1	iECS88_1305	Escherichia coli S88	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECDH1ME8569_1439	Escherichia coli DH1	iECSE_1348	Escherichia coli SE11	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECDH1ME8569_1439	Escherichia coli DH1	iECSF_1327	Escherichia coli SE15	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECDH1ME8569_1439	Escherichia coli DH1	iECSP_1301	Escherichia coli O157:H7 str. TW14359	34	33	33	34	1	0	0.9706	97.06	0
map00030	rn00030	Pentose phosphate pathway	iECDH1ME8569_1439	Escherichia coli DH1	iECUMN_1333	Escherichia coli UMN026	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECDH1ME8569_1439	Escherichia coli DH1	iECW_1372	Escherichia coli W	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECDH1ME8569_1439	Escherichia coli DH1	iECs_1301	Escherichia coli O157:H7 str. Sakai	34	33	33	34	1	0	0.9706	97.06	0
map00030	rn00030	Pentose phosphate pathway	iECDH1ME8569_1439	Escherichia coli DH1	iEKO11_1354	Escherichia coli KO11FL	34	32	32	34	2	0	0.9412	94.12	0
map00030	rn00030	Pentose phosphate pathway	iECDH1ME8569_1439	Escherichia coli DH1	iETEC_1333	Escherichia coli ETEC H10407	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECDH1ME8569_1439	Escherichia coli DH1	iEcDH1_1363	Escherichia coli DH1	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECDH1ME8569_1439	Escherichia coli DH1	iEcE24377_1341	Escherichia coli O139:H28 str. E24377A	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECDH1ME8569_1439	Escherichia coli DH1	iEcHS_1320	Escherichia coli HS	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECDH1ME8569_1439	Escherichia coli DH1	iEcSMS35_1347	Escherichia coli SMS-3-5	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECDH1ME8569_1439	Escherichia coli DH1	iEcolC_1368	Escherichia coli ATCC 8739	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECDH1ME8569_1439	Escherichia coli DH1	iG2583_1286	Escherichia coli O55:H7 str. CB9615	34	33	33	34	1	0	0.9706	97.06	0
map00030	rn00030	Pentose phosphate pathway	iECDH1ME8569_1439	Escherichia coli DH1	iJO1366	Escherichia coli str. K-12 substr. MG1655	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECDH1ME8569_1439	Escherichia coli DH1	iJR904	Escherichia coli str. K-12 substr. MG1655	34	32	32	34	2	0	0.9412	94.12	0
map00030	rn00030	Pentose phosphate pathway	iECDH1ME8569_1439	Escherichia coli DH1	iLF82_1304	Escherichia coli LF82	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECDH1ME8569_1439	Escherichia coli DH1	iML1515	Escherichia coli str. K-12 substr. MG1655	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECDH1ME8569_1439	Escherichia coli DH1	iNRG857_1313	Escherichia coli O83:H1 str. NRG 857C	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECDH1ME8569_1439	Escherichia coli DH1	iUMN146_1321	Escherichia coli UM146	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECDH1ME8569_1439	Escherichia coli DH1	iUMNK88_1353	Escherichia coli UMNK88	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECDH1ME8569_1439	Escherichia coli DH1	iUTI89_1310	Escherichia coli UTI89	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECDH1ME8569_1439	Escherichia coli DH1	iWFL_1372	Escherichia coli W	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECDH1ME8569_1439	Escherichia coli DH1	iY75_1357	Escherichia coli str. K-12 substr. W3110	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECDH1ME8569_1439	Escherichia coli DH1	iZ_1308	Escherichia coli O157:H7 str. EDL933	34	33	33	34	1	0	0.9706	97.06	0
map00030	rn00030	Pentose phosphate pathway	iECDH1ME8569_1439	Escherichia coli DH1	ic_1306	Escherichia coli CFT073	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECD_1391	Escherichia coli BL21(DE3)	iECED1_1282	Escherichia coli ED1a	33	34	33	34	0	1	0.9706	97.06	0
map00030	rn00030	Pentose phosphate pathway	iECD_1391	Escherichia coli BL21(DE3)	iECH74115_1262	Escherichia coli O157:H7 str. EC4115	33	33	32	34	1	1	0.9412	94.12	0
map00030	rn00030	Pentose phosphate pathway	iECD_1391	Escherichia coli BL21(DE3)	iECIAI1_1343	Escherichia coli IAI1	33	34	33	34	0	1	0.9706	97.06	0
map00030	rn00030	Pentose phosphate pathway	iECD_1391	Escherichia coli BL21(DE3)	iECIAI39_1322	Escherichia coli IAI39	33	34	33	34	0	1	0.9706	97.06	0
map00030	rn00030	Pentose phosphate pathway	iECD_1391	Escherichia coli BL21(DE3)	iECNA114_1301	Escherichia coli NA114	33	34	33	34	0	1	0.9706	97.06	0
map00030	rn00030	Pentose phosphate pathway	iECD_1391	Escherichia coli BL21(DE3)	iECO103_1326	Escherichia coli O103:H2 str. 12009	33	34	33	34	0	1	0.9706	97.06	0
map00030	rn00030	Pentose phosphate pathway	iECD_1391	Escherichia coli BL21(DE3)	iECO111_1330	Escherichia coli O111:H- str. 11128	33	34	33	34	0	1	0.9706	97.06	0
map00030	rn00030	Pentose phosphate pathway	iECD_1391	Escherichia coli BL21(DE3)	iECO26_1355	Escherichia coli O26:H11 str. 11368	33	34	33	34	0	1	0.9706	97.06	0
map00030	rn00030	Pentose phosphate pathway	iECD_1391	Escherichia coli BL21(DE3)	iECOK1_1307	Escherichia coli IHE3034	33	34	33	34	0	1	0.9706	97.06	0
map00030	rn00030	Pentose phosphate pathway	iECD_1391	Escherichia coli BL21(DE3)	iECP_1309	Escherichia coli 536	33	34	33	34	0	1	0.9706	97.06	0
map00030	rn00030	Pentose phosphate pathway	iECD_1391	Escherichia coli BL21(DE3)	iECS88_1305	Escherichia coli S88	33	34	33	34	0	1	0.9706	97.06	0
map00030	rn00030	Pentose phosphate pathway	iECD_1391	Escherichia coli BL21(DE3)	iECSE_1348	Escherichia coli SE11	33	34	33	34	0	1	0.9706	97.06	0
map00030	rn00030	Pentose phosphate pathway	iECD_1391	Escherichia coli BL21(DE3)	iECSF_1327	Escherichia coli SE15	33	34	33	34	0	1	0.9706	97.06	0
map00030	rn00030	Pentose phosphate pathway	iECD_1391	Escherichia coli BL21(DE3)	iECSP_1301	Escherichia coli O157:H7 str. TW14359	33	33	32	34	1	1	0.9412	94.12	0
map00030	rn00030	Pentose phosphate pathway	iECD_1391	Escherichia coli BL21(DE3)	iECUMN_1333	Escherichia coli UMN026	33	34	33	34	0	1	0.9706	97.06	0
map00030	rn00030	Pentose phosphate pathway	iECD_1391	Escherichia coli BL21(DE3)	iECW_1372	Escherichia coli W	33	34	33	34	0	1	0.9706	97.06	0
map00030	rn00030	Pentose phosphate pathway	iECD_1391	Escherichia coli BL21(DE3)	iECs_1301	Escherichia coli O157:H7 str. Sakai	33	33	32	34	1	1	0.9412	94.12	0
map00030	rn00030	Pentose phosphate pathway	iECD_1391	Escherichia coli BL21(DE3)	iEKO11_1354	Escherichia coli KO11FL	33	32	31	34	2	1	0.9118	91.18	0
map00030	rn00030	Pentose phosphate pathway	iECD_1391	Escherichia coli BL21(DE3)	iETEC_1333	Escherichia coli ETEC H10407	33	34	33	34	0	1	0.9706	97.06	0
map00030	rn00030	Pentose phosphate pathway	iECD_1391	Escherichia coli BL21(DE3)	iEcDH1_1363	Escherichia coli DH1	33	34	33	34	0	1	0.9706	97.06	0
map00030	rn00030	Pentose phosphate pathway	iECD_1391	Escherichia coli BL21(DE3)	iEcE24377_1341	Escherichia coli O139:H28 str. E24377A	33	34	33	34	0	1	0.9706	97.06	0
map00030	rn00030	Pentose phosphate pathway	iECD_1391	Escherichia coli BL21(DE3)	iEcHS_1320	Escherichia coli HS	33	34	33	34	0	1	0.9706	97.06	0
map00030	rn00030	Pentose phosphate pathway	iECD_1391	Escherichia coli BL21(DE3)	iEcSMS35_1347	Escherichia coli SMS-3-5	33	34	33	34	0	1	0.9706	97.06	0
map00030	rn00030	Pentose phosphate pathway	iECD_1391	Escherichia coli BL21(DE3)	iEcolC_1368	Escherichia coli ATCC 8739	33	34	33	34	0	1	0.9706	97.06	0
map00030	rn00030	Pentose phosphate pathway	iECD_1391	Escherichia coli BL21(DE3)	iG2583_1286	Escherichia coli O55:H7 str. CB9615	33	33	32	34	1	1	0.9412	94.12	0
map00030	rn00030	Pentose phosphate pathway	iECD_1391	Escherichia coli BL21(DE3)	iJO1366	Escherichia coli str. K-12 substr. MG1655	33	34	33	34	0	1	0.9706	97.06	0
map00030	rn00030	Pentose phosphate pathway	iECD_1391	Escherichia coli BL21(DE3)	iJR904	Escherichia coli str. K-12 substr. MG1655	33	32	31	34	2	1	0.9118	91.18	0
map00030	rn00030	Pentose phosphate pathway	iECD_1391	Escherichia coli BL21(DE3)	iLF82_1304	Escherichia coli LF82	33	34	33	34	0	1	0.9706	97.06	0
map00030	rn00030	Pentose phosphate pathway	iECD_1391	Escherichia coli BL21(DE3)	iML1515	Escherichia coli str. K-12 substr. MG1655	33	34	33	34	0	1	0.9706	97.06	0
map00030	rn00030	Pentose phosphate pathway	iECD_1391	Escherichia coli BL21(DE3)	iNRG857_1313	Escherichia coli O83:H1 str. NRG 857C	33	34	33	34	0	1	0.9706	97.06	0
map00030	rn00030	Pentose phosphate pathway	iECD_1391	Escherichia coli BL21(DE3)	iUMN146_1321	Escherichia coli UM146	33	34	33	34	0	1	0.9706	97.06	0
map00030	rn00030	Pentose phosphate pathway	iECD_1391	Escherichia coli BL21(DE3)	iUMNK88_1353	Escherichia coli UMNK88	33	34	33	34	0	1	0.9706	97.06	0
map00030	rn00030	Pentose phosphate pathway	iECD_1391	Escherichia coli BL21(DE3)	iUTI89_1310	Escherichia coli UTI89	33	34	33	34	0	1	0.9706	97.06	0
map00030	rn00030	Pentose phosphate pathway	iECD_1391	Escherichia coli BL21(DE3)	iWFL_1372	Escherichia coli W	33	34	33	34	0	1	0.9706	97.06	0
map00030	rn00030	Pentose phosphate pathway	iECD_1391	Escherichia coli BL21(DE3)	iY75_1357	Escherichia coli str. K-12 substr. W3110	33	34	33	34	0	1	0.9706	97.06	0
map00030	rn00030	Pentose phosphate pathway	iECD_1391	Escherichia coli BL21(DE3)	iZ_1308	Escherichia coli O157:H7 str. EDL933	33	33	32	34	1	1	0.9412	94.12	0
map00030	rn00030	Pentose phosphate pathway	iECD_1391	Escherichia coli BL21(DE3)	ic_1306	Escherichia coli CFT073	33	34	33	34	0	1	0.9706	97.06	0
map00030	rn00030	Pentose phosphate pathway	iECED1_1282	Escherichia coli ED1a	iECH74115_1262	Escherichia coli O157:H7 str. EC4115	34	33	33	34	1	0	0.9706	97.06	0
map00030	rn00030	Pentose phosphate pathway	iECED1_1282	Escherichia coli ED1a	iECIAI1_1343	Escherichia coli IAI1	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECED1_1282	Escherichia coli ED1a	iECIAI39_1322	Escherichia coli IAI39	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECED1_1282	Escherichia coli ED1a	iECNA114_1301	Escherichia coli NA114	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECED1_1282	Escherichia coli ED1a	iECO103_1326	Escherichia coli O103:H2 str. 12009	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECED1_1282	Escherichia coli ED1a	iECO111_1330	Escherichia coli O111:H- str. 11128	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECED1_1282	Escherichia coli ED1a	iECO26_1355	Escherichia coli O26:H11 str. 11368	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECED1_1282	Escherichia coli ED1a	iECOK1_1307	Escherichia coli IHE3034	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECED1_1282	Escherichia coli ED1a	iECP_1309	Escherichia coli 536	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECED1_1282	Escherichia coli ED1a	iECS88_1305	Escherichia coli S88	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECED1_1282	Escherichia coli ED1a	iECSE_1348	Escherichia coli SE11	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECED1_1282	Escherichia coli ED1a	iECSF_1327	Escherichia coli SE15	34	34	34	34	0	0	1.0	100.0	1
map00030	rn00030	Pentose phosphate pathway	iECED1_1282	Escherichia coli ED1a	iECSP_1301	Escherichia coli O157:H7 str. TW14359	34	33	33	34	1	0	0.9706	97.06	0
