pathway	pathway_rn	pathway_label	model_id	organism	reaction_count	reaction_set	status	map_json
map00680	rn00680	Methane metabolism / C1 metabolism	iEC1349_Crooks	Escherichia coli ATCC 8739	22	R00134|R00199|R00230|R00235|R00315|R00342|R00345|R00527|R00582|R00658|R00756|R00762|R00945|R01068|R01388|R01513|R01518|R04173|R06982|R06983|R08572|R12754	ok	results\prokaryote_maps\maps\map00680\iEC1349_Crooks\iEC1349_Crooks_map00680_map.json
map00680	rn00680	Methane metabolism / C1 metabolism	iEC1356_Bl21DE3	Escherichia coli BL21(DE3)	21	R00199|R00230|R00235|R00315|R00342|R00345|R00527|R00582|R00658|R00756|R00762|R00945|R01068|R01388|R01513|R01518|R04173|R06982|R06983|R08572|R12754	ok	results\prokaryote_maps\maps\map00680\iEC1356_Bl21DE3\iEC1356_Bl21DE3_map00680_map.json
map00680	rn00680	Methane metabolism / C1 metabolism	iEC1364_W	Escherichia coli W	21	R00199|R00230|R00235|R00315|R00342|R00345|R00527|R00582|R00658|R00756|R00762|R00945|R01068|R01388|R01513|R01518|R04173|R06982|R06983|R08572|R12754	ok	results\prokaryote_maps\maps\map00680\iEC1364_W\iEC1364_W_map00680_map.json
map00680	rn00680	Methane metabolism / C1 metabolism	iEC1368_DH5a	Escherichia coli DH5[alpha]	21	R00199|R00230|R00235|R00315|R00342|R00345|R00527|R00582|R00658|R00756|R00762|R00945|R01068|R01388|R01513|R01518|R04173|R06982|R06983|R08572|R12754	ok	results\prokaryote_maps\maps\map00680\iEC1368_DH5a\iEC1368_DH5a_map00680_map.json
map00680	rn00680	Methane metabolism / C1 metabolism	iEC1372_W3110	Escherichia coli str. K-12 substr. W3110	21	R00199|R00230|R00235|R00315|R00342|R00345|R00527|R00582|R00658|R00756|R00762|R00945|R01068|R01388|R01513|R01518|R04173|R06982|R06983|R08572|R12754	ok	results\prokaryote_maps\maps\map00680\iEC1372_W3110\iEC1372_W3110_map00680_map.json
map00680	rn00680	Methane metabolism / C1 metabolism	iEC55989_1330	Escherichia coli 55989	21	R00199|R00230|R00235|R00315|R00342|R00345|R00527|R00582|R00658|R00756|R00762|R00945|R01068|R01388|R01513|R01518|R04173|R06982|R06983|R08572|R12754	ok	results\prokaryote_maps\maps\map00680\iEC55989_1330\iEC55989_1330_map00680_map.json
map00680	rn00680	Methane metabolism / C1 metabolism	iECABU_c1320	Escherichia coli ABU 83972	21	R00199|R00230|R00235|R00315|R00342|R00345|R00527|R00582|R00658|R00756|R00762|R00945|R01068|R01388|R01513|R01518|R04173|R06982|R06983|R08572|R12754	ok	results\prokaryote_maps\maps\map00680\iECABU_c1320\iECABU_c1320_map00680_map.json
map00680	rn00680	Methane metabolism / C1 metabolism	iECBD_1354	Escherichia coli 'BL21-Gold(DE3)pLysS AG'	21	R00199|R00230|R00235|R00315|R00342|R00345|R00527|R00582|R00658|R00756|R00762|R00945|R01068|R01388|R01513|R01518|R04173|R06982|R06983|R08572|R12754	ok	results\prokaryote_maps\maps\map00680\iECBD_1354\iECBD_1354_map00680_map.json
map00680	rn00680	Methane metabolism / C1 metabolism	iECB_1328	Escherichia coli B str. REL606	21	R00199|R00230|R00235|R00315|R00342|R00345|R00527|R00582|R00658|R00756|R00762|R00945|R01068|R01388|R01513|R01518|R04173|R06982|R06983|R08572|R12754	ok	results\prokaryote_maps\maps\map00680\iECB_1328\iECB_1328_map00680_map.json
map00680	rn00680	Methane metabolism / C1 metabolism	iECDH10B_1368	Escherichia coli str. K-12 substr. DH10B	21	R00199|R00230|R00235|R00315|R00342|R00345|R00527|R00582|R00658|R00756|R00762|R00945|R01068|R01388|R01513|R01518|R04173|R06982|R06983|R08572|R12754	ok	results\prokaryote_maps\maps\map00680\iECDH10B_1368\iECDH10B_1368_map00680_map.json
map00680	rn00680	Methane metabolism / C1 metabolism	iECDH1ME8569_1439	Escherichia coli DH1	21	R00199|R00230|R00235|R00315|R00342|R00345|R00527|R00582|R00658|R00756|R00762|R00945|R01068|R01388|R01513|R01518|R04173|R06982|R06983|R08572|R12754	ok	results\prokaryote_maps\maps\map00680\iECDH1ME8569_1439\iECDH1ME8569_1439_map00680_map.json
map00680	rn00680	Methane metabolism / C1 metabolism	iECD_1391	Escherichia coli BL21(DE3)	21	R00199|R00230|R00235|R00315|R00342|R00345|R00527|R00582|R00658|R00756|R00762|R00945|R01068|R01388|R01513|R01518|R04173|R06982|R06983|R08572|R12754	ok	results\prokaryote_maps\maps\map00680\iECD_1391\iECD_1391_map00680_map.json
map00680	rn00680	Methane metabolism / C1 metabolism	iECED1_1282	Escherichia coli ED1a	21	R00199|R00230|R00235|R00315|R00342|R00345|R00527|R00582|R00658|R00756|R00762|R00945|R01068|R01388|R01513|R01518|R04173|R06982|R06983|R08572|R12754	ok	results\prokaryote_maps\maps\map00680\iECED1_1282\iECED1_1282_map00680_map.json
map00680	rn00680	Methane metabolism / C1 metabolism	iECH74115_1262	Escherichia coli O157:H7 str. EC4115	20	R00199|R00230|R00235|R00315|R00342|R00345|R00527|R00582|R00658|R00756|R00762|R00945|R01068|R01388|R01513|R01518|R04173|R06982|R06983|R08572	ok	results\prokaryote_maps\maps\map00680\iECH74115_1262\iECH74115_1262_map00680_map.json
map00680	rn00680	Methane metabolism / C1 metabolism	iECIAI1_1343	Escherichia coli IAI1	21	R00199|R00230|R00235|R00315|R00342|R00345|R00527|R00582|R00658|R00756|R00762|R00945|R01068|R01388|R01513|R01518|R04173|R06982|R06983|R08572|R12754	ok	results\prokaryote_maps\maps\map00680\iECIAI1_1343\iECIAI1_1343_map00680_map.json
map00680	rn00680	Methane metabolism / C1 metabolism	iECIAI39_1322	Escherichia coli IAI39	21	R00199|R00230|R00235|R00315|R00342|R00345|R00527|R00582|R00658|R00756|R00762|R00945|R01068|R01388|R01513|R01518|R04173|R06982|R06983|R08572|R12754	ok	results\prokaryote_maps\maps\map00680\iECIAI39_1322\iECIAI39_1322_map00680_map.json
map00680	rn00680	Methane metabolism / C1 metabolism	iECNA114_1301	Escherichia coli NA114	21	R00199|R00230|R00235|R00315|R00342|R00345|R00527|R00582|R00658|R00756|R00762|R00945|R01068|R01388|R01513|R01518|R04173|R06982|R06983|R08572|R12754	ok	results\prokaryote_maps\maps\map00680\iECNA114_1301\iECNA114_1301_map00680_map.json
map00680	rn00680	Methane metabolism / C1 metabolism	iECO103_1326	Escherichia coli O103:H2 str. 12009	21	R00199|R00230|R00235|R00315|R00342|R00345|R00527|R00582|R00658|R00756|R00762|R00945|R01068|R01388|R01513|R01518|R04173|R06982|R06983|R08572|R12754	ok	results\prokaryote_maps\maps\map00680\iECO103_1326\iECO103_1326_map00680_map.json
map00680	rn00680	Methane metabolism / C1 metabolism	iECO111_1330	Escherichia coli O111:H- str. 11128	21	R00199|R00230|R00235|R00315|R00342|R00345|R00527|R00582|R00658|R00756|R00762|R00945|R01068|R01388|R01513|R01518|R04173|R06982|R06983|R08572|R12754	ok	results\prokaryote_maps\maps\map00680\iECO111_1330\iECO111_1330_map00680_map.json
map00680	rn00680	Methane metabolism / C1 metabolism	iECO26_1355	Escherichia coli O26:H11 str. 11368	21	R00199|R00230|R00235|R00315|R00342|R00345|R00527|R00582|R00658|R00756|R00762|R00945|R01068|R01388|R01513|R01518|R04173|R06982|R06983|R08572|R12754	ok	results\prokaryote_maps\maps\map00680\iECO26_1355\iECO26_1355_map00680_map.json
map00680	rn00680	Methane metabolism / C1 metabolism	iECOK1_1307	Escherichia coli IHE3034	21	R00199|R00230|R00235|R00315|R00342|R00345|R00527|R00582|R00658|R00756|R00762|R00945|R01068|R01388|R01513|R01518|R04173|R06982|R06983|R08572|R12754	ok	results\prokaryote_maps\maps\map00680\iECOK1_1307\iECOK1_1307_map00680_map.json
map00680	rn00680	Methane metabolism / C1 metabolism	iECP_1309	Escherichia coli 536	21	R00199|R00230|R00235|R00315|R00342|R00345|R00527|R00582|R00658|R00756|R00762|R00945|R01068|R01388|R01513|R01518|R04173|R06982|R06983|R08572|R12754	ok	results\prokaryote_maps\maps\map00680\iECP_1309\iECP_1309_map00680_map.json
map00680	rn00680	Methane metabolism / C1 metabolism	iECS88_1305	Escherichia coli S88	21	R00199|R00230|R00235|R00315|R00342|R00345|R00527|R00582|R00658|R00756|R00762|R00945|R01068|R01388|R01513|R01518|R04173|R06982|R06983|R08572|R12754	ok	results\prokaryote_maps\maps\map00680\iECS88_1305\iECS88_1305_map00680_map.json
map00680	rn00680	Methane metabolism / C1 metabolism	iECSE_1348	Escherichia coli SE11	21	R00199|R00230|R00235|R00315|R00342|R00345|R00527|R00582|R00658|R00756|R00762|R00945|R01068|R01388|R01513|R01518|R04173|R06982|R06983|R08572|R12754	ok	results\prokaryote_maps\maps\map00680\iECSE_1348\iECSE_1348_map00680_map.json
map00680	rn00680	Methane metabolism / C1 metabolism	iECSF_1327	Escherichia coli SE15	21	R00199|R00230|R00235|R00315|R00342|R00345|R00527|R00582|R00658|R00756|R00762|R00945|R01068|R01388|R01513|R01518|R04173|R06982|R06983|R08572|R12754	ok	results\prokaryote_maps\maps\map00680\iECSF_1327\iECSF_1327_map00680_map.json
map00680	rn00680	Methane metabolism / C1 metabolism	iECSP_1301	Escherichia coli O157:H7 str. TW14359	21	R00199|R00230|R00235|R00315|R00342|R00345|R00527|R00582|R00658|R00756|R00762|R00945|R01068|R01388|R01513|R01518|R04173|R06982|R06983|R08572|R12754	ok	results\prokaryote_maps\maps\map00680\iECSP_1301\iECSP_1301_map00680_map.json
map00680	rn00680	Methane metabolism / C1 metabolism	iECUMN_1333	Escherichia coli UMN026	21	R00199|R00230|R00235|R00315|R00342|R00345|R00527|R00582|R00658|R00756|R00762|R00945|R01068|R01388|R01513|R01518|R04173|R06982|R06983|R08572|R12754	ok	results\prokaryote_maps\maps\map00680\iECUMN_1333\iECUMN_1333_map00680_map.json
map00680	rn00680	Methane metabolism / C1 metabolism	iECW_1372	Escherichia coli W	21	R00199|R00230|R00235|R00315|R00342|R00345|R00527|R00582|R00658|R00756|R00762|R00945|R01068|R01388|R01513|R01518|R04173|R06982|R06983|R08572|R12754	ok	results\prokaryote_maps\maps\map00680\iECW_1372\iECW_1372_map00680_map.json
map00680	rn00680	Methane metabolism / C1 metabolism	iECs_1301	Escherichia coli O157:H7 str. Sakai	21	R00199|R00230|R00235|R00315|R00342|R00345|R00527|R00582|R00658|R00756|R00762|R00945|R01068|R01388|R01513|R01518|R04173|R06982|R06983|R08572|R12754	ok	results\prokaryote_maps\maps\map00680\iECs_1301\iECs_1301_map00680_map.json
map00680	rn00680	Methane metabolism / C1 metabolism	iEKO11_1354	Escherichia coli KO11FL	21	R00199|R00230|R00235|R00315|R00342|R00345|R00527|R00582|R00658|R00756|R00762|R00945|R01068|R01388|R01513|R01518|R04173|R06982|R06983|R08572|R12754	ok	results\prokaryote_maps\maps\map00680\iEKO11_1354\iEKO11_1354_map00680_map.json
map00680	rn00680	Methane metabolism / C1 metabolism	iETEC_1333	Escherichia coli ETEC H10407	21	R00199|R00230|R00235|R00315|R00342|R00345|R00527|R00582|R00658|R00756|R00762|R00945|R01068|R01388|R01513|R01518|R04173|R06982|R06983|R08572|R12754	ok	results\prokaryote_maps\maps\map00680\iETEC_1333\iETEC_1333_map00680_map.json
map00680	rn00680	Methane metabolism / C1 metabolism	iEcDH1_1363	Escherichia coli DH1	21	R00199|R00230|R00235|R00315|R00342|R00345|R00527|R00582|R00658|R00756|R00762|R00945|R01068|R01388|R01513|R01518|R04173|R06982|R06983|R08572|R12754	ok	results\prokaryote_maps\maps\map00680\iEcDH1_1363\iEcDH1_1363_map00680_map.json
map00680	rn00680	Methane metabolism / C1 metabolism	iEcE24377_1341	Escherichia coli O139:H28 str. E24377A	21	R00199|R00230|R00235|R00315|R00342|R00345|R00527|R00582|R00658|R00756|R00762|R00945|R01068|R01388|R01513|R01518|R04173|R06982|R06983|R08572|R12754	ok	results\prokaryote_maps\maps\map00680\iEcE24377_1341\iEcE24377_1341_map00680_map.json
map00680	rn00680	Methane metabolism / C1 metabolism	iEcHS_1320	Escherichia coli HS	21	R00199|R00230|R00235|R00315|R00342|R00345|R00527|R00582|R00658|R00756|R00762|R00945|R01068|R01388|R01513|R01518|R04173|R06982|R06983|R08572|R12754	ok	results\prokaryote_maps\maps\map00680\iEcHS_1320\iEcHS_1320_map00680_map.json
map00680	rn00680	Methane metabolism / C1 metabolism	iEcSMS35_1347	Escherichia coli SMS-3-5	21	R00199|R00230|R00235|R00315|R00342|R00345|R00527|R00582|R00658|R00756|R00762|R00945|R01068|R01388|R01513|R01518|R04173|R06982|R06983|R08572|R12754	ok	results\prokaryote_maps\maps\map00680\iEcSMS35_1347\iEcSMS35_1347_map00680_map.json
map00680	rn00680	Methane metabolism / C1 metabolism	iEcolC_1368	Escherichia coli ATCC 8739	21	R00199|R00230|R00235|R00315|R00342|R00345|R00527|R00582|R00658|R00756|R00762|R00945|R01068|R01388|R01513|R01518|R04173|R06982|R06983|R08572|R12754	ok	results\prokaryote_maps\maps\map00680\iEcolC_1368\iEcolC_1368_map00680_map.json
map00680	rn00680	Methane metabolism / C1 metabolism	iG2583_1286	Escherichia coli O55:H7 str. CB9615	20	R00199|R00230|R00235|R00315|R00342|R00345|R00527|R00582|R00658|R00756|R00762|R00945|R01068|R01388|R01513|R01518|R04173|R06982|R06983|R08572	ok	results\prokaryote_maps\maps\map00680\iG2583_1286\iG2583_1286_map00680_map.json
map00680	rn00680	Methane metabolism / C1 metabolism	iJO1366	Escherichia coli str. K-12 substr. MG1655	21	R00199|R00230|R00235|R00315|R00342|R00345|R00527|R00582|R00658|R00756|R00762|R00945|R01068|R01388|R01513|R01518|R04173|R06982|R06983|R08572|R12754	ok	results\prokaryote_maps\maps\map00680\iJO1366\iJO1366_map00680_map.json
map00680	rn00680	Methane metabolism / C1 metabolism	iJR904	Escherichia coli str. K-12 substr. MG1655	17	R00199|R00230|R00235|R00315|R00342|R00345|R00582|R00658|R00756|R00762|R00945|R01068|R01388|R01513|R01518|R04173|R12754	ok	results\prokaryote_maps\maps\map00680\iJR904\iJR904_map00680_map.json
map00680	rn00680	Methane metabolism / C1 metabolism	iLF82_1304	Escherichia coli LF82	21	R00199|R00230|R00235|R00315|R00342|R00345|R00527|R00582|R00658|R00756|R00762|R00945|R01068|R01388|R01513|R01518|R04173|R06982|R06983|R08572|R12754	ok	results\prokaryote_maps\maps\map00680\iLF82_1304\iLF82_1304_map00680_map.json
map00680	rn00680	Methane metabolism / C1 metabolism	iML1515	Escherichia coli str. K-12 substr. MG1655	21	R00199|R00230|R00235|R00315|R00342|R00345|R00527|R00582|R00658|R00756|R00762|R00945|R01068|R01388|R01513|R01518|R04173|R06982|R06983|R08572|R12754	ok	results\prokaryote_maps\maps\map00680\iML1515\iML1515_map00680_map.json
map00680	rn00680	Methane metabolism / C1 metabolism	iNRG857_1313	Escherichia coli O83:H1 str. NRG 857C	21	R00199|R00230|R00235|R00315|R00342|R00345|R00527|R00582|R00658|R00756|R00762|R00945|R01068|R01388|R01513|R01518|R04173|R06982|R06983|R08572|R12754	ok	results\prokaryote_maps\maps\map00680\iNRG857_1313\iNRG857_1313_map00680_map.json
map00680	rn00680	Methane metabolism / C1 metabolism	iUMN146_1321	Escherichia coli UM146	21	R00199|R00230|R00235|R00315|R00342|R00345|R00527|R00582|R00658|R00756|R00762|R00945|R01068|R01388|R01513|R01518|R04173|R06982|R06983|R08572|R12754	ok	results\prokaryote_maps\maps\map00680\iUMN146_1321\iUMN146_1321_map00680_map.json
map00680	rn00680	Methane metabolism / C1 metabolism	iUMNK88_1353	Escherichia coli UMNK88	21	R00199|R00230|R00235|R00315|R00342|R00345|R00527|R00582|R00658|R00756|R00762|R00945|R01068|R01388|R01513|R01518|R04173|R06982|R06983|R08572|R12754	ok	results\prokaryote_maps\maps\map00680\iUMNK88_1353\iUMNK88_1353_map00680_map.json
map00680	rn00680	Methane metabolism / C1 metabolism	iUTI89_1310	Escherichia coli UTI89	21	R00199|R00230|R00235|R00315|R00342|R00345|R00527|R00582|R00658|R00756|R00762|R00945|R01068|R01388|R01513|R01518|R04173|R06982|R06983|R08572|R12754	ok	results\prokaryote_maps\maps\map00680\iUTI89_1310\iUTI89_1310_map00680_map.json
map00680	rn00680	Methane metabolism / C1 metabolism	iWFL_1372	Escherichia coli W	21	R00199|R00230|R00235|R00315|R00342|R00345|R00527|R00582|R00658|R00756|R00762|R00945|R01068|R01388|R01513|R01518|R04173|R06982|R06983|R08572|R12754	ok	results\prokaryote_maps\maps\map00680\iWFL_1372\iWFL_1372_map00680_map.json
map00680	rn00680	Methane metabolism / C1 metabolism	iY75_1357	Escherichia coli str. K-12 substr. W3110	21	R00199|R00230|R00235|R00315|R00342|R00345|R00527|R00582|R00658|R00756|R00762|R00945|R01068|R01388|R01513|R01518|R04173|R06982|R06983|R08572|R12754	ok	results\prokaryote_maps\maps\map00680\iY75_1357\iY75_1357_map00680_map.json
map00680	rn00680	Methane metabolism / C1 metabolism	iZ_1308	Escherichia coli O157:H7 str. EDL933	21	R00199|R00230|R00235|R00315|R00342|R00345|R00527|R00582|R00658|R00756|R00762|R00945|R01068|R01388|R01513|R01518|R04173|R06982|R06983|R08572|R12754	ok	results\prokaryote_maps\maps\map00680\iZ_1308\iZ_1308_map00680_map.json
map00680	rn00680	Methane metabolism / C1 metabolism	ic_1306	Escherichia coli CFT073	21	R00199|R00230|R00235|R00315|R00342|R00345|R00527|R00582|R00658|R00756|R00762|R00945|R01068|R01388|R01513|R01518|R04173|R06982|R06983|R08572|R12754	ok	results\prokaryote_maps\maps\map00680\ic_1306\ic_1306_map00680_map.json



