pathway	pathway_rn	pathway_label	model_id	organism	reaction_count	reaction_set	status	map_json
map00020	rn00020	Citrate cycle (TCA cycle)	iEcDH1_1363	Escherichia coli DH1	7	R00341|R00342|R00351|R00405|R01082|R01325|R01900	ok	results\prokaryote_maps\maps\map00020\iEcDH1_1363\iEcDH1_1363_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iEcE24377_1341	Escherichia coli O139:H28 str. E24377A	7	R00341|R00342|R00351|R00405|R01082|R01325|R01900	ok	results\prokaryote_maps\maps\map00020\iEcE24377_1341\iEcE24377_1341_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iEcHS_1320	Escherichia coli HS	7	R00341|R00342|R00351|R00405|R01082|R01325|R01900	ok	results\prokaryote_maps\maps\map00020\iEcHS_1320\iEcHS_1320_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iEcSMS35_1347	Escherichia coli SMS-3-5	7	R00341|R00342|R00351|R00405|R01082|R01325|R01900	ok	results\prokaryote_maps\maps\map00020\iEcSMS35_1347\iEcSMS35_1347_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iEcolC_1368	Escherichia coli ATCC 8739	7	R00341|R00342|R00351|R00405|R01082|R01325|R01900	ok	results\prokaryote_maps\maps\map00020\iEcolC_1368\iEcolC_1368_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iG2583_1286	Escherichia coli O55:H7 str. CB9615	7	R00341|R00342|R00351|R00405|R01082|R01325|R01900	ok	results\prokaryote_maps\maps\map00020\iG2583_1286\iG2583_1286_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iJO1366	Escherichia coli str. K-12 substr. MG1655	7	R00341|R00342|R00351|R00405|R01082|R01325|R01900	ok	results\prokaryote_maps\maps\map00020\iJO1366\iJO1366_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iJR904	Escherichia coli str. K-12 substr. MG1655	5	R00341|R00342|R00351|R00405|R01082	ok	results\prokaryote_maps\maps\map00020\iJR904\iJR904_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iLF82_1304	Escherichia coli LF82	7	R00341|R00342|R00351|R00405|R01082|R01325|R01900	ok	results\prokaryote_maps\maps\map00020\iLF82_1304\iLF82_1304_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iML1515	Escherichia coli str. K-12 substr. MG1655	7	R00341|R00342|R00351|R00405|R01082|R01325|R01900	ok	results\prokaryote_maps\maps\map00020\iML1515\iML1515_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iNRG857_1313	Escherichia coli O83:H1 str. NRG 857C	7	R00341|R00342|R00351|R00405|R01082|R01325|R01900	ok	results\prokaryote_maps\maps\map00020\iNRG857_1313\iNRG857_1313_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iUMN146_1321	Escherichia coli UM146	7	R00341|R00342|R00351|R00405|R01082|R01325|R01900	ok	results\prokaryote_maps\maps\map00020\iUMN146_1321\iUMN146_1321_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iUMNK88_1353	Escherichia coli UMNK88	7	R00341|R00342|R00351|R00405|R01082|R01325|R01900	ok	results\prokaryote_maps\maps\map00020\iUMNK88_1353\iUMNK88_1353_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iUTI89_1310	Escherichia coli UTI89	7	R00341|R00342|R00351|R00405|R01082|R01325|R01900	ok	results\prokaryote_maps\maps\map00020\iUTI89_1310\iUTI89_1310_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iWFL_1372	Escherichia coli W	7	R00341|R00342|R00351|R00405|R01082|R01325|R01900	ok	results\prokaryote_maps\maps\map00020\iWFL_1372\iWFL_1372_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iY75_1357	Escherichia coli str. K-12 substr. W3110	7	R00341|R00342|R00351|R00405|R01082|R01325|R01900	ok	results\prokaryote_maps\maps\map00020\iY75_1357\iY75_1357_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	iZ_1308	Escherichia coli O157:H7 str. EDL933	7	R00341|R00342|R00351|R00405|R01082|R01325|R01900	ok	results\prokaryote_maps\maps\map00020\iZ_1308\iZ_1308_map00020_map.json
map00020	rn00020	Citrate cycle (TCA cycle)	ic_1306	Escherichia coli CFT073	7	R00341|R00342|R00351|R00405|R01082|R01325|R01900	ok	results\prokaryote_maps\maps\map00020\ic_1306\ic_1306_map00020_map.json
map00030	rn00030	Pentose phosphate pathway	iAF1260	Escherichia coli str. K-12 substr. MG1655	22	R00756|R00762|R01049|R01051|R01056|R01057|R01066|R01067|R01068|R01528|R01529|R01541|R01737|R01739|R02035|R02036|R02749|R05605|R06836|R08572|R08575|R13089	ok	results\prokaryote_maps\maps\map00030\iAF1260\iAF1260_map00030_map.json
map00030	rn00030	Pentose phosphate pathway	iAF1260b	Escherichia coli str. K-12 substr. MG1655	22	R00756|R00762|R01049|R01051|R01056|R01057|R01066|R01067|R01068|R01528|R01529|R01541|R01737|R01739|R02035|R02036|R02749|R05605|R06836|R08572|R08575|R13089	ok	results\prokaryote_maps\maps\map00030\iAF1260b\iAF1260b_map00030_map.json
map00030	rn00030	Pentose phosphate pathway	iAPECO1_1312	Escherichia coli APEC O1	21	R00756|R00762|R01049|R01051|R01056|R01057|R01066|R01067|R01068|R01528|R01529|R01541|R01737|R02035|R02036|R02749|R05605|R06836|R08572|R08575|R13089	ok	results\prokaryote_maps\maps\map00030\iAPECO1_1312\iAPECO1_1312_map00030_map.json
map00030	rn00030	Pentose phosphate pathway	iB21_1397	Escherichia coli BL21(DE3)	20	R00756|R00762|R01049|R01051|R01056|R01057|R01066|R01067|R01068|R01528|R01529|R01541|R01737|R02036|R02749|R05605|R06836|R08572|R08575|R13089	ok	results\prokaryote_maps\maps\map00030\iB21_1397\iB21_1397_map00030_map.json
map00030	rn00030	Pentose phosphate pathway	iBWG_1329	Escherichia coli BW2952	21	R00756|R00762|R01049|R01051|R01056|R01057|R01066|R01067|R01068|R01528|R01529|R01541|R01737|R02035|R02036|R02749|R05605|R06836|R08572|R08575|R13089	ok	results\prokaryote_maps\maps\map00030\iBWG_1329\iBWG_1329_map00030_map.json
map00030	rn00030	Pentose phosphate pathway	iE2348C_1286	Escherichia coli O127:H6 str. E2348/69	21	R00756|R00762|R01049|R01051|R01056|R01057|R01066|R01067|R01068|R01528|R01529|R01541|R01737|R02035|R02036|R02749|R05605|R06836|R08572|R08575|R13089	ok	results\prokaryote_maps\maps\map00030\iE2348C_1286\iE2348C_1286_map00030_map.json
map00030	rn00030	Pentose phosphate pathway	iEC042_1314	Escherichia coli 042	22	R00756|R00762|R01049|R01051|R01056|R01057|R01066|R01067|R01068|R01528|R01529|R01541|R01737|R02035|R02036|R02749|R02750|R05605|R06836|R08572|R08575|R13089	ok	results\prokaryote_maps\maps\map00030\iEC042_1314\iEC042_1314_map00030_map.json
map00030	rn00030	Pentose phosphate pathway	iEC1344_C	Escherichia coli C	22	R00756|R00762|R01049|R01051|R01056|R01057|R01066|R01067|R01068|R01528|R01529|R01541|R01737|R01739|R02035|R02036|R02749|R05605|R06836|R08572|R08575|R13089	ok	results\prokaryote_maps\maps\map00030\iEC1344_C\iEC1344_C_map00030_map.json
map00030	rn00030	Pentose phosphate pathway	iEC1349_Crooks	Escherichia coli ATCC 8739	22	R00756|R00762|R01049|R01051|R01056|R01057|R01066|R01067|R01068|R01528|R01529|R01541|R01737|R01739|R02035|R02036|R02749|R05605|R06836|R08572|R08575|R13089	ok	results\prokaryote_maps\maps\map00030\iEC1349_Crooks\iEC1349_Crooks_map00030_map.json
map00030	rn00030	Pentose phosphate pathway	iEC1356_Bl21DE3	Escherichia coli BL21(DE3)	21	R00756|R00762|R01049|R01051|R01056|R01057|R01066|R01067|R01068|R01528|R01529|R01541|R01737|R01739|R02036|R02749|R05605|R06836|R08572|R08575|R13089	ok	results\prokaryote_maps\maps\map00030\iEC1356_Bl21DE3\iEC1356_Bl21DE3_map00030_map.json
map00030	rn00030	Pentose phosphate pathway	iEC1364_W	Escherichia coli W	22	R00756|R00762|R01049|R01056|R01057|R01066|R01067|R01068|R01528|R01529|R01541|R01737|R01739|R02034|R02035|R02036|R02749|R05605|R06836|R08572|R08575|R13089	ok	results\prokaryote_maps\maps\map00030\iEC1364_W\iEC1364_W_map00030_map.json
map00030	rn00030	Pentose phosphate pathway	iEC1368_DH5a	Escherichia coli DH5[alpha]	22	R00756|R00762|R01049|R01051|R01056|R01057|R01066|R01067|R01068|R01528|R01529|R01541|R01737|R01739|R02035|R02036|R02749|R05605|R06836|R08572|R08575|R13089	ok	results\prokaryote_maps\maps\map00030\iEC1368_DH5a\iEC1368_DH5a_map00030_map.json
map00030	rn00030	Pentose phosphate pathway	iEC1372_W3110	Escherichia coli str. K-12 substr. W3110	22	R00756|R00762|R01049|R01051|R01056|R01057|R01066|R01067|R01068|R01528|R01529|R01541|R01737|R01739|R02035|R02036|R02749|R05605|R06836|R08572|R08575|R13089	ok	results\prokaryote_maps\maps\map00030\iEC1372_W3110\iEC1372_W3110_map00030_map.json
map00030	rn00030	Pentose phosphate pathway	iEC55989_1330	Escherichia coli 55989	22	R00756|R00762|R01049|R01051|R01056|R01057|R01066|R01067|R01068|R01528|R01529|R01541|R01737|R02035|R02036|R02749|R02750|R05605|R06836|R08572|R08575|R13089	ok	results\prokaryote_maps\maps\map00030\iEC55989_1330\iEC55989_1330_map00030_map.json
map00030	rn00030	Pentose phosphate pathway	iECABU_c1320	Escherichia coli ABU 83972	22	R00756|R00762|R01049|R01051|R01056|R01057|R01066|R01067|R01068|R01528|R01529|R01541|R01737|R02035|R02036|R02749|R02750|R05605|R06836|R08572|R08575|R13089	ok	results\prokaryote_maps\maps\map00030\iECABU_c1320\iECABU_c1320_map00030_map.json
map00030	rn00030	Pentose phosphate pathway	iECBD_1354	Escherichia coli 'BL21-Gold(DE3)pLysS AG'	20	R00756|R00762|R01049|R01051|R01056|R01057|R01066|R01067|R01068|R01528|R01529|R01541|R01737|R02036|R02749|R05605|R06836|R08572|R08575|R13089	ok	results\prokaryote_maps\maps\map00030\iECBD_1354\iECBD_1354_map00030_map.json
map00030	rn00030	Pentose phosphate pathway	iECB_1328	Escherichia coli B str. REL606	21	R00756|R00762|R01049|R01051|R01056|R01057|R01066|R01067|R01068|R01528|R01529|R01541|R01737|R02035|R02036|R02749|R05605|R06836|R08572|R08575|R13089	ok	results\prokaryote_maps\maps\map00030\iECB_1328\iECB_1328_map00030_map.json
map00030	rn00030	Pentose phosphate pathway	iECDH10B_1368	Escherichia coli str. K-12 substr. DH10B	21	R00756|R00762|R01049|R01051|R01056|R01057|R01066|R01067|R01068|R01528|R01529|R01541|R01737|R02035|R02036|R02749|R05605|R06836|R08572|R08575|R13089	ok	results\prokaryote_maps\maps\map00030\iECDH10B_1368\iECDH10B_1368_map00030_map.json
map00030	rn00030	Pentose phosphate pathway	iECDH1ME8569_1439	Escherichia coli DH1	21	R00756|R00762|R01049|R01051|R01056|R01057|R01066|R01067|R01068|R01528|R01529|R01541|R01737|R02035|R02036|R02749|R05605|R06836|R08572|R08575|R13089	ok	results\prokaryote_maps\maps\map00030\iECDH1ME8569_1439\iECDH1ME8569_1439_map00030_map.json
map00030	rn00030	Pentose phosphate pathway	iECD_1391	Escherichia coli BL21(DE3)	20	R00756|R00762|R01049|R01051|R01056|R01057|R01066|R01067|R01068|R01528|R01529|R01541|R01737|R02036|R02749|R05605|R06836|R08572|R08575|R13089	ok	results\prokaryote_maps\maps\map00030\iECD_1391\iECD_1391_map00030_map.json
map00030	rn00030	Pentose phosphate pathway	iECED1_1282	Escherichia coli ED1a	22	R00756|R00762|R01049|R01051|R01056|R01057|R01066|R01067|R01068|R01528|R01529|R01541|R01737|R02035|R02036|R02749|R02750|R05605|R06836|R08572|R08575|R13089	ok	results\prokaryote_maps\maps\map00030\iECED1_1282\iECED1_1282_map00030_map.json
map00030	rn00030	Pentose phosphate pathway	iECH74115_1262	Escherichia coli O157:H7 str. EC4115	21	R00756|R00762|R01049|R01051|R01056|R01057|R01066|R01067|R01068|R01528|R01529|R01541|R01737|R02035|R02036|R02749|R05605|R06836|R08572|R08575|R13089	ok	results\prokaryote_maps\maps\map00030\iECH74115_1262\iECH74115_1262_map00030_map.json
map00030	rn00030	Pentose phosphate pathway	iECIAI1_1343	Escherichia coli IAI1	21	R00756|R00762|R01049|R01051|R01056|R01057|R01066|R01067|R01068|R01528|R01529|R01541|R01737|R02035|R02036|R02749|R05605|R06836|R08572|R08575|R13089	ok	results\prokaryote_maps\maps\map00030\iECIAI1_1343\iECIAI1_1343_map00030_map.json
map00030	rn00030	Pentose phosphate pathway	iECIAI39_1322	Escherichia coli IAI39	21	R00756|R00762|R01049|R01051|R01056|R01057|R01066|R01067|R01068|R01528|R01529|R01541|R01737|R02035|R02036|R02749|R05605|R06836|R08572|R08575|R13089	ok	results\prokaryote_maps\maps\map00030\iECIAI39_1322\iECIAI39_1322_map00030_map.json
map00030	rn00030	Pentose phosphate pathway	iECNA114_1301	Escherichia coli NA114	22	R00756|R00762|R01049|R01051|R01056|R01057|R01066|R01067|R01068|R01528|R01529|R01541|R01737|R02035|R02036|R02749|R02750|R05605|R06836|R08572|R08575|R13089	ok	results\prokaryote_maps\maps\map00030\iECNA114_1301\iECNA114_1301_map00030_map.json
map00030	rn00030	Pentose phosphate pathway	iECO103_1326	Escherichia coli O103:H2 str. 12009	21	R00756|R00762|R01049|R01051|R01056|R01057|R01066|R01067|R01068|R01528|R01529|R01541|R01737|R02035|R02036|R02749|R05605|R06836|R08572|R08575|R13089	ok	results\prokaryote_maps\maps\map00030\iECO103_1326\iECO103_1326_map00030_map.json
map00030	rn00030	Pentose phosphate pathway	iECO111_1330	Escherichia coli O111:H- str. 11128	21	R00756|R00762|R01049|R01051|R01056|R01057|R01066|R01067|R01068|R01528|R01529|R01541|R01737|R02035|R02036|R02749|R05605|R06836|R08572|R08575|R13089	ok	results\prokaryote_maps\maps\map00030\iECO111_1330\iECO111_1330_map00030_map.json
map00030	rn00030	Pentose phosphate pathway	iECO26_1355	Escherichia coli O26:H11 str. 11368	21	R00756|R00762|R01049|R01051|R01056|R01057|R01066|R01067|R01068|R01528|R01529|R01541|R01737|R02035|R02036|R02749|R05605|R06836|R08572|R08575|R13089	ok	results\prokaryote_maps\maps\map00030\iECO26_1355\iECO26_1355_map00030_map.json
map00030	rn00030	Pentose phosphate pathway	iECOK1_1307	Escherichia coli IHE3034	21	R00756|R00762|R01049|R01051|R01056|R01057|R01066|R01067|R01068|R01528|R01529|R01541|R01737|R02035|R02036|R02749|R05605|R06836|R08572|R08575|R13089	ok	results\prokaryote_maps\maps\map00030\iECOK1_1307\iECOK1_1307_map00030_map.json
map00030	rn00030	Pentose phosphate pathway	iECP_1309	Escherichia coli 536	22	R00756|R00762|R01049|R01051|R01056|R01057|R01066|R01067|R01068|R01528|R01529|R01541|R01737|R02035|R02036|R02749|R02750|R05605|R06836|R08572|R08575|R13089	ok	results\prokaryote_maps\maps\map00030\iECP_1309\iECP_1309_map00030_map.json
map00030	rn00030	Pentose phosphate pathway	iECS88_1305	Escherichia coli S88	21	R00756|R00762|R01049|R01051|R01056|R01057|R01066|R01067|R01068|R01528|R01529|R01541|R01737|R02035|R02036|R02749|R05605|R06836|R08572|R08575|R13089	ok	results\prokaryote_maps\maps\map00030\iECS88_1305\iECS88_1305_map00030_map.json
map00030	rn00030	Pentose phosphate pathway	iECSE_1348	Escherichia coli SE11	21	R00756|R00762|R01049|R01051|R01056|R01057|R01066|R01067|R01068|R01528|R01529|R01541|R01737|R02035|R02036|R02749|R05605|R06836|R08572|R08575|R13089	ok	results\prokaryote_maps\maps\map00030\iECSE_1348\iECSE_1348_map00030_map.json
map00030	rn00030	Pentose phosphate pathway	iECSF_1327	Escherichia coli SE15	22	R00756|R00762|R01049|R01051|R01056|R01057|R01066|R01067|R01068|R01528|R01529|R01541|R01737|R02035|R02036|R02749|R02750|R05605|R06836|R08572|R08575|R13089	ok	results\prokaryote_maps\maps\map00030\iECSF_1327\iECSF_1327_map00030_map.json
map00030	rn00030	Pentose phosphate pathway	iECSP_1301	Escherichia coli O157:H7 str. TW14359	21	R00756|R00762|R01049|R01051|R01056|R01057|R01066|R01067|R01068|R01528|R01529|R01541|R01737|R02035|R02036|R02749|R05605|R06836|R08572|R08575|R13089	ok	results\prokaryote_maps\maps\map00030\iECSP_1301\iECSP_1301_map00030_map.json
map00030	rn00030	Pentose phosphate pathway	iECUMN_1333	Escherichia coli UMN026	21	R00756|R00762|R01049|R01051|R01056|R01057|R01066|R01067|R01068|R01528|R01529|R01541|R01737|R02035|R02036|R02749|R05605|R06836|R08572|R08575|R13089	ok	results\prokaryote_maps\maps\map00030\iECUMN_1333\iECUMN_1333_map00030_map.json
map00030	rn00030	Pentose phosphate pathway	iECW_1372	Escherichia coli W	21	R00756|R00762|R01049|R01051|R01056|R01057|R01066|R01067|R01068|R01528|R01529|R01541|R01737|R02035|R02036|R02749|R05605|R06836|R08572|R08575|R13089	ok	results\prokaryote_maps\maps\map00030\iECW_1372\iECW_1372_map00030_map.json
map00030	rn00030	Pentose phosphate pathway	iECs_1301	Escherichia coli O157:H7 str. Sakai	21	R00756|R00762|R01049|R01051|R01056|R01057|R01066|R01067|R01068|R01528|R01529|R01541|R01737|R02035|R02036|R02749|R05605|R06836|R08572|R08575|R13089	ok	results\prokaryote_maps\maps\map00030\iECs_1301\iECs_1301_map00030_map.json
map00030	rn00030	Pentose phosphate pathway	iEKO11_1354	Escherichia coli KO11FL	20	R00756|R00762|R01049|R01056|R01057|R01066|R01067|R01068|R01528|R01529|R01541|R01737|R02035|R02036|R02749|R05605|R06836|R08572|R08575|R13089	ok	results\prokaryote_maps\maps\map00030\iEKO11_1354\iEKO11_1354_map00030_map.json
map00030	rn00030	Pentose phosphate pathway	iETEC_1333	Escherichia coli ETEC H10407	22	R00756|R00762|R01049|R01051|R01056|R01057|R01066|R01067|R01068|R01528|R01529|R01541|R01737|R02035|R02036|R02749|R02750|R05605|R06836|R08572|R08575|R13089	ok	results\prokaryote_maps\maps\map00030\iETEC_1333\iETEC_1333_map00030_map.json
map00030	rn00030	Pentose phosphate pathway	iEcDH1_1363	Escherichia coli DH1	21	R00756|R00762|R01049|R01051|R01056|R01057|R01066|R01067|R01068|R01528|R01529|R01541|R01737|R02035|R02036|R02749|R05605|R06836|R08572|R08575|R13089	ok	results\prokaryote_maps\maps\map00030\iEcDH1_1363\iEcDH1_1363_map00030_map.json
map00030	rn00030	Pentose phosphate pathway	iEcE24377_1341	Escherichia coli O139:H28 str. E24377A	21	R00756|R00762|R01049|R01051|R01056|R01057|R01066|R01067|R01068|R01528|R01529|R01541|R01737|R02035|R02036|R02749|R05605|R06836|R08572|R08575|R13089	ok	results\prokaryote_maps\maps\map00030\iEcE24377_1341\iEcE24377_1341_map00030_map.json
map00030	rn00030	Pentose phosphate pathway	iEcHS_1320	Escherichia coli HS	21	R00756|R00762|R01049|R01051|R01056|R01057|R01066|R01067|R01068|R01528|R01529|R01541|R01737|R02035|R02036|R02749|R05605|R06836|R08572|R08575|R13089	ok	results\prokaryote_maps\maps\map00030\iEcHS_1320\iEcHS_1320_map00030_map.json
map00030	rn00030	Pentose phosphate pathway	iEcSMS35_1347	Escherichia coli SMS-3-5	21	R00756|R00762|R01049|R01051|R01056|R01057|R01066|R01067|R01068|R01528|R01529|R01541|R01737|R02035|R02036|R02749|R05605|R06836|R08572|R08575|R13089	ok	results\prokaryote_maps\maps\map00030\iEcSMS35_1347\iEcSMS35_1347_map00030_map.json
map00030	rn00030	Pentose phosphate pathway	iEcolC_1368	Escherichia coli ATCC 8739	21	R00756|R00762|R01049|R01051|R01056|R01057|R01066|R01067|R01068|R01528|R01529|R01541|R01737|R02035|R02036|R02749|R05605|R06836|R08572|R08575|R13089	ok	results\prokaryote_maps\maps\map00030\iEcolC_1368\iEcolC_1368_map00030_map.json
map00030	rn00030	Pentose phosphate pathway	iG2583_1286	Escherichia coli O55:H7 str. CB9615	21	R00756|R00762|R01049|R01051|R01056|R01057|R01066|R01067|R01068|R01528|R01529|R01541|R01737|R02035|R02036|R02749|R05605|R06836|R08572|R08575|R13089	ok	results\prokaryote_maps\maps\map00030\iG2583_1286\iG2583_1286_map00030_map.json
map00030	rn00030	Pentose phosphate pathway	iJO1366	Escherichia coli str. K-12 substr. MG1655	21	R00756|R00762|R01049|R01051|R01056|R01057|R01066|R01067|R01068|R01528|R01529|R01541|R01737|R02035|R02036|R02749|R05605|R06836|R08572|R08575|R13089	ok	results\prokaryote_maps\maps\map00030\iJO1366\iJO1366_map00030_map.json
map00030	rn00030	Pentose phosphate pathway	iJR904	Escherichia coli str. K-12 substr. MG1655	19	R00756|R00762|R01049|R01051|R01056|R01057|R01066|R01067|R01068|R01528|R01529|R01541|R01737|R01739|R02035|R02036|R02749|R05605|R08575	ok	results\prokaryote_maps\maps\map00030\iJR904\iJR904_map00030_map.json
map00030	rn00030	Pentose phosphate pathway	iLF82_1304	Escherichia coli LF82	21	R00756|R00762|R01049|R01051|R01056|R01057|R01066|R01067|R01068|R01528|R01529|R01541|R01737|R02035|R02036|R02749|R05605|R06836|R08572|R08575|R13089	ok	results\prokaryote_maps\maps\map00030\iLF82_1304\iLF82_1304_map00030_map.json
map00030	rn00030	Pentose phosphate pathway	iML1515	Escherichia coli str. K-12 substr. MG1655	21	R00756|R00762|R01049|R01051|R01056|R01057|R01066|R01067|R01068|R01528|R01529|R01541|R01737|R02035|R02036|R02749|R05605|R06836|R08572|R08575|R13089	ok	results\prokaryote_maps\maps\map00030\iML1515\iML1515_map00030_map.json
map00030	rn00030	Pentose phosphate pathway	iNRG857_1313	Escherichia coli O83:H1 str. NRG 857C	21	R00756|R00762|R01049|R01051|R01056|R01057|R01066|R01067|R01068|R01528|R01529|R01541|R01737|R02035|R02036|R02749|R05605|R06836|R08572|R08575|R13089	ok	results\prokaryote_maps\maps\map00030\iNRG857_1313\iNRG857_1313_map00030_map.json
map00030	rn00030	Pentose phosphate pathway	iUMN146_1321	Escherichia coli UM146	21	R00756|R00762|R01049|R01051|R01056|R01057|R01066|R01067|R01068|R01528|R01529|R01541|R01737|R02035|R02036|R02749|R05605|R06836|R08572|R08575|R13089	ok	results\prokaryote_maps\maps\map00030\iUMN146_1321\iUMN146_1321_map00030_map.json
map00030	rn00030	Pentose phosphate pathway	iUMNK88_1353	Escherichia coli UMNK88	21	R00756|R00762|R01049|R01051|R01056|R01057|R01066|R01067|R01068|R01528|R01529|R01541|R01737|R02035|R02036|R02749|R05605|R06836|R08572|R08575|R13089	ok	results\prokaryote_maps\maps\map00030\iUMNK88_1353\iUMNK88_1353_map00030_map.json
map00030	rn00030	Pentose phosphate pathway	iUTI89_1310	Escherichia coli UTI89	21	R00756|R00762|R01049|R01051|R01056|R01057|R01066|R01067|R01068|R01528|R01529|R01541|R01737|R02035|R02036|R02749|R05605|R06836|R08572|R08575|R13089	ok	results\prokaryote_maps\maps\map00030\iUTI89_1310\iUTI89_1310_map00030_map.json
map00030	rn00030	Pentose phosphate pathway	iWFL_1372	Escherichia coli W	21	R00756|R00762|R01049|R01051|R01056|R01057|R01066|R01067|R01068|R01528|R01529|R01541|R01737|R02035|R02036|R02749|R05605|R06836|R08572|R08575|R13089	ok	results\prokaryote_maps\maps\map00030\iWFL_1372\iWFL_1372_map00030_map.json
map00030	rn00030	Pentose phosphate pathway	iY75_1357	Escherichia coli str. K-12 substr. W3110	21	R00756|R00762|R01049|R01051|R01056|R01057|R01066|R01067|R01068|R01528|R01529|R01541|R01737|R02035|R02036|R02749|R05605|R06836|R08572|R08575|R13089	ok	results\prokaryote_maps\maps\map00030\iY75_1357\iY75_1357_map00030_map.json
map00030	rn00030	Pentose phosphate pathway	iZ_1308	Escherichia coli O157:H7 str. EDL933	21	R00756|R00762|R01049|R01051|R01056|R01057|R01066|R01067|R01068|R01528|R01529|R01541|R01737|R02035|R02036|R02749|R05605|R06836|R08572|R08575|R13089	ok	results\prokaryote_maps\maps\map00030\iZ_1308\iZ_1308_map00030_map.json
map00030	rn00030	Pentose phosphate pathway	ic_1306	Escherichia coli CFT073	22	R00756|R00762|R01049|R01051|R01056|R01057|R01066|R01067|R01068|R01528|R01529|R01541|R01737|R02035|R02036|R02749|R02750|R05605|R06836|R08572|R08575|R13089	ok	results\prokaryote_maps\maps\map00030\ic_1306\ic_1306_map00030_map.json
map00680	rn00680	Methane metabolism / C1 metabolism	iAF1260	Escherichia coli str. K-12 substr. MG1655	21	R00199|R00230|R00235|R00315|R00342|R00345|R00527|R00582|R00658|R00756|R00762|R00945|R01068|R01388|R01513|R01518|R04173|R06982|R06983|R08572|R12754	ok	results\prokaryote_maps\maps\map00680\iAF1260\iAF1260_map00680_map.json
map00680	rn00680	Methane metabolism / C1 metabolism	iAF1260b	Escherichia coli str. K-12 substr. MG1655	21	R00199|R00230|R00235|R00315|R00342|R00345|R00527|R00582|R00658|R00756|R00762|R00945|R01068|R01388|R01513|R01518|R04173|R06982|R06983|R08572|R12754	ok	results\prokaryote_maps\maps\map00680\iAF1260b\iAF1260b_map00680_map.json
map00680	rn00680	Methane metabolism / C1 metabolism	iAPECO1_1312	Escherichia coli APEC O1	21	R00199|R00230|R00235|R00315|R00342|R00345|R00527|R00582|R00658|R00756|R00762|R00945|R01068|R01388|R01513|R01518|R04173|R06982|R06983|R08572|R12754	ok	results\prokaryote_maps\maps\map00680\iAPECO1_1312\iAPECO1_1312_map00680_map.json
map00680	rn00680	Methane metabolism / C1 metabolism	iB21_1397	Escherichia coli BL21(DE3)	21	R00199|R00230|R00235|R00315|R00342|R00345|R00527|R00582|R00658|R00756|R00762|R00945|R01068|R01388|R01513|R01518|R04173|R06982|R06983|R08572|R12754	ok	results\prokaryote_maps\maps\map00680\iB21_1397\iB21_1397_map00680_map.json
map00680	rn00680	Methane metabolism / C1 metabolism	iBWG_1329	Escherichia coli BW2952	21	R00199|R00230|R00235|R00315|R00342|R00345|R00527|R00582|R00658|R00756|R00762|R00945|R01068|R01388|R01513|R01518|R04173|R06982|R06983|R08572|R12754	ok	results\prokaryote_maps\maps\map00680\iBWG_1329\iBWG_1329_map00680_map.json
map00680	rn00680	Methane metabolism / C1 metabolism	iE2348C_1286	Escherichia coli O127:H6 str. E2348/69	21	R00199|R00230|R00235|R00315|R00342|R00345|R00527|R00582|R00658|R00756|R00762|R00945|R01068|R01388|R01513|R01518|R04173|R06982|R06983|R08572|R12754	ok	results\prokaryote_maps\maps\map00680\iE2348C_1286\iE2348C_1286_map00680_map.json
map00680	rn00680	Methane metabolism / C1 metabolism	iEC042_1314	Escherichia coli 042	21	R00199|R00230|R00235|R00315|R00342|R00345|R00527|R00582|R00658|R00756|R00762|R00945|R01068|R01388|R01513|R01518|R04173|R06982|R06983|R08572|R12754	ok	results\prokaryote_maps\maps\map00680\iEC042_1314\iEC042_1314_map00680_map.json
map00680	rn00680	Methane metabolism / C1 metabolism	iEC1344_C	Escherichia coli C	21	R00199|R00230|R00235|R00315|R00342|R00345|R00527|R00582|R00658|R00756|R00762|R00945|R01068|R01388|R01513|R01518|R04173|R06982|R06983|R08572|R12754	ok	results\prokaryote_maps\maps\map00680\iEC1344_C\iEC1344_C_map00680_map.json
