status	bigg_id	organism	pathway	pathway_rn	pathway_label	source_reaction_count	source_metabolite_count	source_gene_count	model_reactions	model_metabolites	kegg_reactions	kegg_metabolites	kgml_reaction_entries_omitted	kgml_reactions_omitted	matched_reactions	unmatched_reactions	reaction_retention_percent	matched_metabolites	unmatched_metabolites	metabolite_retention_percent	escher_nodes	escher_reactions	escher_segments	invalid_segments_removed	secondary_nodes_seen	secondary_nodes_converted	map_json	map_html	summary_json	model_xml	elapsed_seconds	error
built	iAF1260b	Escherichia coli str. K-12 substr. MG1655	map00030	rn00030	Pentose phosphate pathway	2388	1668	1261	2388	1668	58	37	1	R06837	22	36	37.93	26	11	70.27	128	22	129	0	36	0	results\prokaryote_maps\maps\map00030\iAF1260b\iAF1260b_map00030_map.json	results\prokaryote_maps\maps\map00030\iAF1260b\iAF1260b_map00030_map.html	results\prokaryote_maps\maps\map00030\iAF1260b\summary.json	http://bigg.ucsd.edu/static/models/iAF1260b.xml	1.915	
built	iAF1260b	Escherichia coli str. K-12 substr. MG1655	map00680	rn00680	Methane metabolism / C1 metabolism	2388	1668	1261	2388	1668	104	86	3	R08323, R08328, R10397	21	83	20.19	35	51	40.7	146	21	135	0	48	0	results\prokaryote_maps\maps\map00680\iAF1260b\iAF1260b_map00680_map.json	results\prokaryote_maps\maps\map00680\iAF1260b\iAF1260b_map00680_map.html	results\prokaryote_maps\maps\map00680\iAF1260b\summary.json	http://bigg.ucsd.edu/static/models/iAF1260b.xml	3.266	
built	iAF692	Methanosarcina barkeri str. Fusaro	map00010	rn00010	Glycolysis / gluconeogenesis	690	628	692	690	628	56	31	0		15	41	26.79	19	12	61.29	103	15	100	0	39	0	results\prokaryote_maps\maps\map00010\iAF692\iAF692_map00010_map.json	results\prokaryote_maps\maps\map00010\iAF692\iAF692_map00010_map.html	results\prokaryote_maps\maps\map00010\iAF692\summary.json	http://bigg.ucsd.edu/static/models/iAF692.xml	1.484	
built	iAF692	Methanosarcina barkeri str. Fusaro	map00020	rn00020	Citrate cycle (TCA cycle)	690	628	692	690	628	29	20	0		4	25	13.79	12	8	60.0	36	4	29	0	12	0	results\prokaryote_maps\maps\map00020\iAF692\iAF692_map00020_map.json	results\prokaryote_maps\maps\map00020\iAF692\iAF692_map00020_map.html	results\prokaryote_maps\maps\map00020\iAF692\summary.json	http://bigg.ucsd.edu/static/models/iAF692.xml	1.082	
built	iAF692	Methanosarcina barkeri str. Fusaro	map00030	rn00030	Pentose phosphate pathway	690	628	692	690	628	58	37	1	R06837	10	48	17.24	21	16	56.76	63	10	56	0	12	0	results\prokaryote_maps\maps\map00030\iAF692\iAF692_map00030_map.json	results\prokaryote_maps\maps\map00030\iAF692\iAF692_map00030_map.html	results\prokaryote_maps\maps\map00030\iAF692\summary.json	http://bigg.ucsd.edu/static/models/iAF692.xml	1.395	
built	iAF692	Methanosarcina barkeri str. Fusaro	map00680	rn00680	Methane metabolism / C1 metabolism	690	628	692	690	628	104	86	3	R08323, R08328, R10397	31	73	29.81	57	29	66.28	212	31	189	1	62	0	results\prokaryote_maps\maps\map00680\iAF692\iAF692_map00680_map.json	results\prokaryote_maps\maps\map00680\iAF692\iAF692_map00680_map.html	results\prokaryote_maps\maps\map00680\iAF692\summary.json	http://bigg.ucsd.edu/static/models/iAF692.xml	1.82	
built	iAF987	Geobacter metallireducens GS-15	map00010	rn00010	Glycolysis / gluconeogenesis	1285	1109	987	1285	1109	56	31	0		16	40	28.57	18	13	58.06	108	16	107	0	42	0	results\prokaryote_maps\maps\map00010\iAF987\iAF987_map00010_map.json	results\prokaryote_maps\maps\map00010\iAF987\iAF987_map00010_map.html	results\prokaryote_maps\maps\map00010\iAF987\summary.json	http://bigg.ucsd.edu/static/models/iAF987.xml	1.646	
built	iAF987	Geobacter metallireducens GS-15	map00020	rn00020	Citrate cycle (TCA cycle)	1285	1109	987	1285	1109	29	20	0		11	18	37.93	13	7	65.0	75	11	75	0	29	0	results\prokaryote_maps\maps\map00020\iAF987\iAF987_map00020_map.json	results\prokaryote_maps\maps\map00020\iAF987\iAF987_map00020_map.html	results\prokaryote_maps\maps\map00020\iAF987\summary.json	http://bigg.ucsd.edu/static/models/iAF987.xml	1.146	
built	iAF987	Geobacter metallireducens GS-15	map00030	rn00030	Pentose phosphate pathway	1285	1109	987	1285	1109	58	37	1	R06837	12	46	20.69	18	19	48.65	71	12	69	0	17	0	results\prokaryote_maps\maps\map00030\iAF987\iAF987_map00030_map.json	results\prokaryote_maps\maps\map00030\iAF987\iAF987_map00030_map.html	results\prokaryote_maps\maps\map00030\iAF987\summary.json	http://bigg.ucsd.edu/static/models/iAF987.xml	1.745	
built	iAF987	Geobacter metallireducens GS-15	map00680	rn00680	Methane metabolism / C1 metabolism	1285	1109	987	1285	1109	104	86	3	R08323, R08328, R10397	16	88	15.38	29	57	33.72	113	16	103	0	36	0	results\prokaryote_maps\maps\map00680\iAF987\iAF987_map00680_map.json	results\prokaryote_maps\maps\map00680\iAF987\iAF987_map00680_map.html	results\prokaryote_maps\maps\map00680\iAF987\summary.json	http://bigg.ucsd.edu/static/models/iAF987.xml	2.299	
built	iAPECO1_1312	Escherichia coli APEC O1	map00010	rn00010	Glycolysis / gluconeogenesis	2735	1942	1313	2735	1942	56	31	0		14	42	25.0	22	9	70.97	98	14	91	0	34	0	results\prokaryote_maps\maps\map00010\iAPECO1_1312\iAPECO1_1312_map00010_map.json	results\prokaryote_maps\maps\map00010\iAPECO1_1312\iAPECO1_1312_map00010_map.html	results\prokaryote_maps\maps\map00010\iAPECO1_1312\summary.json	http://bigg.ucsd.edu/static/models/iAPECO1_1312.xml	2.269	
