status	bigg_id	organism	pathway	pathway_rn	pathway_label	source_reaction_count	source_metabolite_count	source_gene_count	model_reactions	model_metabolites	kegg_reactions	kegg_metabolites	kgml_reaction_entries_omitted	kgml_reactions_omitted	matched_reactions	unmatched_reactions	reaction_retention_percent	matched_metabolites	unmatched_metabolites	metabolite_retention_percent	escher_nodes	escher_reactions	escher_segments	invalid_segments_removed	secondary_nodes_seen	secondary_nodes_converted	map_json	map_html	summary_json	model_xml	elapsed_seconds	error
built	iAPECO1_1312	Escherichia coli APEC O1	map00020	rn00020	Citrate cycle (TCA cycle)	2735	1942	1313	2735	1942	29	20	0		7	22	24.14	13	7	65.0	50	7	45	0	16	0	results\prokaryote_maps\maps\map00020\iAPECO1_1312\iAPECO1_1312_map00020_map.json	results\prokaryote_maps\maps\map00020\iAPECO1_1312\iAPECO1_1312_map00020_map.html	results\prokaryote_maps\maps\map00020\iAPECO1_1312\summary.json	http://bigg.ucsd.edu/static/models/iAPECO1_1312.xml	1.634	
built	iAPECO1_1312	Escherichia coli APEC O1	map00030	rn00030	Pentose phosphate pathway	2735	1942	1313	2735	1942	58	37	1	R06837	21	37	36.21	26	11	70.27	122	21	122	0	33	0	results\prokaryote_maps\maps\map00030\iAPECO1_1312\iAPECO1_1312_map00030_map.json	results\prokaryote_maps\maps\map00030\iAPECO1_1312\iAPECO1_1312_map00030_map.html	results\prokaryote_maps\maps\map00030\iAPECO1_1312\summary.json	http://bigg.ucsd.edu/static/models/iAPECO1_1312.xml	2.285	
built	iAPECO1_1312	Escherichia coli APEC O1	map00680	rn00680	Methane metabolism / C1 metabolism	2735	1942	1313	2735	1942	104	86	3	R08323, R08328, R10397	21	83	20.19	36	50	41.86	147	21	135	0	48	0	results\prokaryote_maps\maps\map00680\iAPECO1_1312\iAPECO1_1312_map00680_map.json	results\prokaryote_maps\maps\map00680\iAPECO1_1312\iAPECO1_1312_map00680_map.html	results\prokaryote_maps\maps\map00680\iAPECO1_1312\summary.json	http://bigg.ucsd.edu/static/models/iAPECO1_1312.xml	3.959	
built	iB21_1397	Escherichia coli BL21(DE3)	map00010	rn00010	Glycolysis / gluconeogenesis	2741	1943	1337	2741	1943	56	31	0		15	41	26.79	21	10	67.74	104	15	99	0	38	0	results\prokaryote_maps\maps\map00010\iB21_1397\iB21_1397_map00010_map.json	results\prokaryote_maps\maps\map00010\iB21_1397\iB21_1397_map00010_map.html	results\prokaryote_maps\maps\map00010\iB21_1397\summary.json	http://bigg.ucsd.edu/static/models/iB21_1397.xml	2.36	
built	iB21_1397	Escherichia coli BL21(DE3)	map00020	rn00020	Citrate cycle (TCA cycle)	2741	1943	1337	2741	1943	29	20	0		7	22	24.14	13	7	65.0	50	7	45	0	16	0	results\prokaryote_maps\maps\map00020\iB21_1397\iB21_1397_map00020_map.json	results\prokaryote_maps\maps\map00020\iB21_1397\iB21_1397_map00020_map.html	results\prokaryote_maps\maps\map00020\iB21_1397\summary.json	http://bigg.ucsd.edu/static/models/iB21_1397.xml	1.78	
built	iB21_1397	Escherichia coli BL21(DE3)	map00030	rn00030	Pentose phosphate pathway	2741	1943	1337	2741	1943	58	37	1	R06837	20	38	34.48	26	11	70.27	117	20	116	0	31	0	results\prokaryote_maps\maps\map00030\iB21_1397\iB21_1397_map00030_map.json	results\prokaryote_maps\maps\map00030\iB21_1397\iB21_1397_map00030_map.html	results\prokaryote_maps\maps\map00030\iB21_1397\summary.json	http://bigg.ucsd.edu/static/models/iB21_1397.xml	2.172	
built	iB21_1397	Escherichia coli BL21(DE3)	map00680	rn00680	Methane metabolism / C1 metabolism	2741	1943	1337	2741	1943	104	86	3	R08323, R08328, R10397	21	83	20.19	36	50	41.86	147	21	135	0	48	0	results\prokaryote_maps\maps\map00680\iB21_1397\iB21_1397_map00680_map.json	results\prokaryote_maps\maps\map00680\iB21_1397\iB21_1397_map00680_map.html	results\prokaryote_maps\maps\map00680\iB21_1397\summary.json	http://bigg.ucsd.edu/static/models/iB21_1397.xml	3.689	
built	iBWG_1329	Escherichia coli BW2952	map00010	rn00010	Glycolysis / gluconeogenesis	2741	1949	1329	2741	1949	56	31	0		15	41	26.79	21	10	67.74	104	15	99	0	38	0	results\prokaryote_maps\maps\map00010\iBWG_1329\iBWG_1329_map00010_map.json	results\prokaryote_maps\maps\map00010\iBWG_1329\iBWG_1329_map00010_map.html	results\prokaryote_maps\maps\map00010\iBWG_1329\summary.json	http://bigg.ucsd.edu/static/models/iBWG_1329.xml	2.337	
built	iBWG_1329	Escherichia coli BW2952	map00020	rn00020	Citrate cycle (TCA cycle)	2741	1949	1329	2741	1949	29	20	0		7	22	24.14	13	7	65.0	50	7	45	0	16	0	results\prokaryote_maps\maps\map00020\iBWG_1329\iBWG_1329_map00020_map.json	results\prokaryote_maps\maps\map00020\iBWG_1329\iBWG_1329_map00020_map.html	results\prokaryote_maps\maps\map00020\iBWG_1329\summary.json	http://bigg.ucsd.edu/static/models/iBWG_1329.xml	1.665	
built	iBWG_1329	Escherichia coli BW2952	map00030	rn00030	Pentose phosphate pathway	2741	1949	1329	2741	1949	58	37	1	R06837	21	37	36.21	26	11	70.27	122	21	122	0	33	0	results\prokaryote_maps\maps\map00030\iBWG_1329\iBWG_1329_map00030_map.json	results\prokaryote_maps\maps\map00030\iBWG_1329\iBWG_1329_map00030_map.html	results\prokaryote_maps\maps\map00030\iBWG_1329\summary.json	http://bigg.ucsd.edu/static/models/iBWG_1329.xml	2.173	
built	iBWG_1329	Escherichia coli BW2952	map00680	rn00680	Methane metabolism / C1 metabolism	2741	1949	1329	2741	1949	104	86	3	R08323, R08328, R10397	21	83	20.19	36	50	41.86	147	21	135	0	48	0	results\prokaryote_maps\maps\map00680\iBWG_1329\iBWG_1329_map00680_map.json	results\prokaryote_maps\maps\map00680\iBWG_1329\iBWG_1329_map00680_map.html	results\prokaryote_maps\maps\map00680\iBWG_1329\summary.json	http://bigg.ucsd.edu/static/models/iBWG_1329.xml	3.85	
built	ic_1306	Escherichia coli CFT073	map00010	rn00010	Glycolysis / gluconeogenesis	2726	1936	1307	2726	1936	56	31	0		14	42	25.0	22	9	70.97	98	14	91	0	34	0	results\prokaryote_maps\maps\map00010\ic_1306\ic_1306_map00010_map.json	results\prokaryote_maps\maps\map00010\ic_1306\ic_1306_map00010_map.html	results\prokaryote_maps\maps\map00010\ic_1306\summary.json	http://bigg.ucsd.edu/static/models/ic_1306.xml	2.696	
built	ic_1306	Escherichia coli CFT073	map00020	rn00020	Citrate cycle (TCA cycle)	2726	1936	1307	2726	1936	29	20	0		7	22	24.14	13	7	65.0	50	7	45	0	16	0	results\prokaryote_maps\maps\map00020\ic_1306\ic_1306_map00020_map.json	results\prokaryote_maps\maps\map00020\ic_1306\ic_1306_map00020_map.html	results\prokaryote_maps\maps\map00020\ic_1306\summary.json	http://bigg.ucsd.edu/static/models/ic_1306.xml	1.627	
built	ic_1306	Escherichia coli CFT073	map00030	rn00030	Pentose phosphate pathway	2726	1936	1307	2726	1936	58	37	1	R06837	22	36	37.93	26	11	70.27	128	22	129	0	36	0	results\prokaryote_maps\maps\map00030\ic_1306\ic_1306_map00030_map.json	results\prokaryote_maps\maps\map00030\ic_1306\ic_1306_map00030_map.html	results\prokaryote_maps\maps\map00030\ic_1306\summary.json	http://bigg.ucsd.edu/static/models/ic_1306.xml	2.081	
built	ic_1306	Escherichia coli CFT073	map00680	rn00680	Methane metabolism / C1 metabolism	2726	1936	1307	2726	1936	104	86	3	R08323, R08328, R10397	21	83	20.19	36	50	41.86	147	21	135	0	48	0	results\prokaryote_maps\maps\map00680\ic_1306\ic_1306_map00680_map.json	results\prokaryote_maps\maps\map00680\ic_1306\ic_1306_map00680_map.html	results\prokaryote_maps\maps\map00680\ic_1306\summary.json	http://bigg.ucsd.edu/static/models/ic_1306.xml	3.596	
built	iCN718	Acinetobacter baumannii AYE	map00010	rn00010	Glycolysis / gluconeogenesis	1015	888	709	1015	888	56	31	0		17	39	30.36	21	10	67.74	112	17	110	0	40	0	results\prokaryote_maps\maps\map00010\iCN718\iCN718_map00010_map.json	results\prokaryote_maps\maps\map00010\iCN718\iCN718_map00010_map.html	results\prokaryote_maps\maps\map00010\iCN718\summary.json	http://bigg.ucsd.edu/static/models/iCN718.xml	1.558	
built	iCN718	Acinetobacter baumannii AYE	map00020	rn00020	Citrate cycle (TCA cycle)	1015	888	709	1015	888	29	20	0		7	22	24.14	13	7	65.0	53	7	49	0	19	0	results\prokaryote_maps\maps\map00020\iCN718\iCN718_map00020_map.json	results\prokaryote_maps\maps\map00020\iCN718\iCN718_map00020_map.html	results\prokaryote_maps\maps\map00020\iCN718\summary.json	http://bigg.ucsd.edu/static/models/iCN718.xml	1.465	
built	iCN718	Acinetobacter baumannii AYE	map00030	rn00030	Pentose phosphate pathway	1015	888	709	1015	888	58	37	1	R06837	13	45	22.41	24	13	64.86	74	13	68	0	11	0	results\prokaryote_maps\maps\map00030\iCN718\iCN718_map00030_map.json	results\prokaryote_maps\maps\map00030\iCN718\iCN718_map00030_map.html	results\prokaryote_maps\maps\map00030\iCN718\summary.json	http://bigg.ucsd.edu/static/models/iCN718.xml	1.403	
built	iCN718	Acinetobacter baumannii AYE	map00680	rn00680	Methane metabolism / C1 metabolism	1015	888	709	1015	888	104	86	3	R08323, R08328, R10397	15	89	14.42	30	56	34.88	107	15	95	0	32	0	results\prokaryote_maps\maps\map00680\iCN718\iCN718_map00680_map.json	results\prokaryote_maps\maps\map00680\iCN718\iCN718_map00680_map.html	results\prokaryote_maps\maps\map00680\iCN718\summary.json	http://bigg.ucsd.edu/static/models/iCN718.xml	2.169	
built	iCN900	Clostridioides difficile 630	map00010	rn00010	Glycolysis / gluconeogenesis	1229	885	900	1229	885	56	31	0		22	34	39.29	24	7	77.42	147	22	146	0	57	0	results\prokaryote_maps\maps\map00010\iCN900\iCN900_map00010_map.json	results\prokaryote_maps\maps\map00010\iCN900\iCN900_map00010_map.html	results\prokaryote_maps\maps\map00010\iCN900\summary.json	http://bigg.ucsd.edu/static/models/iCN900.xml	1.587	
built	iCN900	Clostridioides difficile 630	map00020	rn00020	Citrate cycle (TCA cycle)	1229	885	900	1229	885	29	20	0		11	18	37.93	13	7	65.0	76	11	75	0	30	0	results\prokaryote_maps\maps\map00020\iCN900\iCN900_map00020_map.json	results\prokaryote_maps\maps\map00020\iCN900\iCN900_map00020_map.html	results\prokaryote_maps\maps\map00020\iCN900\summary.json	http://bigg.ucsd.edu/static/models/iCN900.xml	1.412	
built	iCN900	Clostridioides difficile 630	map00030	rn00030	Pentose phosphate pathway	1229	885	900	1229	885	58	37	1	R06837	21	37	36.21	26	11	70.27	123	21	123	0	34	0	results\prokaryote_maps\maps\map00030\iCN900\iCN900_map00030_map.json	results\prokaryote_maps\maps\map00030\iCN900\iCN900_map00030_map.html	results\prokaryote_maps\maps\map00030\iCN900\summary.json	http://bigg.ucsd.edu/static/models/iCN900.xml	1.446	
built	iCN900	Clostridioides difficile 630	map00680	rn00680	Methane metabolism / C1 metabolism	1229	885	900	1229	885	104	86	3	R08323, R08328, R10397	21	83	20.19	32	54	37.21	142	21	136	0	47	0	results\prokaryote_maps\maps\map00680\iCN900\iCN900_map00680_map.json	results\prokaryote_maps\maps\map00680\iCN900\iCN900_map00680_map.html	results\prokaryote_maps\maps\map00680\iCN900\summary.json	http://bigg.ucsd.edu/static/models/iCN900.xml	2.206	
built	iE2348C_1286	Escherichia coli O127:H6 str. E2348/69	map00010	rn00010	Glycolysis / gluconeogenesis	2703	1919	1287	2703	1919	56	31	0		14	42	25.0	21	10	67.74	97	14	91	0	34	0	results\prokaryote_maps\maps\map00010\iE2348C_1286\iE2348C_1286_map00010_map.json	results\prokaryote_maps\maps\map00010\iE2348C_1286\iE2348C_1286_map00010_map.html	results\prokaryote_maps\maps\map00010\iE2348C_1286\summary.json	http://bigg.ucsd.edu/static/models/iE2348C_1286.xml	2.256	
built	iE2348C_1286	Escherichia coli O127:H6 str. E2348/69	map00020	rn00020	Citrate cycle (TCA cycle)	2703	1919	1287	2703	1919	29	20	0		7	22	24.14	13	7	65.0	50	7	45	0	16	0	results\prokaryote_maps\maps\map00020\iE2348C_1286\iE2348C_1286_map00020_map.json	results\prokaryote_maps\maps\map00020\iE2348C_1286\iE2348C_1286_map00020_map.html	results\prokaryote_maps\maps\map00020\iE2348C_1286\summary.json	http://bigg.ucsd.edu/static/models/iE2348C_1286.xml	1.689	
built	iE2348C_1286	Escherichia coli O127:H6 str. E2348/69	map00030	rn00030	Pentose phosphate pathway	2703	1919	1287	2703	1919	58	37	1	R06837	21	37	36.21	26	11	70.27	122	21	122	0	33	0	results\prokaryote_maps\maps\map00030\iE2348C_1286\iE2348C_1286_map00030_map.json	results\prokaryote_maps\maps\map00030\iE2348C_1286\iE2348C_1286_map00030_map.html	results\prokaryote_maps\maps\map00030\iE2348C_1286\summary.json	http://bigg.ucsd.edu/static/models/iE2348C_1286.xml	2.405	
built	iE2348C_1286	Escherichia coli O127:H6 str. E2348/69	map00680	rn00680	Methane metabolism / C1 metabolism	2703	1919	1287	2703	1919	104	86	3	R08323, R08328, R10397	21	83	20.19	36	50	41.86	147	21	135	0	48	0	results\prokaryote_maps\maps\map00680\iE2348C_1286\iE2348C_1286_map00680_map.json	results\prokaryote_maps\maps\map00680\iE2348C_1286\iE2348C_1286_map00680_map.html	results\prokaryote_maps\maps\map00680\iE2348C_1286\summary.json	http://bigg.ucsd.edu/static/models/iE2348C_1286.xml	3.676	
built	iEC042_1314	Escherichia coli 042	map00010	rn00010	Glycolysis / gluconeogenesis	2714	1926	1314	2714	1926	56	31	0		15	41	26.79	21	10	67.74	104	15	99	0	38	0	results\prokaryote_maps\maps\map00010\iEC042_1314\iEC042_1314_map00010_map.json	results\prokaryote_maps\maps\map00010\iEC042_1314\iEC042_1314_map00010_map.html	results\prokaryote_maps\maps\map00010\iEC042_1314\summary.json	http://bigg.ucsd.edu/static/models/iEC042_1314.xml	2.316	
built	iEC042_1314	Escherichia coli 042	map00020	rn00020	Citrate cycle (TCA cycle)	2714	1926	1314	2714	1926	29	20	0		7	22	24.14	13	7	65.0	50	7	45	0	16	0	results\prokaryote_maps\maps\map00020\iEC042_1314\iEC042_1314_map00020_map.json	results\prokaryote_maps\maps\map00020\iEC042_1314\iEC042_1314_map00020_map.html	results\prokaryote_maps\maps\map00020\iEC042_1314\summary.json	http://bigg.ucsd.edu/static/models/iEC042_1314.xml	1.725	
built	iEC042_1314	Escherichia coli 042	map00030	rn00030	Pentose phosphate pathway	2714	1926	1314	2714	1926	58	37	1	R06837	22	36	37.93	26	11	70.27	128	22	129	0	36	0	results\prokaryote_maps\maps\map00030\iEC042_1314\iEC042_1314_map00030_map.json	results\prokaryote_maps\maps\map00030\iEC042_1314\iEC042_1314_map00030_map.html	results\prokaryote_maps\maps\map00030\iEC042_1314\summary.json	http://bigg.ucsd.edu/static/models/iEC042_1314.xml	2.063	
built	iEC042_1314	Escherichia coli 042	map00680	rn00680	Methane metabolism / C1 metabolism	2714	1926	1314	2714	1926	104	86	3	R08323, R08328, R10397	21	83	20.19	36	50	41.86	147	21	135	0	48	0	results\prokaryote_maps\maps\map00680\iEC042_1314\iEC042_1314_map00680_map.json	results\prokaryote_maps\maps\map00680\iEC042_1314\iEC042_1314_map00680_map.html	results\prokaryote_maps\maps\map00680\iEC042_1314\summary.json	http://bigg.ucsd.edu/static/models/iEC042_1314.xml	3.715	
built	iEC1344_C	Escherichia coli C	map00010	rn00010	Glycolysis / gluconeogenesis	2726	1934	1344	2726	1934	56	31	0		15	41	26.79	21	10	67.74	104	15	99	0	38	0	results\prokaryote_maps\maps\map00010\iEC1344_C\iEC1344_C_map00010_map.json	results\prokaryote_maps\maps\map00010\iEC1344_C\iEC1344_C_map00010_map.html	results\prokaryote_maps\maps\map00010\iEC1344_C\summary.json	http://bigg.ucsd.edu/static/models/iEC1344_C.xml	2.353	
built	iEC1344_C	Escherichia coli C	map00020	rn00020	Citrate cycle (TCA cycle)	2726	1934	1344	2726	1934	29	20	0		7	22	24.14	13	7	65.0	50	7	45	0	16	0	results\prokaryote_maps\maps\map00020\iEC1344_C\iEC1344_C_map00020_map.json	results\prokaryote_maps\maps\map00020\iEC1344_C\iEC1344_C_map00020_map.html	results\prokaryote_maps\maps\map00020\iEC1344_C\summary.json	http://bigg.ucsd.edu/static/models/iEC1344_C.xml	1.6	
built	iEC1344_C	Escherichia coli C	map00030	rn00030	Pentose phosphate pathway	2726	1934	1344	2726	1934	58	37	1	R06837	22	36	37.93	26	11	70.27	128	22	129	0	36	0	results\prokaryote_maps\maps\map00030\iEC1344_C\iEC1344_C_map00030_map.json	results\prokaryote_maps\maps\map00030\iEC1344_C\iEC1344_C_map00030_map.html	results\prokaryote_maps\maps\map00030\iEC1344_C\summary.json	http://bigg.ucsd.edu/static/models/iEC1344_C.xml	2.269	
built	iEC1344_C	Escherichia coli C	map00680	rn00680	Methane metabolism / C1 metabolism	2726	1934	1344	2726	1934	104	86	3	R08323, R08328, R10397	21	83	20.19	37	49	43.02	148	21	135	0	48	0	results\prokaryote_maps\maps\map00680\iEC1344_C\iEC1344_C_map00680_map.json	results\prokaryote_maps\maps\map00680\iEC1344_C\iEC1344_C_map00680_map.html	results\prokaryote_maps\maps\map00680\iEC1344_C\summary.json	http://bigg.ucsd.edu/static/models/iEC1344_C.xml	3.644	
built	iEC1349_Crooks	Escherichia coli ATCC 8739	map00010	rn00010	Glycolysis / gluconeogenesis	2756	1946	1349	2756	1946	56	31	0		15	41	26.79	21	10	67.74	104	15	99	0	38	0	results\prokaryote_maps\maps\map00010\iEC1349_Crooks\iEC1349_Crooks_map00010_map.json	results\prokaryote_maps\maps\map00010\iEC1349_Crooks\iEC1349_Crooks_map00010_map.html	results\prokaryote_maps\maps\map00010\iEC1349_Crooks\summary.json	http://bigg.ucsd.edu/static/models/iEC1349_Crooks.xml	2.328	
built	iEC1349_Crooks	Escherichia coli ATCC 8739	map00020	rn00020	Citrate cycle (TCA cycle)	2756	1946	1349	2756	1946	29	20	0		7	22	24.14	13	7	65.0	50	7	45	0	16	0	results\prokaryote_maps\maps\map00020\iEC1349_Crooks\iEC1349_Crooks_map00020_map.json	results\prokaryote_maps\maps\map00020\iEC1349_Crooks\iEC1349_Crooks_map00020_map.html	results\prokaryote_maps\maps\map00020\iEC1349_Crooks\summary.json	http://bigg.ucsd.edu/static/models/iEC1349_Crooks.xml	1.819	
built	iEC1349_Crooks	Escherichia coli ATCC 8739	map00030	rn00030	Pentose phosphate pathway	2756	1946	1349	2756	1946	58	37	1	R06837	22	36	37.93	26	11	70.27	128	22	129	0	36	0	results\prokaryote_maps\maps\map00030\iEC1349_Crooks\iEC1349_Crooks_map00030_map.json	results\prokaryote_maps\maps\map00030\iEC1349_Crooks\iEC1349_Crooks_map00030_map.html	results\prokaryote_maps\maps\map00030\iEC1349_Crooks\summary.json	http://bigg.ucsd.edu/static/models/iEC1349_Crooks.xml	2.09	
built	iEC1349_Crooks	Escherichia coli ATCC 8739	map00680	rn00680	Methane metabolism / C1 metabolism	2756	1946	1349	2756	1946	104	86	3	R08323, R08328, R10397	22	82	21.15	37	49	43.02	153	22	141	0	50	0	results\prokaryote_maps\maps\map00680\iEC1349_Crooks\iEC1349_Crooks_map00680_map.json	results\prokaryote_maps\maps\map00680\iEC1349_Crooks\iEC1349_Crooks_map00680_map.html	results\prokaryote_maps\maps\map00680\iEC1349_Crooks\summary.json	http://bigg.ucsd.edu/static/models/iEC1349_Crooks.xml	3.853	
built	iEC1356_Bl21DE3	Escherichia coli BL21(DE3)	map00010	rn00010	Glycolysis / gluconeogenesis	2740	1918	1356	2740	1918	56	31	0		15	41	26.79	21	10	67.74	104	15	99	0	38	0	results\prokaryote_maps\maps\map00010\iEC1356_Bl21DE3\iEC1356_Bl21DE3_map00010_map.json	results\prokaryote_maps\maps\map00010\iEC1356_Bl21DE3\iEC1356_Bl21DE3_map00010_map.html	results\prokaryote_maps\maps\map00010\iEC1356_Bl21DE3\summary.json	http://bigg.ucsd.edu/static/models/iEC1356_Bl21DE3.xml	2.387	
built	iEC1356_Bl21DE3	Escherichia coli BL21(DE3)	map00020	rn00020	Citrate cycle (TCA cycle)	2740	1918	1356	2740	1918	29	20	0		7	22	24.14	13	7	65.0	50	7	45	0	16	0	results\prokaryote_maps\maps\map00020\iEC1356_Bl21DE3\iEC1356_Bl21DE3_map00020_map.json	results\prokaryote_maps\maps\map00020\iEC1356_Bl21DE3\iEC1356_Bl21DE3_map00020_map.html	results\prokaryote_maps\maps\map00020\iEC1356_Bl21DE3\summary.json	http://bigg.ucsd.edu/static/models/iEC1356_Bl21DE3.xml	1.615	
built	iEC1356_Bl21DE3	Escherichia coli BL21(DE3)	map00030	rn00030	Pentose phosphate pathway	2740	1918	1356	2740	1918	58	37	1	R06837	21	37	36.21	26	11	70.27	123	21	123	0	34	0	results\prokaryote_maps\maps\map00030\iEC1356_Bl21DE3\iEC1356_Bl21DE3_map00030_map.json	results\prokaryote_maps\maps\map00030\iEC1356_Bl21DE3\iEC1356_Bl21DE3_map00030_map.html	results\prokaryote_maps\maps\map00030\iEC1356_Bl21DE3\summary.json	http://bigg.ucsd.edu/static/models/iEC1356_Bl21DE3.xml	2.091	
built	iEC1356_Bl21DE3	Escherichia coli BL21(DE3)	map00680	rn00680	Methane metabolism / C1 metabolism	2740	1918	1356	2740	1918	104	86	3	R08323, R08328, R10397	21	83	20.19	36	50	41.86	147	21	135	0	48	0	results\prokaryote_maps\maps\map00680\iEC1356_Bl21DE3\iEC1356_Bl21DE3_map00680_map.json	results\prokaryote_maps\maps\map00680\iEC1356_Bl21DE3\iEC1356_Bl21DE3_map00680_map.html	results\prokaryote_maps\maps\map00680\iEC1356_Bl21DE3\summary.json	http://bigg.ucsd.edu/static/models/iEC1356_Bl21DE3.xml	3.623	
built	iEC1364_W	Escherichia coli W	map00010	rn00010	Glycolysis / gluconeogenesis	2764	1927	1364	2764	1927	56	31	0		15	41	26.79	22	9	70.97	105	15	99	0	38	0	results\prokaryote_maps\maps\map00010\iEC1364_W\iEC1364_W_map00010_map.json	results\prokaryote_maps\maps\map00010\iEC1364_W\iEC1364_W_map00010_map.html	results\prokaryote_maps\maps\map00010\iEC1364_W\summary.json	http://bigg.ucsd.edu/static/models/iEC1364_W.xml	2.436	
built	iEC1364_W	Escherichia coli W	map00020	rn00020	Citrate cycle (TCA cycle)	2764	1927	1364	2764	1927	29	20	0		7	22	24.14	13	7	65.0	50	7	45	0	16	0	results\prokaryote_maps\maps\map00020\iEC1364_W\iEC1364_W_map00020_map.json	results\prokaryote_maps\maps\map00020\iEC1364_W\iEC1364_W_map00020_map.html	results\prokaryote_maps\maps\map00020\iEC1364_W\summary.json	http://bigg.ucsd.edu/static/models/iEC1364_W.xml	1.742	
built	iEC1364_W	Escherichia coli W	map00030	rn00030	Pentose phosphate pathway	2764	1927	1364	2764	1927	58	37	1	R06837	22	36	37.93	27	10	72.97	129	22	129	0	36	0	results\prokaryote_maps\maps\map00030\iEC1364_W\iEC1364_W_map00030_map.json	results\prokaryote_maps\maps\map00030\iEC1364_W\iEC1364_W_map00030_map.html	results\prokaryote_maps\maps\map00030\iEC1364_W\summary.json	http://bigg.ucsd.edu/static/models/iEC1364_W.xml	2.145	
built	iEC1364_W	Escherichia coli W	map00680	rn00680	Methane metabolism / C1 metabolism	2764	1927	1364	2764	1927	104	86	3	R08323, R08328, R10397	21	83	20.19	36	50	41.86	147	21	135	0	48	0	results\prokaryote_maps\maps\map00680\iEC1364_W\iEC1364_W_map00680_map.json	results\prokaryote_maps\maps\map00680\iEC1364_W\iEC1364_W_map00680_map.html	results\prokaryote_maps\maps\map00680\iEC1364_W\summary.json	http://bigg.ucsd.edu/static/models/iEC1364_W.xml	4.198	
built	iEC1368_DH5a	Escherichia coli DH5[alpha]	map00010	rn00010	Glycolysis / gluconeogenesis	2779	1951	1368	2779	1951	56	31	0		15	41	26.79	21	10	67.74	104	15	99	0	38	0	results\prokaryote_maps\maps\map00010\iEC1368_DH5a\iEC1368_DH5a_map00010_map.json	results\prokaryote_maps\maps\map00010\iEC1368_DH5a\iEC1368_DH5a_map00010_map.html	results\prokaryote_maps\maps\map00010\iEC1368_DH5a\summary.json	http://bigg.ucsd.edu/static/models/iEC1368_DH5a.xml	2.465	
built	iEC1368_DH5a	Escherichia coli DH5[alpha]	map00020	rn00020	Citrate cycle (TCA cycle)	2779	1951	1368	2779	1951	29	20	0		7	22	24.14	13	7	65.0	50	7	45	0	16	0	results\prokaryote_maps\maps\map00020\iEC1368_DH5a\iEC1368_DH5a_map00020_map.json	results\prokaryote_maps\maps\map00020\iEC1368_DH5a\iEC1368_DH5a_map00020_map.html	results\prokaryote_maps\maps\map00020\iEC1368_DH5a\summary.json	http://bigg.ucsd.edu/static/models/iEC1368_DH5a.xml	1.643	
built	iEC1368_DH5a	Escherichia coli DH5[alpha]	map00030	rn00030	Pentose phosphate pathway	2779	1951	1368	2779	1951	58	37	1	R06837	22	36	37.93	26	11	70.27	128	22	129	0	36	0	results\prokaryote_maps\maps\map00030\iEC1368_DH5a\iEC1368_DH5a_map00030_map.json	results\prokaryote_maps\maps\map00030\iEC1368_DH5a\iEC1368_DH5a_map00030_map.html	results\prokaryote_maps\maps\map00030\iEC1368_DH5a\summary.json	http://bigg.ucsd.edu/static/models/iEC1368_DH5a.xml	2.228	
built	iEC1368_DH5a	Escherichia coli DH5[alpha]	map00680	rn00680	Methane metabolism / C1 metabolism	2779	1951	1368	2779	1951	104	86	3	R08323, R08328, R10397	21	83	20.19	37	49	43.02	148	21	135	0	48	0	results\prokaryote_maps\maps\map00680\iEC1368_DH5a\iEC1368_DH5a_map00680_map.json	results\prokaryote_maps\maps\map00680\iEC1368_DH5a\iEC1368_DH5a_map00680_map.html	results\prokaryote_maps\maps\map00680\iEC1368_DH5a\summary.json	http://bigg.ucsd.edu/static/models/iEC1368_DH5a.xml	3.79	
built	iEC1372_W3110	Escherichia coli str. K-12 substr. W3110	map00010	rn00010	Glycolysis / gluconeogenesis	2758	1918	1372	2758	1918	56	31	0		15	41	26.79	21	10	67.74	104	15	99	0	38	0	results\prokaryote_maps\maps\map00010\iEC1372_W3110\iEC1372_W3110_map00010_map.json	results\prokaryote_maps\maps\map00010\iEC1372_W3110\iEC1372_W3110_map00010_map.html	results\prokaryote_maps\maps\map00010\iEC1372_W3110\summary.json	http://bigg.ucsd.edu/static/models/iEC1372_W3110.xml	2.458	
built	iEC1372_W3110	Escherichia coli str. K-12 substr. W3110	map00020	rn00020	Citrate cycle (TCA cycle)	2758	1918	1372	2758	1918	29	20	0		7	22	24.14	13	7	65.0	50	7	45	0	16	0	results\prokaryote_maps\maps\map00020\iEC1372_W3110\iEC1372_W3110_map00020_map.json	results\prokaryote_maps\maps\map00020\iEC1372_W3110\iEC1372_W3110_map00020_map.html	results\prokaryote_maps\maps\map00020\iEC1372_W3110\summary.json	http://bigg.ucsd.edu/static/models/iEC1372_W3110.xml	1.623	
built	iEC1372_W3110	Escherichia coli str. K-12 substr. W3110	map00030	rn00030	Pentose phosphate pathway	2758	1918	1372	2758	1918	58	37	1	R06837	22	36	37.93	26	11	70.27	128	22	129	0	36	0	results\prokaryote_maps\maps\map00030\iEC1372_W3110\iEC1372_W3110_map00030_map.json	results\prokaryote_maps\maps\map00030\iEC1372_W3110\iEC1372_W3110_map00030_map.html	results\prokaryote_maps\maps\map00030\iEC1372_W3110\summary.json	http://bigg.ucsd.edu/static/models/iEC1372_W3110.xml	2.255	
