compartment	kegg	bigg_id	flux
c	R00748	r0186	0.0
c	R00749	ETHAAL	0.0
c	R00842	G3PD1ir	318.7509340825102
c	R00844	G3PD2	0.0
c	R00848	G3PD	0.0
c	R01021	CHOLK	0.0
c	R01023	CHAT	208.9636947285477
c	R01026	HMR_0641	0.0
c	R01030	GPDDA1	0.0
c	R01468	ETHAK	0.0
c	R01890	CHLPCTD	0.0
c	R02037	r0480	0.0
c	R02038	PETHCT	0.0
c	R02057	CEPTE	0.0
c	R02239	SBPP3	0.0
c	R05680	ALCD2y	1.2119436404960136e-13
c	R06868	r0788	0.0
c	R06869	r0789	0.0
c	R06870	ETHP	0.0
c	R06871	CHLP	0.0
c	R12699	FT	0.0
e	R01026	ACHEe	0.0
e	R02239	HMR_0783	0.0
e	R06870	r0242	-1000.0
e	R06871	NDP8ex	0.0
m	R00842	G3PD1irm	-225.89445872479726
m	R00848	G3PDm	0.0
m	R05680	GLYCLTDym	0.0
m	R12757	DPHMBDCm	0.0
r	R00844	G6PDH2er	1.2299085053570754e-13
r	R02239	SBPP3er	0.0
r	R05680	GULNDer	-365.0939784731361
r	R06871	NDP7er	0.0
